N	2gram	Vygotskiy__3	EvropaiE
1	и в	25	37
2	в отношении	6	32
3	в пределах	1	25
4	точки зрения	6	23
5	что в	17	21
6	не только	6	18
7	с точки	1	17
8	в то	4	16
9	то же	2	15
10	хотя бы	1	15
11	в своем	4	14
12	но в	1	14
13	в качестве	12	14
14	но и	4	14
15	и не	10	14
16	в этом	14	12
17	в области	7	11
18	в том	23	11
19	так и	5	10
20	отнюдь не	4	9
21	в себе	2	9
22	только в	10	9
23	прежде всего	4	9
24	все более	2	9
25	не может	6	9
26	так же	17	9
27	в смысле	4	9
28	в ее	1	8
29	думать что	1	8
30	было бы	10	8
31	в своей	2	8
32	к тому	4	8
33	между тем	3	8
34	с одной	5	8
35	одной стороны	5	8
36	также и	1	7
37	в областях	1	7
38	а также	2	7
39	того что	10	7
40	так как	12	7
41	с другой	6	7
42	как и	15	7
43	по своему	11	7
44	может быть	13	6
45	и на	6	6
46	во всех	1	6
47	на то	4	6
48	том что	20	6
49	того чтобы	8	6
50	вслед за	3	6
51	вовсе не	1	6
52	для того	7	6
53	и даже	1	6
54	как бы	10	6
55	с этой	3	6
56	то что	15	6
57	же как	6	5
58	которую мы	5	5
59	столь же	7	5
60	но не	6	5
61	не в	6	5
62	и по	5	5
63	к которым	4	5
64	но если	1	5
65	тем самым	2	5
66	как мы	8	5
67	в виде	3	5
68	от этого	6	5
69	в частности	4	5
70	и потому	2	5
71	в течение	2	5
72	в той	1	5
73	этой точки	2	5
74	то в	3	4
75	мы не	9	4
76	вопрос о	1	4
77	в ней	1	4
78	независимо от	4	4
79	в самом	3	4
80	во многих	1	4
81	то ни	1	4
82	того или	2	4
83	несмотря на	1	4
84	чем в	1	4
85	лежат в	1	4
86	даже в	1	4
87	не имеет	1	4
88	в процессе	27	4
89	к ней	1	4
90	той или	2	4
91	бы то	1	4
92	по себе	7	4
93	именно в	5	4
94	ни было	2	4
95	само по	2	4
96	или иной	3	4
97	не на	1	4
98	как это	7	4
99	для нас	2	4
100	сказать что	4	4
101	или иного	2	4
102	в каком	2	4
103	в применении	1	3
104	в сфере	2	3
105	с более	1	3
106	бы и	1	3
107	в деле	4	3
108	на себя	2	3
109	того же	6	3
110	как в	9	3
111	когда он	3	3
112	и к	5	3
113	или иную	1	3
114	представляет собой	6	3
115	в известном	4	3
116	но на	3	3
117	вообще не	1	3
118	мы можем	7	3
119	не будет	2	3
120	этом смысле	2	3
121	и тем	1	3
122	в них	2	3
123	с тем	16	3
124	мы видели	6	3
125	можно считать	3	3
126	в которых	3	3
127	можно ли	2	3
128	никогда не	4	3
129	потому что	6	3
130	заключает в	2	3
131	уже и	1	3
132	с другом	5	3
133	можно было	6	3
134	по признаку	3	3
135	о том	5	3
136	место в	2	3
137	что и	10	3
138	отметить что	1	3
139	и только	2	3
140	известном смысле	2	3
141	всяком случае	4	3
142	этот факт	1	3
143	из них	4	3
144	ту или	1	3
145	очевидно что	1	3
146	в известной	1	3
147	тем что	8	3
148	этом отношении	3	3
149	в свою	3	3
150	говорит о	1	3
151	связано с	1	3
152	там где	4	3
153	ни на	2	3
154	в данном	1	3
155	применении к	1	3
156	друг с	5	3
157	является ли	1	3
158	не является	8	3
159	известной степени	1	3
160	и для	2	3
161	и от	2	3
162	в результате	3	3
163	в психологии	1	3
164	это так	2	3
165	как на	2	3
166	в таком	2	3
167	во всяком	4	3
168	и то	2	2
169	что эти	3	2
170	и этот	1	2
171	с в	1	2
172	есть не	1	2
173	именно к	1	2
174	из того	2	2
175	между собой	13	2
176	но как	3	2
177	друг от	1	2
178	и чем	1	2
179	как их	2	2
180	же мало	3	2
181	поскольку они	1	2
182	с этим	4	2
183	хотя и	2	2
184	целый ряд	1	2
185	тому или	2	2
186	и как	5	2
187	что это	5	2
188	в этой	5	2
189	что к	1	2
190	в случае	3	2
191	этот процесс	3	2
192	как оно	3	2
193	главным образом	2	2
194	он не	4	2
195	или иному	2	2
196	отношений между	1	2
197	в силу	6	2
198	но было	1	2
199	таким образом	17	2
200	поскольку она	1	2
201	это значит	4	2
202	в мире	2	2
203	и с	1	2
204	заключается в	9	2
205	с другими	2	2
206	и рядом	1	2
207	для них	1	2
208	дело идет	1	2
209	нас к	2	2
210	в своих	2	2
211	в развитии	24	2
212	иначе говоря	2	2
213	такой же	1	2
214	и того	4	2
215	в эту	2	2
216	в этих	2	2
217	в процессах	1	2
218	в котором	3	2
219	представление о	1	2
220	эти в	1	2
221	и более	1	2
222	тому чтобы	1	2
223	тогда когда	4	2
224	данного продукта	1	2
225	констатировать что	1	2
226	по своей	7	2
227	к той	2	2
228	не могут	4	2
229	могут быть	5	2
230	только одно	1	2
231	имеет место	3	2
232	но по	2	2
233	от друга	1	2
234	свою очередь	2	2
235	данном случае	1	2
236	на основе	22	2
237	мог бы	4	2
238	по сравнению	4	2
239	если бы	5	2
240	и что	10	2
241	в значительной	1	2
242	и во	2	2
243	в его	15	2
244	подходит к	2	2
245	во всей	1	2
246	мы должны	6	2
247	эти последние	2	2
248	этот вопрос	3	2
249	в какой	4	2
250	есть в	1	2
251	не можем	3	2
252	в большинстве	1	2
253	если в	3	2
254	при помощи	1	2
255	и других	2	2
256	следует отметить	1	2
257	в одном	2	2
258	значение только	1	2
259	к отношениям	1	2
260	а именно	1	2
261	будет ли	1	2
262	на основании	11	2
263	на этот	2	2
264	а не	1	2
265	долгое время	1	2
266	что все	1	2
267	начиная с	1	2
268	вместе с	14	2
269	относятся к	2	2
270	или по	1	2
271	сравнению с	3	2
272	наряду с	3	2
273	что же	1	2
274	с мы	4	2
275	происходит в	1	2
276	или в	2	2
277	и все	4	2
278	наблюдения над	1	2
279	бы в	2	2
280	же в	2	2
281	в другой	1	2
282	значения для	1	2
283	мы видим	3	2
284	а в	4	2
285	не есть	3	2
286	имеет в	1	2
287	между ними	3	2
288	другой стороны	3	2
289	в гораздо	1	2
290	приводит нас	3	2
291	и эта	2	2
292	даже более	1	1
293	как известно	3	1
294	ту же	1	1
295	ко всем	1	1
296	например в	1	1
297	в тех	2	1
298	исключительно к	1	1
299	и это	4	1
300	тех же	1	1
301	или к	1	1
302	но тем	2	1
303	вниз от	1	1
304	же по	1	1
305	если обратиться	1	1
306	в чисто	2	1
307	и до	1	1
308	отдельных элементов	3	1
309	с таким	1	1
310	определяется в	1	1
311	и связанное	1	1
312	той же	4	1
313	смотреть на	1	1
314	эту же	1	1
315	что между	1	1
316	бы сделать	1	1
317	в основных	1	1
318	и техническое	1	1
319	есть нечто	1	1
320	другую и	1	1
321	время как	4	1
322	достаточно чтобы	1	1
323	с но	1	1
324	не способен	1	1
325	нам представляется	1	1
326	ли констатировать	1	1
327	является определяющим	1	1
328	с его	2	1
329	тем как	1	1
330	бы она	1	1
331	окажется в	1	1
332	то мы	1	1
333	видели что	3	1
334	к признаку	1	1
335	мы будем	2	1
336	его построения	1	1
337	по отношению	3	1
338	постановка проблемы	1	1
339	находящихся в	1	1
340	нами при	1	1
341	отличие от	6	1
342	остановились на	1	1
343	общего правила	1	1
344	за пределы	1	1
345	относится к	1	1
346	которые не	4	1
347	стремились показать	1	1
348	все остальные	2	1
349	все же	6	1
350	однако не	1	1
351	кроме того	1	1
352	смысле этого	4	1
353	могли бы	11	1
354	что по	2	1
355	не являются	1	1
356	говорит об	2	1
357	его к	3	1
358	более или	1	1
359	увидим что	1	1
360	придет к	1	1
361	в этот	1	1
362	и детей	1	1
363	психологии и	1	1
364	та же	1	1
365	и возникновение	1	1
366	бы с	2	1
367	отличной от	2	1
368	он в	1	1
369	которые в	3	1
370	в последнее	3	1
371	для возникновения	3	1
372	с их	2	1
373	нами в	2	1
374	тому же	1	1
375	жизнью и	1	1
376	на его	2	1
377	говорили бы	1	1
378	к выводу	2	1
379	при этом	5	1
380	своем развитии	1	1
381	говорили в	1	1
382	состоит в	3	1
383	не как	3	1
384	в корне	2	1
385	рассмотрение вопроса	1	1
386	на этом	3	1
387	находит себе	1	1
388	в человеческом	1	1
389	но все	2	1
390	значительной степени	1	1
391	от нее	4	1
392	не станем	4	1
393	как они	2	1
394	а затем	1	1
395	в нем	2	1
396	в совершенно	2	1
397	значение в	3	1
398	различие между	1	1
399	по степени	1	1
400	входит в	5	1
401	сейчас в	1	1
402	которая как	1	1
403	но нам	1	1
404	лишь на	2	1
405	мы сказали	1	1
406	возникающее в	1	1
407	в жизни	3	1
408	предъявляет к	1	1
409	мысль можно	1	1
410	к области	2	1
411	о которых	1	1
412	во внимание	1	1
413	всегда и	1	1
414	значение как	3	1
415	их на	1	1
416	ответ и	1	1
417	или менее	3	1
418	мы стремились	1	1
419	момент во	1	1
420	в изучении	2	1
421	в такой	1	1
422	к действительному	1	1
423	в глубь	1	1
424	мы говорили	4	1
425	которые лежат	1	1
426	в отличие	6	1
427	что при	1	1
428	от себя	1	1
429	значение для	1	1
430	что имеет	1	1
431	выше мы	1	1
432	возникающих в	2	1
433	иметь возможность	1	1
434	том же	1	1
435	для этого	2	1
436	с так	1	1
437	тому что	2	1
438	все эти	7	1
439	не менее	6	1
440	на рубеже	1	1
441	но они	2	1
442	что эта	1	1
443	что с	4	1
444	имеет свое	2	1
445	с теми	2	1
446	и другое	5	1
447	одна из	2	1
448	та или	3	1
449	для всего	2	1
450	это мы	2	1
451	что процесс	2	1
452	бы неправильно	2	1
453	только и	1	1
454	склонен думать	1	1
455	именно с	1	1
456	или иная	3	1
457	они являются	2	1
458	ту мысль	1	1
459	течение этого	1	1
460	во всем	3	1
461	мире и	1	1
462	и его	2	1
463	связи с	9	1
464	и направляет	1	1
465	так называемый	1	1
466	доказать что	1	1
467	в основе	16	1
468	только наиболее	1	1
469	у нас	1	1
470	числе и	1	1
471	для мышления	2	1
472	все еще	2	1
473	мы остановились	1	1
