N	2gram	Trubetskoy_1	Istorich
1	и в	26	25
2	вместе с	15	22
3	что он	4	22
4	может быть	10	17
5	представление о	6	17
6	мы имеем	2	14
7	не только	10	13
8	но и	9	13
9	в его	5	12
10	так как	9	11
11	уже не	3	11
12	и не	8	11
13	в этом	15	10
14	тем что	1	10
15	все же	6	10
16	у народов	1	9
17	и его	1	9
18	его в	1	9
19	в виде	4	9
20	с другой	8	9
21	таким образом	22	9
22	еще не	2	8
23	и на	2	8
24	все эти	6	8
25	что в	9	8
26	связи с	9	8
27	и что	4	8
28	мы видим	1	8
29	мы знаем	1	8
30	с тем	18	8
31	другой стороны	1	8
32	связь с	2	8
33	том что	7	8
34	представляет собой	3	7
35	в нем	4	7
36	как и	1	7
37	мы видели	2	7
38	во время	4	7
39	потому что	7	7
40	о том	6	7
41	и здесь	2	7
42	то что	7	7
43	только в	4	7
44	с одной	7	7
45	в качестве	3	7
46	при помощи	1	7
47	превращается в	2	7
48	одной стороны	7	7
49	но это	1	7
50	как в	1	6
51	это не	1	6
52	не может	4	6
53	в этих	4	6
54	не в	2	6
55	не совсем	1	6
56	что и	6	6
57	там где	1	6
58	себя в	1	6
59	прежде всего	2	6
60	могут быть	1	6
61	в том	11	6
62	и действительно	2	5
63	ясно что	3	5
64	мы не	1	5
65	в ней	1	5
66	но не	8	5
67	с этим	1	5
68	что это	3	5
69	но все	7	5
70	входит в	1	5
71	живет в	1	5
72	видим что	1	5
73	в образе	2	5
74	связано с	2	5
75	так же	5	5
76	же как	3	4
77	и это	2	4
78	то же	4	4
79	мы уже	1	4
80	в ее	1	4
81	от этого	1	4
82	в которой	3	4
83	он не	4	4
84	не как	2	4
85	что все	4	4
86	на этой	1	4
87	с другими	4	4
88	не всегда	2	4
89	в преисподнюю	1	4
90	тем не	3	4
91	не менее	3	4
92	того как	1	4
93	совершенно ясно	1	4
94	в индии	8	4
95	с ним	1	4
96	а именно	1	4
97	если не	2	4
98	все это	6	4
99	же представление	1	4
100	в связи	3	4
101	из себя	2	4
102	мы должны	6	4
103	в которых	4	3
104	его не	2	3
105	представлением о	1	3
106	ему в	2	3
107	что его	1	3
108	если в	3	3
109	о превращении	1	3
110	и как	3	3
111	его к	1	3
112	в этой	4	3
113	их в	1	3
114	на этом	1	3
115	человека в	1	3
116	в ином	1	3
117	имеется и	1	3
118	в то	4	3
119	друг друга	1	3
120	но вместе	2	3
121	для того	5	3
122	представляют собой	1	3
123	того чтобы	5	3
124	в себя	1	3
125	никогда не	5	3
126	и с	10	3
127	после того	1	3
128	затем в	1	3
129	к нему	7	3
130	после смерти	10	3
131	что здесь	1	3
132	сказки в	1	3
133	и требует	1	3
134	дает ему	1	3
135	никто не	1	3
136	и из	2	3
137	и пр	1	3
138	и все	2	3
139	в европе	1	3
140	в данном	1	3
141	не знаем	1	3
142	но когда	2	3
143	а в	4	3
144	в свою	2	3
145	состоит из	1	3
146	они не	1	3
147	это неверно	1	2
148	того же	6	2
149	самом деле	1	2
150	он может	1	2
151	когда человек	2	2
152	одним из	2	2
153	а как	1	2
154	человека и	1	2
155	мы и	1	2
156	на них	1	2
157	во всех	2	2
158	землю и	1	2
159	видели что	1	2
160	только тогда	1	2
161	по отношению	1	2
162	эта связь	1	2
163	некоторое время	1	2
164	когда он	3	2
165	уже в	2	2
166	на то	2	2
167	связанные с	7	2
168	с представлением	1	2
169	друг с	5	2
170	из него	2	2
171	и по	4	2
172	так например	2	2
173	сделать из	1	2
174	о чем	1	2
175	это было	1	2
176	и других	1	2
177	о которых	1	2
178	к которым	2	2
179	попадает в	4	2
180	несмотря на	6	2
181	такой же	1	2
182	точки зрения	13	2
183	в своей	1	2
184	таким же	1	2
185	прийти к	1	2
186	оказывается что	3	2
187	по себе	1	2
188	даже в	1	2
189	героем и	1	2
190	по мере	1	2
191	тогда когда	2	2
192	не потому	2	2
193	с другом	5	2
194	индии в	3	2
195	иногда даже	1	2
196	данном случае	1	2
197	а тот	1	2
198	роль в	1	2
199	этого они	1	2
200	на нее	3	2
201	особенно в	2	2
202	что от	1	2
203	из животного	1	2
204	с этого	1	2
205	если бы	3	2
206	ничего не	1	2
207	образом в	5	2
208	можно сказать	3	2
209	должно было	2	2
210	от них	2	2
211	же в	1	2
212	в которую	1	2
213	того что	3	2
214	на которой	1	2
215	том как	1	2
216	огонь в	1	2
217	то в	1	2
218	богом и	2	2
219	так что	3	2
220	нами и	2	2
221	чтобы он	1	2
222	из них	7	2
223	на одном	1	2
224	мы можем	2	2
225	у него	1	2
226	и вместе	4	2
227	в других	3	2
228	из двух	1	2
229	связан с	2	2
230	до сих	5	2
231	такое же	1	2
232	социальной жизни	1	2
233	с культом	1	2
234	а не	5	2
235	один из	2	2
236	что мы	2	2
237	в одно	2	2
238	чтобы она	1	2
239	и потому	6	2
240	знаем о	1	2
241	хозяйственной жизни	1	2
242	из которых	4	2
243	в течение	4	2
244	одновременно с	1	2
245	как бы	12	2
246	по существу	2	2
247	с этой	3	2
248	сих пор	5	2
249	и таким	3	2
250	но для	1	2
251	в наше	1	2
252	и для	5	2
253	это уже	1	2
254	представляли собой	1	2
255	с ней	3	2
256	сказать что	2	2
257	и при	3	2
258	совершенно не	1	2
259	к его	2	2
260	отношению к	3	2
261	в свое	1	2
262	к этому	3	2
263	жизни и	2	2
264	и вновь	1	2
265	это герой	1	1
266	вряд ли	1	1
267	рассматривается как	1	1
268	себя как	1	1
269	силы и	2	1
270	но тем	1	1
271	и есть	1	1
272	что когда	1	1
273	тем же	1	1
274	и могут	1	1
275	той же	1	1
276	он знает	1	1
277	и живых	1	1
278	ни у	2	1
279	что уже	1	1
280	это три	1	1
281	совершенно так	1	1
282	именно к	1	1
283	место в	1	1
284	к богам	1	1
285	время как	1	1
286	не вполне	3	1
287	очень скоро	1	1
288	но даже	1	1
289	которое в	1	1
290	и заставляет	2	1
291	же что	1	1
292	мы читаем	1	1
293	быть в	1	1
294	не был	1	1
295	в христианство	1	1
296	совсем не	1	1
297	не упоминаются	1	1
298	в китае	2	1
299	у сибирских	1	1
300	должны были	1	1
301	отношение к	5	1
302	отличие от	1	1
303	что они	1	1
304	что два	1	1
305	думать что	1	1
306	человек может	1	1
