N	2gram	Vygotskiy__7	Analitik
1	не только	24	22
2	и в	26	18
3	как и	15	14
4	так и	3	14
5	в этом	29	14
6	и его	12	13
7	но и	11	13
8	том что	17	12
9	в качестве	5	12
10	и не	18	12
11	в частности	1	12
12	при этом	1	11
13	а в	2	10
14	как бы	6	10
15	что в	12	9
16	может быть	7	9
17	а не	6	9
18	в том	18	9
19	в первой	3	8
20	по отношению	6	7
21	как раз	3	7
22	в его	4	7
23	с другой	4	7
24	во второй	5	7
25	но не	3	7
26	отношению к	5	7
27	еще не	4	6
28	в этой	3	6
29	он не	3	6
30	в их	2	6
31	не в	4	6
32	к тому	7	6
33	для него	3	6
34	о том	4	6
35	в начале	5	6
36	того же	1	5
37	той же	8	5
38	мы имеем	1	5
39	как правило	1	5
40	в самом	9	5
41	в случае	2	5
42	лишь в	2	5
43	в слове	11	5
44	или иной	1	5
45	в сущности	9	5
46	что и	3	5
47	между тем	1	5
48	в конце	4	5
49	никогда не	4	5
50	в свою	2	5
51	прежде всего	7	5
52	не является	3	5
53	в результате	1	5
54	другой стороны	1	5
55	представляет собой	19	5
56	столь же	2	4
57	что он	8	4
58	отнюдь не	1	4
59	в своем	1	4
60	и как	1	4
61	что по	2	4
62	по пути	1	4
63	и к	7	4
64	таким образом	23	4
65	приводит к	4	4
66	состоит в	3	4
67	по себе	3	4
68	тем самым	8	4
69	в одном	1	4
70	имеем дело	1	4
71	ли не	2	4
72	не менее	4	4
73	свою очередь	2	4
74	внимание на	2	4
75	можно сказать	5	4
76	не есть	4	4
77	во втором	3	4
78	о чем	4	4
79	в данном	5	4
80	все же	6	4
81	перед нами	2	4
82	с новыми	1	3
83	едва ли	4	3
84	который в	1	3
85	мы не	7	3
86	говорить о	1	3
87	в целом	5	3
88	уже в	2	3
89	здесь не	1	3
90	но как	1	3
91	если в	4	3
92	ответ на	2	3
93	что они	10	3
94	как говорит	5	3
95	как в	4	3
96	с этим	2	3
97	из этих	3	3
98	с их	1	3
99	тому же	1	3
100	ключ к	1	3
101	подобно тому	1	3
102	то же	8	3
103	его в	2	3
104	точки зрения	28	3
105	и без	1	3
106	все это	3	3
107	в то	3	3
108	дело не	1	3
109	только не	11	3
110	ничего не	2	3
111	той или	1	3
112	с ее	2	3
113	в ее	6	3
114	данном случае	5	3
115	мысль о	1	3
116	именно в	6	3
117	было бы	6	3
118	дело с	1	3
119	во всем	3	3
120	этом отношении	3	3
121	были бы	3	3
122	что не	2	3
123	не было	1	3
124	он и	1	3
125	его как	1	3
126	как это	5	3
127	по поводу	1	3
128	к этому	2	3
129	только к	2	2
130	отношения к	2	2
131	например в	1	2
132	самом деле	6	2
133	мере в	2	2
134	в первом	3	2
135	есть не	3	2
136	и он	2	2
137	в ней	3	2
138	во всех	6	2
139	со всеми	2	2
140	конечном счете	2	2
141	очевидно что	3	2
142	отличие от	2	2
143	это и	4	2
144	сама по	1	2
145	по сути	1	2
146	как к	3	2
147	и той	2	2
148	могли бы	5	2
149	но в	4	2
150	все эти	6	2
151	в ответ	1	2
152	в себе	9	2
153	не могла	2	2
154	так сказать	1	2
155	на его	2	2
156	что она	8	2
157	в нем	2	2
158	о которой	1	2
159	как пишет	1	2
160	не как	1	2
161	о его	3	2
162	одной и	2	2
163	и по	3	2
164	и ту	1	2
165	согласуется с	1	2
166	входит в	2	2
