N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	26
2	так как	1	18
3	мы имеем	3	14
4	никогда не	4	13
5	потому что	5	13
6	и на	5	12
7	в этом	12	12
8	таким образом	1	12
9	в том	8	12
10	что в	3	12
11	мы видели	1	11
12	может быть	15	11
13	связь с	1	11
14	и т	1	10
15	не только	31	10
16	том что	7	10
17	в образе	1	10
18	с другой	2	10
19	и не	23	10
20	еще не	4	9
21	о смерти	2	9
22	а именно	1	9
23	что он	3	9
24	но и	27	9
25	все же	4	8
26	в нем	4	8
27	т д	1	8
28	на небо	1	8
29	на том	1	8
30	с ним	2	8
31	вместе с	2	8
32	другой стороны	2	8
33	например в	1	7
34	но в	7	7
35	мы можем	2	7
36	и его	10	7
37	о том	4	7
38	с одной	1	7
39	уже не	8	7
40	у него	7	7
41	одной стороны	1	7
42	мы уже	1	6
43	мы не	3	6
44	как в	4	6
45	как он	1	6
46	так в	4	6
47	в русской	3	6
48	и с	3	6
49	с появлением	2	6
50	то что	9	6
51	в более	1	6
52	не может	8	6
53	то же	8	5
54	в ней	4	5
55	за собой	1	5
56	не будет	2	5
57	как и	13	5
58	в то	4	5
59	так и	5	5
60	нас к	1	5
61	в его	6	5
62	только в	12	5
63	тем что	1	5
64	у нас	3	5
65	там где	1	5
66	как это	3	5
67	его в	1	5
68	представлениями о	1	5
69	как мы	2	4
70	и он	6	4
71	с его	4	4
72	но как	3	4
73	из этих	4	4
74	на земле	1	4
75	и по	1	4
76	это не	3	4
77	и тем	4	4
78	с тем	1	4
79	не всегда	3	4
80	а также	6	4
81	что и	1	4
82	что между	1	4
83	до сих	2	4
84	прежде всего	4	4
85	связано с	1	4
86	зависит от	2	4
87	одну из	1	4
88	как бы	6	4
89	сих пор	2	4
90	в книге	1	4
91	у них	1	4
92	но это	1	4
93	все что	2	4
94	же как	1	3
95	и через	2	3
96	и то	3	3
97	так у	1	3
98	из которых	1	3
99	это еще	1	3
100	когда он	1	3
101	и наконец	1	3
102	та же	2	3
103	в себе	6	3
104	что она	1	3
105	главным образом	1	3
106	при этом	19	3
107	если бы	7	3
108	и вот	2	3
109	так например	1	3
110	в своей	5	3
111	и ее	3	3
112	в одном	4	3
113	не в	6	3
114	их в	3	3
115	она не	2	3
116	того как	1	3
117	вопрос не	1	3
118	могут быть	1	3
119	данном случае	8	3
