N	3gram	Vygotskiy__7	Mirosoze
1	не может быть	4	17
2	вместе с тем	4	5
3	и вместе с	2	4
4	это и есть	1	4
5	потому что в	1	3
6	заключает в себе	1	3
7	это значит что	1	3
8	и в конце	2	2
9	прежде всего в	2	2
10	по отношению к	5	2
11	к учению о	1	2
12	по своему значению	2	2
13	до сих пор	3	2
14	и не может	1	2
15	что он не	1	2
16	то время как	2	2
17	не только в	1	2
18	должно привести к	1	2
19	в конце концов	1	2
20	не могут быть	1	2
21	на этом пути	1	2
22	в то время	2	2
23	никогда не может	1	2
24	тем что он	1	2
25	для того чтобы	18	2
26	в высшей степени	1	2
27	это менее всего	1	1
28	должно быть поставлено	1	1
29	что иное как	1	1
30	потому что он	2	1
31	и есть то	1	1
32	нет и не	2	1
33	в которой она	1	1
34	в самом деле	4	1
35	оно менее всего	1	1
36	потому что не	1	1
37	существует не только	1	1
38	в зависимости от	1	1
39	не может найти	1	1
40	от одного к	1	1
41	в отличие от	2	1
42	своему значению и	1	1
43	он знал что	1	1
44	есть то что	1	1
45	должны привести к	1	1
46	от нее к	1	1
47	по сравнению с	7	1
48	во всех этих	1	1
49	не до конца	2	1
50	если в основе	1	1
51	и ничего не	1	1
52	не только для	1	1
53	для него и	1	1
54	она все же	1	1
55	друг к другу	1	1
56	во всяком случае	1	1
57	в ряду других	1	1
58	но не может	1	1
59	нельзя было бы	1	1
60	как бы не	1	1
61	одного к другому	1	1
62	менее всего напоминает	1	1
63	но также и	1	1
64	самое главное и	1	1
65	зависимости от этого	1	1
66	что и в	1	1
67	может быть выражена	1	1
68	но и он	1	1
69	о том что	4	1
70	и ту же	1	1
71	есть прежде всего	1	1
72	наедине с собой	2	1
73	может быть так	1	1
74	не что иное	1	1
75	можно было бы	1	1
76	по сравнению со	2	1
77	в себе в	2	1
78	одну и ту	1	1
79	в том что	13	1
80	она не может	1	1
