N	2gram	Bakhtin_Fr_6	Tragedij
1	и в	41	18
2	в романе	2	10
3	в году	6	9
4	в этом	12	9
5	не только	10	8
6	он сам	3	7
7	и с	16	7
8	и на	9	7
9	может быть	2	7
10	как бы	7	7
11	и не	3	7
12	но в	8	6
13	и его	13	6
14	в образе	6	6
15	же время	5	6
16	что он	6	6
17	у него	7	6
18	то же	5	5
19	все же	4	5
20	что это	5	5
21	это не	1	5
22	как и	7	5
23	несмотря на	1	5
24	в то	6	5
25	в дальнейшем	2	5
26	так и	5	5
27	это очень	1	5
28	не может	4	5
29	еще не	1	4
30	в себе	5	4
31	в целом	1	4
32	в этой	8	4
33	в нем	16	4
34	презрение к	1	4
35	об этом	1	4
36	том что	7	4
37	и что	5	4
38	но и	13	4
39	и даже	4	4
40	прежде всего	10	4
41	так же	5	4
42	но это	3	4
43	все это	11	4
44	этот образ	7	4
45	что в	7	4
46	и все	9	4
47	то что	10	4
48	к людям	1	3
49	что образ	5	3
50	и он	5	3
51	своего рода	1	3
52	эпизод с	1	3
53	как в	4	3
54	в своем	5	3
55	и как	4	3
56	все эти	11	3
57	при этом	3	3
58	то есть	24	3
59	что с	1	3
60	о чем	1	3
61	и сам	3	3
62	мог бы	1	3
63	жизнь и	1	3
64	с ним	4	3
65	к нему	3	3
66	в его	7	3
67	один из	6	3
68	уже в	4	3
69	для него	1	3
70	никто не	2	3
71	в конце	2	3
72	как будто	1	3
73	как это	2	3
74	что за	1	3
75	в основном	1	3
76	если б	2	2
77	в первом	3	2
78	из самых	2	2
79	и до	7	2
80	из своих	1	2
81	никогда не	8	2
82	и то	2	2
83	он был	4	2
84	не был	2	2
85	с его	5	2
86	отношение к	1	2
87	не просто	1	2
88	так что	2	2
89	и я	1	2
90	как говорит	1	2
91	она как	1	2
92	это был	1	2
93	перед нами	3	2
94	в самом	10	2
95	в письмах	1	2
96	жизнью и	1	2
97	он не	2	2
98	но все	1	2
99	что все	2	2
100	его в	1	2
101	в глазах	1	2
102	отца и	1	2
103	ни в	1	2
104	с тем	1	2
105	не мог	3	2
106	одном из	1	2
107	но эта	2	2
108	не в	4	2
109	не играют	1	2
110	но они	4	2
111	одна из	1	2
112	не имеет	1	2
113	xix веке	1	2
114	не могут	2	2
115	его за	1	2
116	он и	1	2
117	и это	1	2
118	в ее	5	2
119	данном случае	2	2
120	веру в	1	2
121	не за	1	2
122	раз он	1	2
123	еще в	5	2
124	как у	3	2
125	ничего не	1	2
