N	2gram	Bakhtin_Fr_5	Hudozhes
1	и в	45	28
2	том что	7	19
3	и не	15	18
4	своего рода	4	16
5	в том	10	15
6	а не	4	14
7	в этом	14	13
8	не в	7	13
9	о том	4	12
10	перед нами	4	11
11	не только	14	11
12	при этом	2	11
13	как и	10	11
14	в его	13	11
15	у нее	2	10
16	не случайно	1	10
17	в себе	1	9
18	но и	10	9
19	так и	6	8
20	между тем	2	8
21	что он	6	8
22	себя в	1	8
23	в жизни	1	8
24	в душе	1	8
25	может быть	2	8
26	о чем	3	8
27	по отношению	1	7
28	что она	3	7
29	в мире	1	7
30	об этом	4	7
31	к тому	2	7
32	в частности	1	7
33	как это	4	7
34	и все	7	7
35	с ним	5	7
36	жизни в	2	7
37	отношению к	1	7
38	в котором	1	6
39	то же	11	6
40	не было	3	6
41	и с	10	6
42	в своей	3	6
43	в то	11	6
44	тем что	1	6
45	казалось бы	1	6
46	если бы	1	6
47	можно сказать	2	6
48	это не	3	6
49	человеческой жизни	1	6
50	а в	4	6
51	то что	2	6
52	жизни и	8	6
53	с его	7	5
54	в этой	6	5
55	как в	3	5
56	в самом	4	5
57	что это	2	5
58	рядом с	2	5
59	в своем	11	5
60	не менее	3	5
61	у него	4	5
62	никогда не	1	5
63	ничего не	4	5
64	и его	13	5
65	и сам	1	5
66	одно из	2	5
67	для него	3	5
68	как бы	12	5
69	да и	1	5
70	с ее	5	5
71	что в	12	5
72	и другие	3	5
73	но не	4	4
74	своей жизни	2	4
75	то в	1	4
76	человека в	1	4
77	он не	6	4
78	в других	1	4
79	тем не	1	4
80	для нее	1	4
81	тому что	1	4
82	же время	9	4
83	как будто	1	4
84	в городе	2	4
85	и о	4	4
86	того чтобы	6	4
87	в конечном	1	4
88	вслед за	1	4
89	что они	1	4
90	только в	4	4
91	в качестве	2	4
92	что и	7	4
93	как раз	5	4
94	для того	6	4
95	говорит о	1	4
96	превращается в	2	4
97	не может	5	4
98	бы и	1	4
99	чтобы не	2	3
100	по его	1	3
101	и он	3	3
102	в ней	8	3
103	еще не	1	3
104	и на	5	3
105	столь же	1	3
106	для других	1	3
107	не все	1	3
108	бы не	1	3
109	раз в	2	3
110	как он	3	3
111	в нем	10	3
112	можно было	4	3
113	жить в	1	3
114	что все	2	3
115	мы уже	4	3
116	было бы	2	3
117	в это	1	3
118	в них	6	3
119	все было	1	3
120	несмотря на	2	3
121	этого произведения	1	3
122	любви и	1	3
123	на него	2	3
