N	2gram	Propp_Isto_3	NovoeSre
1	а не	6	17
2	и в	22	16
3	не может	4	16
4	и не	12	11
5	и есть	2	10
6	что в	15	9
7	как не	1	8
8	в том	9	8
9	жизни и	2	8
10	он не	5	8
11	в этом	17	7
12	к новому	1	7
13	может быть	11	7
14	не будет	1	7
15	как и	3	7
16	не в	4	6
17	ни в	2	6
18	никогда не	3	6
19	но это	3	6
20	не знает	1	6
21	с ее	1	5
22	в ней	2	5
23	и к	3	5
24	не только	14	5
25	в жизни	2	5
26	все это	1	5
27	в нем	9	5
28	со всех	1	4
29	большую роль	1	4
30	о том	3	4
31	перестает быть	1	4
32	в них	6	4
33	то что	7	4
34	это не	6	4
35	прежде всего	3	4
36	не было	2	4
37	и потому	2	4
38	по своему	1	4
39	не менее	5	4
40	и для	2	4
41	не имеет	2	4
42	и все	3	4
43	потому что	3	4
44	с другой	7	3
45	в ее	1	3
46	должна быть	1	3
47	вопрос о	2	3
48	человека и	1	3
49	еще не	10	3
50	как в	2	3
51	конечно не	1	3
52	к ним	1	3
53	возвращение к	1	3
54	подобно тому	1	3
55	перейти к	2	3
56	в мире	1	3
57	но и	12	3
58	не есть	1	3
59	и пр	11	3
60	не означает	1	3
61	с тем	2	3
62	в своей	1	3
63	к жизни	2	3
64	тому как	1	3
65	она не	4	3
66	эти формы	1	3
67	что такое	1	3
68	не существует	1	3
69	к тому	3	3
70	сказать что	3	3
71	и это	2	2
72	же как	2	2
73	связана с	3	2
74	это и	1	2
75	время как	2	2
76	роль в	2	2
77	не имеют	2	2
78	можно было	1	2
79	так и	2	2
80	мы не	1	2
81	и с	4	2
82	для этого	1	2
83	но она	2	2
84	я не	3	2
85	и должно	1	2
86	вот почему	2	2
87	и ночи	1	2
88	и что	2	2
89	и на	4	2
90	быть в	1	2
91	времени в	1	2
92	должно было	2	2
93	но не	7	2
94	к богу	1	2
95	в новом	1	2
96	все время	2	2
97	с этим	8	2
98	хотя и	2	2
99	не хотят	1	2
100	но в	10	2
101	который в	1	2
102	все эти	4	2
103	с одной	2	2
104	уже не	7	2
105	вернуться к	1	2
106	не могла	2	2
107	том чтобы	1	2
108	у него	3	2
109	люди не	1	2
110	что она	5	2
111	в одну	1	2
112	нет и	1	2
113	и даже	2	2
114	связаны с	1	2
115	к более	2	2
116	и было	2	2
117	для чего	1	2
118	том что	8	2
119	вместе с	9	2
120	так же	3	2
121	одной стороны	2	2
122	другой стороны	7	2
123	не могли	1	2
124	ни одна	1	2
125	как будто	2	2
126	как это	4	2
127	такой же	2	2
128	но для	1	2
129	равно как	3	2
130	в то	2	2
131	одна из	2	2
132	жизнью в	1	2
133	средневековья и	1	2
134	и от	3	2
135	через женщину	1	2
136	в русском	2	2
137	не ставит	1	2
138	хотя бы	1	2
139	все они	1	2
140	а в	6	2
141	ли это	2	2
142	могут быть	5	2
143	также что	1	1
144	и через	1	1
145	привел и	1	1
146	будет сказать	1	1
147	к таким	1	1
148	чтобы быть	1	1
149	он находится	1	1
150	этого мира	1	1
151	поставлен вопрос	2	1
152	и до	1	1
153	времени он	1	1
154	и этот	1	1
155	в образе	1	1
156	с собой	2	1
157	на нее	3	1
158	мы уже	6	1
159	не с	2	1
160	к тем	1	1
161	на место	1	1
162	и совсем	1	1
163	это делали	1	1
164	с ним	1	1
165	можно сказать	2	1
166	это всегда	1	1
167	смысле и	1	1
168	на себя	2	1
169	и другая	1	1
170	как я	1	1
171	был уже	1	1
172	это должно	1	1
173	то это	2	1
174	с большим	5	1
175	той роли	1	1
176	на нем	1	1
177	на них	1	1
178	что его	1	1
179	в чем	3	1
180	время до	1	1
181	своего рода	1	1
182	жили в	2	1
183	к нему	5	1
184	из сторон	1	1
185	в его	3	1
186	себе и	2	1
187	и только	1	1
188	народов и	1	1
189	и она	3	1
190	но тут	1	1
191	в своем	2	1
192	имя своих	1	1
193	человека в	1	1
194	что он	9	1
195	только в	4	1
196	во всем	1	1
197	с душой	1	1
198	в этот	2	1
199	так на	2	1
200	не хочет	1	1
201	то время	2	1
202	он в	1	1
203	вполне возможно	1	1
204	из этих	3	1
205	было так	1	1
206	и хочет	1	1
207	это показывает	1	1
208	и у	3	1
209	уже в	1	1
210	в большинстве	1	1
211	человек не	1	1
212	вообще не	1	1
213	раньше чем	3	1
214	него и	2	1
215	большинстве случаев	2	1
216	из них	7	1
217	к своим	1	1
218	одному из	1	1
219	все еще	6	1
220	и их	1	1
221	всяком случае	2	1
222	сами по	1	1
223	по всем	1	1
224	друг друга	6	1
225	смысле как	1	1
226	могли не	1	1
227	тем что	4	1
228	в нее	2	1
229	от того	1	1
230	и вместе	1	1
231	но все	2	1
232	это конечно	1	1
233	жить в	3	1
234	от нее	1	1
235	это значит	1	1
236	возможно что	6	1
237	ней и	1	1
238	в глубине	1	1
239	из всех	1	1
240	не живут	1	1
241	с другими	1	1
242	делается в	1	1
