N	2gram	Trubetskoy_1	Problema
1	и в	23	30
2	в своей	1	22
3	то есть	2	21
4	не только	7	18
5	то что	18	18
6	в этом	12	17
7	том что	19	17
8	и даже	1	14
9	людей и	1	13
10	таким образом	31	13
11	но и	9	13
12	потому что	9	13
13	также и	2	12
14	о том	7	12
15	в его	5	12
16	а именно	1	12
17	в том	30	12
18	и не	8	12
19	так что	5	11
20	в своем	10	11
21	у него	5	11
22	в этой	6	10
23	в виде	4	10
24	для нас	3	10
25	точки зрения	13	10
26	все же	13	9
27	на земле	3	9
28	но в	4	9
29	и вообще	3	9
30	только в	6	9
31	и все	7	9
32	сказать что	1	9
33	хотя и	4	8
34	с точки	8	8
35	никак не	1	8
36	в конце	4	8
37	вовсе не	2	8
38	но не	2	7
39	как и	9	7
40	не в	8	7
41	никогда не	4	7
42	связи с	4	7
43	у нас	3	7
44	здесь не	1	7
45	в дальнейшем	2	7
46	так и	10	7
47	что он	7	7
48	мы находим	1	7
49	может быть	16	7
50	в связи	3	7
51	в результате	9	7
52	вместе с	6	7
53	и на	6	6
54	и как	1	6
55	в нем	3	6
56	при помощи	3	6
57	его в	5	6
58	несмотря на	6	6
59	можно найти	1	6
60	и его	1	6
61	и что	8	6
62	что и	7	6
63	уже не	1	6
64	так как	7	6
65	с другой	6	6
66	прежде всего	3	6
67	как бы	10	6
68	и для	6	6
69	конце концов	4	6
70	а в	3	6
71	другой стороны	5	6
72	и то	4	5
73	для себя	2	5
74	в которой	5	5
75	тем не	4	5
76	в силу	7	5
77	и с	5	5
78	с тем	2	5
79	он и	1	5
80	что этот	1	5
81	не менее	7	5
82	и притом	1	5
83	того как	1	5
84	что у	2	5
85	и у	4	5
86	и их	5	5
87	мы можем	6	5
88	а не	1	5
89	не может	17	5
90	так же	8	5
91	будто бы	1	5
92	в самом	8	5
93	что в	8	5
94	того же	9	4
95	отнюдь не	2	4
96	и к	5	4
97	в себе	5	4
98	при этом	9	4
99	но все	5	4
100	же не	3	4
101	а его	1	4
102	было бы	3	4
103	не так	4	4
104	по крайней	1	4
105	в то	6	4
106	как о	1	4
107	тогда когда	3	4
108	но даже	3	4
109	некоторой степени	1	4
110	и сам	2	4
111	ясно что	8	4
112	крайней мере	1	4
113	оказывается что	5	4
114	в качестве	1	4
115	до некоторой	1	4
116	даже и	1	4
117	далеко не	5	4
118	еще и	1	4
119	а с	4	4
120	в частности	2	4
121	жизни в	1	4
122	из этого	6	4
123	у людей	1	4
124	гораздо более	2	4
125	смысле слова	1	3
126	тем же	2	3
127	от своих	1	3
128	время как	1	3
129	в виду	2	3
130	в ней	3	3
131	и самого	1	3
132	еще не	5	3
133	он сам	1	3
134	иное как	1	3
135	что его	4	3
136	совсем не	1	3
137	только тогда	2	3
138	что они	2	3
139	что касается	6	3
140	от этого	1	3
141	он в	1	3
142	бы не	1	3
143	с одной	3	3
144	он не	3	3
145	в другом	2	3
146	знает что	1	3
147	всю свою	1	3
148	нас не	1	3
149	однако в	1	3
150	в отношении	1	3
151	и другое	1	3
152	в самой	2	3
153	как будто	5	3
154	есть только	1	3
155	только еще	1	3
156	то время	2	3
157	что от	1	3
158	жизнь и	3	3
159	с ним	6	3
160	настоящее время	2	3
161	все в	2	3
162	к нему	2	3
163	того что	6	3
164	тот же	3	3
165	человечество и	1	3
166	и тем	1	3
167	в начале	2	3
168	в других	1	3
169	для того	8	3
170	именно в	5	3
171	одной стороны	2	3
172	мира в	1	3
173	а потом	1	3
174	о котором	7	3
175	в настоящее	2	3
176	еще более	1	3
177	и другие	1	3
178	точно так	1	3
179	и наиболее	1	2
180	он считает	2	2
181	самом деле	12	2
182	и до	3	2
183	поэтому и	1	2
184	то же	4	2
185	по его	2	2
186	из всех	5	2
187	мы не	1	2
188	и тут	1	2
189	с d	1	2
190	я не	2	2
191	человечество в	1	2
192	в таком	4	2
193	все эти	19	2
194	тем как	1	2
195	мы будем	3	2
196	не то	3	2
197	по отношению	9	2
198	отношение к	4	2
199	на то	9	2
200	как в	1	2
201	что именно	1	2
202	кроме того	1	2
203	в нашей	1	2
204	бы с	1	2
205	если он	2	2
206	борьбы с	2	2
207	на его	1	2
208	он все	2	2
209	не к	1	2
210	то ни	3	2
211	факт что	4	2
212	что такой	1	2
213	это не	3	2
214	до всякого	1	2
215	по всему	1	2
216	в них	2	2
217	с такой	1	2
218	более всего	2	2
219	бы на	1	2
220	и сейчас	4	2
221	и без	5	2
222	на месте	2	2
223	во времена	1	2
224	в котором	2	2
225	представление о	3	2
226	борьбу с	1	2
227	и более	2	2
228	человека но	1	2
229	дело в	1	2
230	в науке	1	2
231	и сама	1	2
232	на него	2	2
233	того чтобы	8	2
234	ничего не	1	2
235	больше чем	1	2
236	по своей	7	2
237	месте в	1	2
238	тем что	1	2
239	уже и	3	2
240	за ними	3	2
241	в области	4	2
242	если только	1	2
243	обстоятельство что	1	2
244	не могут	4	2
245	и другой	1	2
246	это конечно	2	2
247	к тому	8	2
248	как мы	2	2
249	без всякого	1	2
250	данном случае	3	2
251	как с	1	2
252	можно было	1	2
253	за то	1	2
254	бы то	2	2
255	и просто	1	2
256	в значительной	1	2
257	между тем	12	2
258	от них	1	2
259	во втором	2	2
260	борьбе с	1	2
261	и только	2	2
262	образом как	2	2
263	что только	2	2
264	находим в	1	2
265	по мнению	1	2
266	теряет всю	1	2
267	по этому	2	2
268	этому поводу	1	2
269	есть в	2	2
270	конечно не	3	2
271	уже в	1	2
272	свидетельствует о	1	2
273	из них	5	2
274	всяком случае	2	2
275	доказать что	2	2
276	до сих	8	2
277	ее в	1	2
278	представляет собою	2	2
279	и люди	1	2
280	то и	2	2
281	мы и	2	2
282	эта идея	1	2
283	в европе	6	2
284	в данном	3	2
285	наряду с	1	2
286	да и	1	2
287	по существу	6	2
288	с этой	3	2
289	сих пор	8	2
290	но для	2	2
291	один из	1	2
292	ли в	1	2
293	в большей	1	2
294	хотя бы	4	2
295	в целях	1	2
296	гораздо больше	3	2
297	не будет	5	2
298	в свою	2	2
299	была бы	1	2
300	отношению к	9	2
301	жизни и	2	2
302	но еще	1	2
303	к этому	5	2
304	во всяком	2	2
305	все что	9	2
306	том числе	1	2
307	они не	2	2
308	я и	1	1
309	мы к	1	1
310	должен быть	1	1
311	но тогда	3	1
312	на самом	7	1
313	тех же	2	1
314	науки о	1	1
315	это и	1	1
316	ему что	1	1
317	из его	1	1
