N	4gram	Losev_Dial_1	Problema
1	или по крайней мере	2	4
2	т д и т	2	4
3	на самом же деле	1	4
4	д и т д	2	4
5	с той или другой	1	4
6	и т д и	2	4
7	не что иное как	1	4
8	в то время как	1	4
9	есть не что иное	1	4
10	и тем не менее	1	3
11	одно и то же	4	3
12	не имеет ничего общего	3	3
13	дело в том что	1	2
14	как бы она ни	1	2
15	ни в каком случае	4	2
16	сама по себе а	1	2
17	и то же и	1	2
18	ни в чем не	1	2
19	то это значит что	1	2
20	бы она ни была	1	2
21	не сама по себе	1	2
22	т д все это	1	1
23	по крайней мере в	1	1
24	миф не есть ни	2	1
25	том или ином отношении	1	1
26	и по сравнению с	1	1
27	в каком случае нельзя	1	1
28	вовсе не есть ни	1	1
29	не содержат в себе	1	1
30	нужды ни в каком	1	1
31	сама по себе она	1	1
32	если иметь в виду	2	1
33	и то и другое	2	1
34	убеждаемся в том что	1	1
35	не было бы в	1	1
36	уже по одному тому	1	1
37	что они вовсе не	1	1
38	и т д в	1	1
39	это и значит что	1	1
40	имеет никакого отношения к	1	1
41	и т д все	1	1
42	в каком случае не	2	1
43	само по себе не	1	1
44	нет нужды ни в	1	1
45	его не просто как	1	1
46	не говорит ни о	2	1
47	на какую-то другую действительность	1	1
48	это не значит что	1	1
49	взятая в чистом виде	1	1
50	не имеет никакого отношения	1	1
51	сам по себе и	1	1
52	по одному тому что	1	1
53	есть символ второй степени	1	1
54	с той или иной	1	1
55	сам по себе с	1	1
56	только и состоит из	1	1
57	чего не было бы	1	1
58	имеет ничего общего с	3	1
59	ясно что смысл вещи	1	1
60	есть нечто отличное от	1	1
61	мы убеждаемся в том	1	1
62	такого чего не было	1	1
63	той или иной теории	1	1
64	когда мы говорим что	1	1
65	случае нельзя сказать что	1	1
