N	4gram	Bakhtin_Pr_1	Psycholo
1	в то время как	1	5
2	несмотря на то что	1	2
3	ни в какой мере	1	2
4	и тем не менее	1	1
5	с одной стороны и	1	1
6	дело в том что	1	1
7	мы различаем в слове	1	1
8	в полном согласии с	1	1
9	сами по себе не	1	1
10	в связи со всеми	1	1
11	основных понятий и проблем	1	1
12	а в том как	1	1
13	в первом случае мы	1	1
14	каково бы ни было	1	1
15	никогда не может быть	1	1
16	не что иное как	1	1
17	не в том что	1	1
18	в коем случае не	2	1
19	и во всех искусствах	1	1
20	к этому присоединяется еще	1	1
21	ни в коем случае	2	1
