N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	49
2	прежде всего	12	19
3	в его	5	18
4	и на	3	17
5	не только	18	17
6	и его	5	17
7	в этом	20	15
8	и не	18	15
9	в них	3	13
10	в эпоху	1	13
11	только в	3	13
12	но и	15	13
13	как и	13	11
14	как бы	8	11
15	в этой	7	10
16	в нем	22	9
17	для него	18	9
18	все это	1	9
19	в сущности	2	8
20	отношение к	8	8
21	во франции	1	8
22	то же	5	7
23	все эти	1	7
24	на протяжении	1	7
25	один из	5	7
26	не может	15	7
27	жизни и	6	7
28	во всех	2	6
29	так и	4	6
30	и с	3	6
31	точки зрения	2	6
32	но он	11	6
33	то что	5	6
34	в творчестве	3	6
35	так как	8	6
36	сказать что	3	6
37	с точки	1	5
38	с его	4	5
39	в своем	8	5
40	в своей	5	5
41	никогда не	18	5
42	роль в	1	5
43	тот же	2	5
44	уже в	2	5
45	может быть	21	5
46	протяжении всего	1	5
47	и потому	7	5
48	отношения к	2	4
49	и над	1	4
50	и к	7	4
51	но в	10	4
52	в себе	10	4
53	этот процесс	2	4
54	но все	1	4
55	лишь в	2	4
56	в жизни	4	4
57	в этих	2	4
58	и более	1	4
59	с ним	3	4
60	она была	1	4
61	с другой	1	4
62	и во	3	4
63	и чисто	1	4
64	а в	2	4
65	тем что	3	4
66	до сих	3	4
67	не было	11	4
68	сих пор	3	4
69	том что	4	4
70	в духе	5	4
71	в свое	1	4
72	в своих	3	4
73	как на	1	4
74	также и	4	3
75	человека и	7	3
76	связана с	7	3
77	в самом	5	3
78	место в	2	3
79	жизни это	4	3
80	не был	2	3
81	менее всего	3	3
82	духа и	3	3
83	для которого	1	3
84	раз в	1	3
85	да и	2	3
86	и вот	5	3
87	в плане	1	3
88	можно было	2	3
89	на все	3	3
90	и других	2	3
91	было бы	1	3
92	ни в	3	3
93	на земле	8	3
94	во всем	5	3
95	нельзя было	2	3
96	их в	1	3
97	но они	1	3
98	xix веке	1	3
99	к этим	1	3
100	только с	3	3
101	и это	5	3
102	в ее	1	3
103	культуры и	1	3
104	в xix	1	3
105	о том	3	3
106	в значительной	1	3
107	к нему	2	3
108	наконец в	1	3
109	века и	1	3
110	что он	7	3
111	не дает	1	3
112	этом отношении	1	3
113	превращается в	2	3
114	связь с	1	3
115	о чем	1	3
116	видит в	1	3
117	со свободой	4	3
118	победа над	1	3
119	и перед	3	3
120	но эти	1	3
121	и все	5	3
122	в том	3	3
123	жизни в	3	3
124	на самом	1	2
125	перед лицом	1	2
126	по преимуществу	5	2
127	на мир	1	2
128	в ней	11	2
129	он был	9	2
130	себе и	2	2
131	это и	3	2
132	за пределы	1	2
133	что они	3	2
134	как к	2	2
135	это был	1	2
136	целый ряд	1	2
137	та же	10	2
138	в нашем	7	2
139	думать что	4	2
140	на то	1	2
141	на его	2	2
142	перестает быть	1	2
143	подобно тому	2	2
144	и за	2	2
145	значительной степени	1	2
146	в мире	7	2
147	еще вернемся	2	2
148	по поводу	1	2
149	можно найти	1	2
150	в отношении	5	2
151	и без	1	2
152	уже к	1	2
153	жизнь и	4	2
154	мы должны	1	2
155	что в	4	2
156	того как	3	2
157	того чтобы	4	2
158	ничего не	2	2
159	в самой	1	2
