N	2gram	Vygotskiy__5	Vladivir
1	и в	16	40
2	то что	26	28
3	не только	16	25
4	и не	12	25
5	учение о	2	24
6	у него	6	24
7	том что	15	18
8	в том	18	18
9	но и	6	18
10	еще и	3	18
11	также и	1	17
12	что в	16	17
13	в этом	25	16
14	в его	11	14
15	так что	4	14
16	не может	18	14
17	в виде	1	13
18	точки зрения	18	13
19	вовсе не	2	13
20	только в	10	13
21	в конце	1	12
22	сказать что	13	12
23	никогда не	5	11
24	потому что	21	11
25	таким образом	19	11
26	о том	8	11
27	ни в	1	10
28	тем не	1	10
29	и его	3	10
30	то это	2	10
31	не есть	4	10
32	прежде всего	3	10
33	как раз	1	10
34	и потому	2	10
35	это есть	4	10
36	и то	4	9
37	что это	1	9
38	в себе	1	9
39	и с	3	9
40	в своей	2	9
41	не менее	3	9
42	есть только	1	9
43	что же	1	9
44	как мы	10	8
45	в своем	5	8
46	в этой	6	8
47	он не	8	8
48	и что	12	8
49	для него	5	8
50	может быть	9	8
51	а не	10	8
52	так же	15	8
53	а только	4	7
54	и как	3	7
55	что все	6	7
56	с тем	3	7
57	как и	8	7
58	несмотря на	1	7
59	в то	5	7
60	что и	3	7
61	того что	16	7
62	так как	16	7
63	вместе с	4	7
64	к тому	6	7
65	а в	3	7
66	в своих	2	7
67	смысле слова	1	6
68	и на	6	6
69	кроме того	1	6
70	то в	3	6
71	с точки	9	6
72	по себе	7	6
73	в смысле	3	6
74	во всем	2	6
75	и это	1	6
76	и от	2	6
77	так и	7	6
78	об этом	1	6
79	и здесь	2	6
80	значит что	5	6
81	и даже	2	6
82	если не	1	6
83	да и	1	6
84	это значит	5	6
85	но это	3	6
86	хотя бы	5	6
87	отношения к	2	5
88	мы уже	1	5
89	в ней	2	5
90	в истории	2	5
91	более или	1	5
92	все эти	4	5
93	тому же	2	5
94	можно было	5	5
95	должно быть	8	5
96	или менее	1	5
97	но если	6	5
98	в отношении	9	5
99	тем что	5	5
100	для нас	1	5
101	ничего не	5	5
102	эти три	2	5
103	у нас	2	5
104	ничего общего	3	5
105	для себя	1	5
106	еще в	3	5
107	с другой	4	5
108	что он	25	5
109	только на	2	5
110	в одном	3	5
111	не говорит	2	5
112	не было	1	5
113	в данном	1	5
114	в самом	4	4
115	то же	8	4
116	что если	4	4
117	и о	1	4
118	вопрос о	12	4
119	еще не	4	4
120	но не	10	4
121	все же	3	4
122	но в	6	4
123	на то	1	4
124	оно должно	1	4
125	есть все	1	4
126	было бы	10	4
127	чем в	3	4
128	такой же	4	4
129	в котором	2	4
130	тому что	5	4
131	не имеет	4	4
132	учения о	2	4
133	в каком	1	4
134	только при	1	4
135	то время	4	4
136	не с	2	4
137	мог бы	1	4
138	никак не	3	4
139	если мы	7	4
140	при помощи	1	4
141	от того	3	4
142	здесь в	1	4
143	а с	2	4
144	говорит о	3	4
145	до конца	3	4
146	и все	1	4
147	как это	8	4
148	по существу	3	4
149	в основном	1	4
150	в результате	4	4
151	мы должны	8	4
152	же как	7	3
153	на самом	1	3
154	мы имеем	1	3
155	на первом	1	3
156	я не	2	3
157	бы то	1	3
158	в чем	3	3
159	отличие от	2	3
160	за пределы	4	3
161	независимо от	1	3
162	перед нами	1	3
163	не удалось	1	3
164	уже в	1	3
165	с их	4	3
166	в нем	7	3
167	при этом	4	3
168	раз навсегда	1	3
169	является не	2	3
170	но все	2	3
171	свойств и	1	3
172	в качестве	4	3
173	это было	1	3
174	это не	4	3
175	этом смысле	1	3
176	этого не	1	3
177	нисколько не	1	3
178	не столько	1	3
179	в отличие	2	3
180	не в	6	3
181	что этот	1	3
182	того чтобы	17	3
183	он мог	1	3
184	и притом	1	3
185	сводится к	1	3
186	в духе	1	3
187	отличается от	1	3
188	оно не	1	3
189	в виду	2	3
190	с каким	2	3
191	то как	3	3
192	если бы	8	3
193	находится в	2	3
194	к нему	3	3
195	и тем	3	3
196	с одной	3	3
197	мы знаем	3	3
198	не так	1	3
199	всяком случае	1	3
200	само по	2	3
201	само собой	1	3
202	и только	1	3
203	даже не	1	3
204	именно в	4	3
205	и нельзя	1	3
206	вопросе о	1	3
207	в связи	1	3
208	как именно	1	3
209	мы видели	3	3
210	одной стороны	3	3
211	как бы	5	3
212	же самое	4	3
213	но для	1	3
214	и для	1	3
215	нельзя сказать	1	3
216	или не	2	3
217	же в	2	3
218	ее в	3	3
219	как на	3	3
220	во всяком	2	3
221	в этот	2	2
222	сам по	1	2
223	эта речь	1	2
224	не иначе	2	2
225	не имеют	2	2
226	должна быть	5	2
227	с таким	3	2
228	есть не	2	2
229	мы не	3	2
230	совершенно так	1	2
231	имеет свою	3	2
232	на эти	1	2
233	в сущности	13	2
234	время как	4	2
235	мы и	5	2
236	не нужно	1	2
237	он был	1	2
238	он сам	1	2
239	первый план	1	2
240	быть в	2	2
241	нам представляется	1	2
242	что его	1	2
243	чем это	1	2
244	а тем	2	2
245	могло быть	1	2
246	но как	3	2
247	легко может	1	2
248	этого последнего	1	2
249	есть просто	1	2
250	которые не	2	2
251	общего с	2	2
252	с этим	3	2
253	и наконец	1	2
254	и к	2	2
255	появляется у	1	2
256	только то	1	2
257	в которой	5	2
258	в целом	4	2
259	в нашем	1	2
260	но на	1	2
261	дальше и	1	2
262	говоря только	1	2
263	что она	2	2
264	как с	3	2
265	же это	1	2
