N	3gram	Bakhtin_Pr_2	DiskursI
1	в том что	1	13
2	по отношению к	5	9
3	с одной стороны	1	9
4	о том что	1	5
5	в отличие от	4	4
6	то же время	5	4
7	к тому же	3	4
8	но при этом	2	3
9	той или иной	3	3
10	не может быть	4	3
11	с другой стороны	3	3
12	в то же	5	3
13	в том числе	1	2
14	то же самое	1	2
15	одной стороны и	1	2
16	сами по себе	1	2
17	том числе и	1	2
18	по крайней мере	1	2
19	в значительной степени	1	2
20	большей или меньшей	1	2
21	более или менее	3	2
22	можно сказать что	1	2
23	эпохи и при	1	1
24	в теоретическом смысле	1	1
25	в целом его	1	1
26	прежде всего как	1	1
27	быть и он	1	1
28	прежде всего в	1	1
29	дело в том	1	1
30	на самом деле	1	1
31	в этом последнем	1	1
32	также и в	1	1
33	в этом смысле	2	1
34	как точка зрения	1	1
35	как раз и	2	1
36	о том как	1	1
37	в этом пункте	1	1
38	с точки зрения	8	1
39	до сих пор	7	1
40	и не может	4	1
41	как и все	4	1
42	хотя бы и	1	1
43	сам по себе	5	1
44	что он не	1	1
45	в котором они	1	1
46	в себе вопрос	1	1
47	в таком случае	1	1
48	литературного жанра в	1	1
49	том или ином	1	1
50	из уст в	1	1
51	одно и то	2	1
52	но в таком	1	1
53	не согласиться с	1	1
54	и в том	1	1
55	в равной степени	1	1
56	предмет о котором	1	1
57	каждый из них	1	1
58	в большей или	1	1
59	или меньшей степени	1	1
60	в связи с	1	1
61	а не как	1	1
62	том что он	2	1
63	в следующей главе	1	1
64	во всяком случае	1	1
65	в произведении и	1	1
66	уст в уста	1	1
67	так и в	1	1
68	времени и пространства	1	1
69	до настоящего времени	1	1
70	не может стать	1	1
71	чужой речи и	1	1
72	в известной степени	1	1
73	на то что	2	1
74	всех его разновидностях	1	1
75	в другом случае	1	1
76	что он ничего	2	1
77	и то же	2	1
78	в том и	1	1
79	том и в	1	1
80	тем не менее	2	1
81	но все же	2	1
82	слово не становится	1	1
83	во всех его	1	1
84	в большинстве случаев	8	1
85	как и в	3	1
86	в том или	2	1
87	и в другом	1	1
