N	2gram	Propp_Isto_6	Myslijsy
1	потому что	13	46
2	то есть	1	34
3	в том	12	32
4	и в	26	30
5	может быть	11	28
6	то же	5	23
7	т с	1	22
8	не только	10	21
9	только в	5	21
10	для нас	2	20
11	но и	9	19
12	того что	2	18
13	том что	10	18
14	то что	6	18
15	не есть	2	17
16	что в	12	17
17	в себе	3	16
18	и не	10	15
19	не в	3	15
20	а не	2	15
21	таким образом	12	14
22	что и	4	13
23	так как	18	13
24	если бы	3	12
25	вместе с	8	12
26	а в	3	12
27	точно так	2	12
28	так и	5	11
29	что оно	4	11
30	этого слова	1	11
31	есть уже	1	11
32	как в	6	10
33	в этом	12	10
34	как и	5	10
35	в то	5	10
36	и что	5	10
37	мы не	6	9
38	только тогда	1	9
39	из этих	4	9
40	в нем	8	9
41	было бы	2	9
42	между тем	1	9
43	для него	1	9
44	и то	3	8
45	в ней	5	8
46	от того	3	8
47	что не	2	8
48	что мы	2	8
49	только что	2	8
50	есть не	1	7
51	с одной	7	7
52	но не	2	7
53	с тем	4	7
54	тем самым	2	7
55	тем что	5	7
56	как мы	4	7
57	так что	3	7
58	вовсе не	2	7
59	с другой	10	7
60	смысле этого	1	7
61	к тому	2	7
62	например в	7	6
63	то это	5	6
64	же что	1	6
65	с этим	2	6
66	же с	1	6
67	с ним	8	6
68	не имеет	2	6
69	те же	1	6
70	там же	3	6
71	что он	9	6
72	уже не	7	6
73	то и	2	6
74	зависит от	4	6
75	не может	6	6
76	но это	4	6
77	и т	10	5
78	еще не	9	5
79	по отношению	2	5
80	независимо от	3	5
81	в своем	2	5
82	и как	2	5
83	к одному	1	5
84	одно и	1	5
85	и тем	4	5
86	в них	3	5
87	что я	1	5
88	можно видеть	1	5
89	к ней	1	5
90	как на	3	5
91	не могут	1	5
92	сравнительно с	1	5
93	не менее	1	5
94	по тому	1	5
95	уже в	1	5
96	одно из	1	5
97	есть только	1	5
98	тому как	1	5
99	отношению к	2	5
100	сказать что	3	5
101	или же	2	4
102	не все	1	4
103	относится к	2	4
104	что именно	1	4
105	не было	3	4
106	что это	2	4
107	он не	2	4
108	но вместе	1	4
109	и по	4	4
110	и наоборот	1	4
111	мы видели	11	4
112	в один	1	4
113	и при	1	4
114	себе не	1	4
115	в котором	1	4
116	того как	3	4
117	и его	7	4
118	для того	1	4
119	оно не	1	4
120	и это	8	4
121	то время	3	4
122	по мере	1	4
123	можно бы	1	4
124	в его	5	4
125	один из	3	4
126	что даже	1	4
127	далеко не	3	4
128	быть только	2	4
129	все это	1	4
130	и от	3	4
131	тем более	1	4
132	мы должны	2	4
