N	3gram	Tiupa_Narr_1	Problema
1	о том что	6	14
2	тем не менее	3	12
3	в таком случае	2	10
4	и то что	1	7
5	по крайней мере	1	6
6	так или иначе	2	6
7	в этом смысле	1	5
8	в данном случае	4	5
9	с одной стороны	7	5
10	в связи с	2	5
11	того или иного	2	5
12	с другой стороны	4	5
13	то же самое	1	5
14	это то что	1	4
15	более или менее	2	4
16	пока еще не	1	4
17	до сих пор	1	4
18	тот или иной	1	4
19	в то же	3	4
20	есть прежде всего	1	4
21	в том что	8	4
22	что иное как	2	3
23	в чистом виде	1	3
24	только то что	1	3
25	точно так же	2	3
26	но в таком	1	3
27	не может быть	5	3
28	есть не что	1	3
29	можно сказать что	4	3
30	не что иное	2	3
31	или хотя бы	1	2
32	том что в	1	2
33	на самом деле	1	2
34	в самом деле	1	2
35	в том числе	6	2
36	ничем не отличается	1	2
37	сами по себе	2	2
38	бы то ни	3	2
39	том числе и	4	2
40	в последние десятилетия	1	2
41	можно было бы	2	2
42	может быть только	1	2
43	то или иное	2	2
44	содержит в себе	1	2
45	может быть и	1	2
46	еще не есть	1	2
47	не только в	2	2
48	само по себе	1	2
49	и тот же	1	2
50	один и тот	1	2
51	то есть в	2	2
52	мысль о том	1	2
53	подобно тому как	2	2
54	и прежде всего	1	2
55	друг от друга	1	2
56	тем самым мы	1	2
57	том или ином	2	2
58	не может не	2	1
59	что в этом	1	1
60	в той или	2	1
61	только потому что	1	1
62	самом деле когда	1	1
63	иметь в виду	1	1
64	далеко не все	1	1
65	что не имеет	1	1
66	же как и	1	1
67	обратим внимание на	1	1
68	пока еще только	1	1
69	он не может	1	1
70	но далеко не	1	1
71	и времени в	1	1
72	не отличается от	2	1
73	или может быть	1	1
74	хотя оно и	1	1
75	в этом отношении	3	1
76	что не только	1	1
77	к тому чтобы	1	1
78	связаны между собой	1	1
79	но это не	1	1
80	как мы уже	1	1
81	то есть тоже	1	1
82	не то что	2	1
83	не могли бы	1	1
84	и в то	1	1
85	что это за	1	1
86	так же как	2	1
87	в общую теорию	1	1
88	то ни было	3	1
89	может содержать в	1	1
90	на первый взгляд	2	1
91	вовсе не то	1	1
92	в известном смысле	2	1
93	входит в область	1	1
94	а с другой	1	1
95	в том или	2	1
96	какой бы то	1	1
97	а если оно	1	1
98	она все же	1	1
99	не только одним	1	1
100	здесь пока еще	1	1
101	даже вовсе не	1	1
102	было и не	1	1
103	в далекое прошлое	1	1
104	и до наших	1	1
105	так и от	1	1
106	даже не только	2	1
107	так и в	1	1
108	и тем самым	3	1
109	и тем более	1	1
110	ни с чем	1	1
111	той или иной	4	1
112	но все же	4	1
113	ту или иную	2	1
114	и представляет собой	2	1
115	является в данном	1	1
116	в данном контексте	1	1
117	в какой-то мере	1	1
118	в свое время	1	1
