N	3gram	Bakhtin_Pr_3	Analitik
1	в том что	3	7
2	по отношению к	1	7
3	с другой стороны	1	5
4	о том что	2	5
5	мы имеем дело	1	4
6	по крайней мере	1	4
7	как и в	3	4
8	то же время	5	3
9	той или иной	1	3
10	в то же	5	3
11	в этом отношении	1	3
12	с точки зрения	2	2
13	одной и той	1	2
14	в отличие от	1	2
15	тем не менее	2	2
16	тем или иным	1	2
17	во всяком случае	1	2
18	и прежде всего	5	2
19	можно сказать что	4	2
20	и той же	1	2
21	по своей природе	1	1
22	всей мировой литературы	1	1
23	и может быть	1	1
24	а между тем	2	1
25	что иное как	1	1
26	хотя и не	1	1
27	в той или	1	1
28	здесь и теперь	1	1
29	к себе самому	6	1
30	а потому и	1	1
31	и так сказать	1	1
32	в этом смысле	1	1
33	в дальнейшем мы	1	1
34	до сих пор	5	1
35	что уже на	1	1
36	случаев мы имеем	1	1
37	в зависимости от	2	1
38	и т.п все	1	1
39	и позволяет говорить	1	1
40	с самим собою	4	1
41	все той же	1	1
42	со всеми остальными	1	1
43	сказать что жанр	1	1
44	они могут быть	1	1
45	в начале рассказа	1	1
46	так и в	2	1
47	в применении к	1	1
48	принадлежат к числу	1	1
49	имеем дело с	1	1
50	дальнейшем мы будем	1	1
51	так или иначе	1	1
52	в связи с	1	1
53	жанровой формы и	1	1
54	в жанровом отношении	4	1
55	один и тот	1	1
56	под углом зрения	3	1
57	есть не что	1	1
58	не может быть	1	1
59	впервые в истории	1	1
60	один из трех	1	1
61	то есть в	2	1
62	в себя и	1	1
63	именно потому что	1	1
64	самим собою в	1	1
65	и вступает в	1	1
66	друг от друга	1	1
67	в большинстве случаев	4	1
68	в каждом из	3	1
69	не что иное	1	1
70	видеть в ней	1	1
71	человека и его	3	1
72	здесь как и	1	1
73	мы и будем	1	1
74	и тот же	1	1
