N	2gram	Losev_Dial_1	Vvedenie
1	и т	21	42
2	т д	19	36
3	т е	25	35
4	и в	18	32
5	в том	9	31
6	в этом	12	30
7	том что	9	26
8	может быть	17	26
9	не только	13	22
10	для того	2	21
11	того чтобы	1	20
12	таким образом	1	19
13	также и	7	18
14	то что	13	16
15	потому что	14	15
16	так как	11	15
17	не может	12	14
18	но также	1	14
19	в самом	3	13
20	в нем	16	13
21	о том	4	13
22	со стороны	2	13
23	в их	3	12
24	в его	3	12
25	того что	2	12
26	только в	3	12
27	xix в	1	12
28	и не	30	12
29	как мы	4	11
30	в ее	1	11
31	и именно	1	11
32	ясно что	8	11
33	в данном	3	11
34	что такое	10	11
35	что в	13	10
36	то же	10	9
37	и как	7	9
38	но в	6	9
39	по себе	25	9
40	между тем	1	9
41	в той	1	9
42	этом смысле	3	9
43	а только	3	8
44	это не	9	8
45	не в	6	8
46	тем не	1	8
47	не менее	2	8
48	с другой	6	8
49	именно в	2	8
50	самом деле	3	7
51	вопрос о	2	7
52	но не	4	7
53	все же	5	7
54	к выводу	1	7
55	было бы	12	7
56	точки зрения	17	7
57	уже и	3	7
58	можно было	5	7
59	выводу что	1	7
60	как нечто	1	7
61	прежде всего	10	7
62	о котором	1	7
63	только как	2	7
64	и это	2	6
65	из этих	2	6
66	как он	4	6
67	том чтобы	1	6
68	его в	1	6
69	как и	2	6
70	представить себе	1	6
71	вовсе не	7	6
72	в то	6	6
73	в качестве	2	6
74	же время	4	6
75	не могут	1	6
76	один из	3	6
77	и его	1	6
78	и даже	13	6
79	до сих	2	6
80	но и	7	6
81	а именно	1	6
82	сих пор	2	6
83	все это	11	6
84	хотя бы	6	6
85	мере в	1	5
86	а как	1	5
87	иное как	1	5
88	с их	1	5
89	так например	1	5
90	об этом	4	5
91	на почве	1	5
92	и тем	1	5
93	в них	3	5
94	но если	5	5
95	в которых	2	5
96	сказать что	10	5
97	могут быть	3	5
98	быть в	2	5
99	д но	2	5
100	как например	2	5
101	так что	15	5
102	уже в	1	5
103	не есть	40	5
104	т п	2	5
105	что не	7	5
106	а не	14	5
107	она есть	5	5
108	как бы	11	5
109	другой стороны	4	5
110	есть и	5	5
111	в какой	1	5
112	вместе с	1	5
113	и то	9	4
114	как это	4	4
115	той же	1	4
116	мы имеем	2	4
117	науки и	5	4
118	что иное	1	4
119	не просто	7	4
120	от этого	3	4
121	уже не	2	4
122	так или	1	4
123	в себе	11	4
124	взять в	1	4
125	и заключается	1	4
126	науки а	1	4
127	в своей	2	4
128	в котором	4	4
129	по сравнению	2	4
130	по крайней	4	4
131	как о	2	4
132	не имеет	15	4
133	в разных	3	4
134	только с	3	4
135	в каждом	2	4
136	времени и	1	4
137	и что	12	4
138	крайней мере	4	4
139	как она	7	4
140	и история	1	4
141	еще не	2	4
142	что он	11	4
143	с одной	2	4
144	в виде	2	4
145	всяком случае	2	4
146	само по	5	4
147	как раз	4	4
148	этом отношении	2	4
149	даже и	3	4
150	в особенности	5	4
151	одной стороны	2	4
152	или иначе	1	4
153	по мере	2	4
154	еще и	3	4
155	о чем	2	4
156	сравнению с	2	4
157	с этой	2	4
158	и для	2	4
159	только что	3	4
160	а в	5	4
161	не что	1	4
162	во всяком	4	4
163	и есть	16	3
164	в основании	1	3
165	что уже	2	3
166	говорить о	5	3
167	то это	4	3
168	в виду	5	3
169	и этого	1	3
170	он сам	5	3
171	науки с	1	3
172	в различных	1	3
173	в чем	6	3
174	совсем не	1	3
175	сама по	8	3
176	стороны и	3	3
177	хотя и	4	3
178	и к	1	3
179	бы и	2	3
180	что это	11	3
181	все эти	2	3
182	в этой	1	3
183	что она	7	3
184	при этом	1	3
185	если бы	12	3
186	не как	2	3
187	вообще не	1	3
188	на этом	2	3
189	на нее	1	3
190	заключается в	1	3
191	отчет в	1	3
192	и уже	1	3
193	нисколько не	4	3
194	со всей	2	3
195	в этих	5	3
196	от себя	1	3
197	и вот	6	3
198	дело в	1	3
199	дело не	2	3
200	связи с	1	3
201	как будто	1	3
202	в каком	8	3
203	но все	3	3
204	себе что	1	3
205	должен быть	1	3
206	в ней	3	3
207	на том	1	3
208	и вообще	4	3
209	чтобы понять	3	3
210	вот почему	1	3
211	язык и	1	3
212	можно сказать	6	3
213	а также	1	3
214	или как	1	3
215	к нему	8	3
216	что даже	2	3
217	может оказаться	2	3
218	история и	1	3
219	при помощи	1	3
220	и других	1	3
221	из них	2	3
222	в конце	4	3
223	что и	3	3
224	отношение к	5	3
225	но что	3	3
226	в очень	1	3
227	а потому	1	3
228	именно как	2	3
229	говорит о	5	3
230	зависит от	1	3
231	так же	4	3
232	и понимать	1	3
233	что же	3	3
234	да и	6	3
235	как две	1	3
236	действительность в	1	3
237	в своем	5	3
238	но с	3	3
239	к тому	4	3
240	об отношении	5	3
241	в результате	1	3
242	к этому	2	3
243	в частности	2	3
244	гораздо более	3	3
245	могут не	1	2
246	не иначе	1	2
247	же как	2	2
248	и до	1	2
249	должна быть	3	2
250	научного анализа	1	2
251	что мы	1	2
252	мы уже	1	2
253	есть не	3	2
254	мы не	1	2
255	что если	2	2
256	которое в	2	2
257	в создании	1	2
