N	2gram	Voloshinov_1	StatiiOP
1	и в	15	29
2	том что	5	27
3	в том	4	27
4	в этом	13	21
5	не только	5	19
6	но и	4	19
7	что в	6	19
8	о том	1	17
9	в его	9	13
10	что он	8	13
11	в которой	1	11
12	то что	10	11
13	все это	5	11
14	таким образом	21	10
15	к тому	4	10
16	и т	1	9
17	в своем	2	9
18	он не	4	9
19	потому что	4	9
20	так и	10	9
21	этом отношении	2	9
22	и не	16	9
23	как на	3	9
24	но в	9	8
25	как раз	2	8
26	и пр	9	8
27	по поводу	2	8
28	я не	3	7
29	в ней	5	7
30	в самом	6	7
31	но все	2	7
32	в г	3	7
33	в своей	9	7
34	в котором	1	7
35	тому что	3	7
36	для того	1	7
37	в виду	1	7
38	вместе с	4	7
39	одним из	3	6
40	вопрос о	1	6
41	и на	3	6
42	все же	5	6
43	т д	1	6
44	вовсе не	2	6
45	того чтобы	2	6
46	и его	15	6
47	об этом	4	6
48	и что	3	6
49	в одном	3	6
50	до сих	3	6
51	в течение	2	6
52	г в	1	5
53	было бы	6	5
54	точки зрения	13	5
55	в русской	1	5
56	была бы	1	5
57	того что	2	5
58	между тем	2	5
59	в качестве	2	5
60	прежде всего	11	5
61	а не	2	5
62	как бы	11	5
63	сих пор	3	5
64	то обстоятельство	1	4
65	хотя и	1	4
66	и к	7	4
67	не приходится	1	4
68	в нем	4	4
69	в другом	1	4
70	и с	7	4
71	должен был	1	4
72	не в	4	4
73	еще до	1	4
74	дело в	2	4
75	ничего не	2	4
76	обстоятельство что	1	4
77	и о	3	4
78	разумеется что	1	4
79	после того	1	4
80	связи с	1	4
81	при помощи	1	4
82	для него	5	4
83	с другой	1	4
84	именно в	3	4
85	еще более	2	4
86	а как	1	4
87	к этому	7	4
88	например в	1	3
89	же как	1	3
90	самом деле	7	3
91	на самом	2	3
92	хотя бы	7	3
93	не был	1	3
94	но не	5	3
95	не то	1	3
96	в общем	1	3
97	которые не	1	3
98	как в	3	3
99	с этим	6	3
100	не было	4	3
101	что это	3	3
102	вообще не	1	3
103	в начале	1	3
104	из них	1	3
105	ни в	6	3
106	в эту	2	3
107	в этих	2	3
108	по себе	2	3
109	не менее	3	3
110	самого начала	5	3
111	одной из	1	3
112	иметь в	1	3
113	никогда не	7	3
114	на себя	2	3
115	и по	5	3
116	тем что	1	3
117	у нас	3	3
118	оно не	2	3
119	с самого	7	3
120	материала для	1	3
121	и здесь	1	3
122	на вопрос	1	3
123	в пользу	1	3
124	материал для	2	3
125	наконец в	1	3
126	но это	2	3
127	с нею	1	3
128	борьбы с	4	3
129	кажется что	1	3
130	всяком случае	3	3
131	связан с	1	3
132	что на	1	3
133	и даже	2	3
134	а с	1	3
135	до конца	5	3
136	так же	1	3
137	не является	3	3
138	во всяком	4	3
139	также и	1	2
140	до него	1	2
141	того же	1	2
142	только потому	1	2
143	такое же	1	2
144	тем же	1	2
145	собою разумеется	1	2
146	то же	7	2
147	бы то	1	2
148	с его	8	2
149	отличие от	1	2
150	нет и	1	2
151	что они	1	2
152	на то	1	2
153	к сожалению	1	2
154	в истории	3	2
155	в одной	2	2
156	он по	1	2
157	и как	1	2
158	все эти	9	2
159	выражение в	2	2
160	в этой	5	2
161	в себе	4	2
162	как он	1	2
163	при этом	7	2
164	если бы	3	2
165	тем не	2	2
166	не к	1	2
167	то ни	1	2
168	а затем	1	2
