N	2gram	Vygotskiy__5	Vladivir
1	и в	30	30
2	в этом	14	20
3	то что	37	20
4	у него	3	19
5	и не	6	18
6	в том	27	18
7	и с	2	14
8	что он	17	13
9	в конце	4	13
10	не только	16	12
11	том что	21	12
12	там же	1	12
13	что в	24	12
14	как мы	5	11
15	в его	4	11
16	а в	4	11
17	сказать что	9	11
18	и вообще	1	10
19	не было	1	10
20	и даже	2	10
21	все же	7	9
22	было бы	5	9
23	не в	8	9
24	в то	2	9
25	не может	9	9
26	для него	3	9
27	потому что	23	9
28	в своем	6	8
29	но в	5	8
30	что же	1	8
31	не мог	1	8
32	связи с	2	8
33	в письме	2	8
34	но и	6	8
35	вместе с	12	8
36	до конца	2	7
37	то есть	13	7
38	ни в	3	7
39	которую он	1	7
40	точки зрения	7	7
41	никогда не	9	7
42	не менее	1	7
43	в эти	1	7
44	может быть	11	7
45	а не	8	7
46	как это	7	7
47	для нас	3	7
48	и все	4	7
49	он был	2	6
50	хотя и	1	6
51	и к	4	6
52	в себе	5	6
53	об этом	3	6
54	и его	6	6
55	у нас	4	6
56	то время	1	6
57	его жизни	1	6
58	только в	5	6
59	еще и	1	6
60	прежде всего	4	6
61	о чем	4	6
62	к этому	3	6
63	жизни и	6	6
64	во всяком	1	6
65	того же	2	5
66	и то	9	5
67	с этим	2	5
68	то в	1	5
69	все эти	2	5
70	при этом	8	5
71	как и	6	5
72	в своей	4	5
73	в котором	2	5
74	по себе	7	5
75	так как	9	5
76	это мы	1	5
77	так и	3	5
78	другими словами	1	5
79	и что	23	5
80	того что	8	5
81	тот же	3	5
82	так что	3	5
83	но что	1	5
84	в течение	2	5
85	как бы	19	5
86	о его	1	5
87	все это	2	5
88	в результате	4	5
89	из этого	2	5
90	с с	1	4
91	то же	7	4
92	с в	1	4
93	той же	3	4
94	то это	4	4
95	и он	2	4
96	в ней	4	4
97	и на	3	4
98	с его	2	4
99	совсем не	2	4
100	отношение к	1	4
101	в которой	3	4
102	что это	8	4
103	в целом	5	4
104	в этой	5	4
105	и если	6	4
106	на его	3	4
107	в нем	7	4
108	он не	3	4
109	и мы	16	4
110	несмотря на	5	4
111	мы знаем	2	4
112	мы с	3	4
113	в этих	3	4
114	по крайней	1	4
115	мы должны	3	4
116	вот что	1	4
117	не есть	4	4
118	и о	3	4
119	здесь не	1	4
120	эти последние	1	4
121	можно сказать	2	4
122	о том	10	4
123	с которыми	1	4
124	конечно не	1	4
125	вовсе не	3	4
126	крайней мере	1	4
127	со стороны	3	4
128	именно в	6	4
129	так же	13	4
130	с этой	2	4
131	но это	1	4
132	в начале	1	4
133	письме к	1	4
134	и наконец	3	4
135	на этот	3	4
136	ко всему	1	4
137	по поводу	3	4
138	отношения к	2	3
139	нам кажется	2	3
140	едва ли	2	3
141	и вот	2	3
142	те времена	1	3
143	во всех	2	3
144	но не	7	3
145	не то	1	3
146	отличие от	2	3
147	мы сейчас	3	3
148	его на	2	3
149	как в	3	3
150	что касается	2	3
151	и как	7	3
152	более или	1	3
153	из этих	3	3
154	учение о	1	3
155	в очень	1	3
156	таким образом	20	3
157	должен был	4	3
158	нас выше	1	3
159	только одно	1	3
160	в них	4	3
161	должно быть	2	3
162	или менее	1	3
163	в отношении	2	3
164	в следующем	1	3
165	с точки	2	3
166	в отличие	2	3
167	но он	3	3
168	в россии	1	3
169	не могли	4	3
170	вплоть до	1	3
171	к такому	1	3
172	учения о	3	3
173	к ней	1	3
174	в области	1	3
175	когда мы	6	3
176	и это	8	3
177	никак не	6	3
178	с вами	1	3
179	что и	3	3
180	мы будем	1	3
181	уже не	1	3
182	я в	1	3
183	уже в	6	3
184	в виде	1	3
185	даже и	2	3
186	дело в	2	3
187	конце концов	2	3
188	под влиянием	3	3
189	нет ничего	1	3
190	в данном	3	3
191	да и	1	3
192	по существу	2	3
193	и для	6	3
194	еще более	1	3
195	тем более	1	3
196	хотя бы	3	3
197	в свою	3	3
198	в таком	3	3
199	это в	3	3
200	сам по	3	2
201	и есть	5	2
202	и до	2	2
203	из его	1	2
204	что эти	2	2
205	мы уже	6	2
206	еще на	1	2
207	что если	6	2
208	есть нечто	3	2
209	время как	2	2
210	по своему	1	2
211	себе и	2	2
212	как к	1	2
213	яснее и	2	2
214	первых двух	1	2
215	к числу	1	2
216	этом письме	1	2
217	и хотя	2	2
218	в самом	14	2
219	бы с	1	2
220	еще один	2	2
221	в последнее	1	2
222	но его	2	2
223	во многих	1	2
224	как он	2	2
225	на то	17	2
226	том чтобы	2	2
227	на земле	1	2
228	на этом	6	2
229	но все	2	2
230	это значит	2	2
231	и может	1	2
232	заключается в	8	2
233	это не	3	2
234	кажется что	1	2
235	с тем	8	2
236	которой он	1	2
237	мы видели	1	2
238	говорится о	2	2
239	мы не	3	2
240	еще в	2	2
241	на первый	2	2
242	и при	2	2
243	в их	3	2
244	он дает	2	2
245	жизни с	1	2
246	к той	1	2
247	их в	1	2
248	однако в	1	2
249	даже в	1	2
250	и очень	1	2
251	с которой	2	2
252	она не	1	2
253	иной раз	1	2
254	не имеет	1	2
255	на котором	1	2
256	тогда когда	1	2
257	того как	2	2
258	к этим	2	2
259	с и	5	2
260	в самых	1	2
261	само по	2	2
262	того чтобы	20	2
263	того и	1	2
264	казалось бы	4	2
265	всего на	1	2
266	не о	1	2
267	в русском	1	2
268	как будто	6	2
269	и часто	1	2
270	к тому	8	2
271	будто бы	1	2
272	он никогда	1	2
273	но по	1	2
274	в виду	4	2
275	свою очередь	1	2
276	без всякого	1	2
277	данном случае	3	2
278	в последние	1	2
279	последнее время	1	2
280	ничего не	2	2
281	первый план	3	2
282	он жил	1	2
283	вот это	1	2
284	о нем	1	2
285	после того	1	2
286	в чем	1	2
287	в сущности	12	2
288	и во	1	2
289	нас в	1	2
290	к нему	1	2
291	он прямо	1	2
292	и можно	2	2
293	в теории	1	2
294	в каких	1	2
295	течение всей	1	2
296	от нас	2	2
297	себя в	1	2
298	него и	1	2
299	его и	1	2
300	мы находим	2	2
301	но уже	1	2
302	ее на	1	2
303	для того	20	2
304	как у	1	2
305	здесь в	1	2
306	тут же	1	2
307	что не	1	2
308	что для	1	2
309	цит по	1	2
310	с которым	3	2
311	если не	1	2
312	уже давно	4	2
313	в частности	4	2
314	к его	1	2
315	и потому	5	2
316	или по	1	2
317	вот вам	1	2
318	в той	3	2
319	бы его	2	2
320	мы сказали	1	2
321	в трех	3	2
322	можно было	3	2
323	есть просто	1	2
324	в стихотворении	1	2
325	и от	1	2
326	в двух	5	2
327	же в	2	2
328	можно назвать	1	2
329	в своих	5	2
