N	2gram	Bakhtin_Pr_4	formyVre
1	и в	46	50
2	то есть	40	33
3	в романе	6	32
4	в этом	16	25
5	в нем	17	24
6	частной жизни	1	23
7	человека в	1	17
8	и его	6	16
9	в литературе	1	16
10	прежде всего	9	15
11	как мы	12	14
12	и не	27	14
13	в его	9	13
14	вовсе не	9	13
15	как раз	7	13
16	по существу	3	12
17	так и	4	12
18	человека и	3	11
19	то же	6	11
20	мы уже	3	11
21	таким образом	4	11
22	может быть	23	11
23	и как	2	10
24	но в	6	10
25	времени и	2	10
26	с его	5	9
27	все эти	4	9
28	роль в	1	9
29	не только	14	9
30	в то	5	9
31	ничего не	2	9
32	же время	5	9
33	в том	9	9
34	в конце	3	9
35	в других	2	9
36	и др	1	9
37	того же	3	8
38	и на	11	8
39	в самом	9	8
40	ни в	6	8
41	жизни в	1	8
42	его жизни	1	8
43	но и	12	8
44	и их	3	8
45	как и	12	8
46	жизни и	5	8
47	биографического времени	1	7
48	это время	1	7
49	так сказать	5	7
50	характер и	1	7
51	для себя	1	7
52	и во	3	7
53	не было	2	7
54	в условиях	3	7
55	героя и	4	7
56	например в	4	6
57	между двумя	3	6
58	время в	1	6
59	во всех	5	6
60	как в	4	6
61	с этим	2	6
62	все же	4	6
63	лишь в	2	6
64	это не	5	6
65	первый тип	1	6
66	в их	4	6
67	так как	5	6
68	с ее	3	6
69	в ее	1	6
70	связи с	1	6
71	в жизни	5	6
72	у него	5	6
73	то что	4	6
74	в частности	1	6
75	не может	19	6
76	так же	3	6
77	в результате	2	6
78	и все	9	6
79	отношению к	5	5
80	и до	3	5
81	еще не	7	5
82	но не	4	5
83	этого типа	1	5
84	и речи	1	5
85	и у	1	5
86	не в	10	5
87	он не	4	5
88	значение в	2	5
89	с самим	5	5
90	жизни но	1	5
91	того чтобы	1	5
92	точки зрения	11	5
93	не могло	2	5
94	только и	2	5
95	могут быть	2	5
96	но все	2	5
97	конце романа	2	5
98	в пределах	10	5
99	если бы	3	5
100	в связи	1	5
101	и героини	1	5
102	второго типа	1	5
103	что в	4	5
104	и другие	3	5
105	этого романа	2	4
106	и то	1	4
107	и это	3	4
108	уже указывали	1	4
109	мы и	3	4
110	конечно и	3	4
111	в ней	1	4
112	в своем	3	4
113	конечно не	8	4
114	и пространства	1	4
115	раз в	2	4
116	романа но	1	4
117	но на	2	4
118	на площади	5	4
119	время и	2	4
120	и с	7	4
121	в них	1	4
122	том что	4	4
123	в котором	5	4
124	исторического времени	1	4
125	здесь на	1	4
126	в процессе	4	4
127	потому что	4	4
128	к себе	6	4
129	здесь не	4	4
130	было и	1	4
131	жизнь и	3	4
132	и следовательно	2	4
133	могло быть	1	4
134	только в	6	4
135	между этими	3	4
136	характерно что	1	4
137	в роман	1	4
138	именно как	2	4
139	и т.п	14	4
140	влияние на	2	4
141	до конца	4	4
142	в последующем	1	4
143	на этой	1	4
144	нет ничего	1	4
145	в присутствии	2	4
146	пространства и	1	4
147	в той	3	4
148	своей жизни	1	4
149	все это	6	4
150	между собой	1	4
151	кроме того	4	4
152	и для	3	4
153	романе и	1	4
154	себе самому	4	4
155	том числе	4	4
156	отношения к	2	3
157	по преимуществу	1	3
158	в какой-то	1	3
159	а как	2	3
160	мы не	4	3
161	время здесь	1	3
162	в сущности	7	3
163	в виду	4	3
164	всем этим	1	3
165	по отношению	5	3
166	себе и	3	3
167	хотя и	6	3
168	со своей	1	3
169	в себе	7	3
170	при этом	5	3
171	она становится	1	3
172	одно и	1	3
173	его в	1	3
174	входит в	1	3
175	и других	4	3
176	здесь нет	3	3
177	место и	1	3
178	и уже	1	3
179	между ними	10	3
180	в этих	4	3
181	в отношении	3	3
182	характер это	1	3
183	мы говорили	1	3
184	но эта	1	3
185	что было	1	3
186	их в	3	3
187	и разновидности	1	3
188	но они	1	3
189	этими двумя	1	3
190	друг друга	6	3
191	жизни не	2	3
192	внутренне не	2	3
193	не могут	3	3
194	героев и	1	3
195	к тому	2	3
196	такие моменты	1	3
197	самим собою	3	3
198	все его	1	3
199	биографическое время	3	3
200	нем не	1	3
201	что и	3	3
202	в форме	1	3
203	один из	1	3
204	романа и	1	3
205	мы видим	1	3
206	поэтому и	2	3
207	с одной	1	3
208	со всеми	1	3
209	только на	3	3
210	в одном	11	3
211	до сих	8	3
212	именно в	1	3
213	себя и	3	3
214	что не	1	3
215	только к	2	3
216	более того	3	3
217	а не	11	3
218	человек в	1	3
219	в одно	2	3
220	на фоне	6	3
221	вместе с	2	3
222	и потому	1	3
223	подхода к	1	3
224	да и	4	3
225	сих пор	8	3
226	например у	2	3
227	и времени	2	3
228	место для	1	3
