N	2gram	Bakhtin_Pr_1	Tvorches
1	у достоевского	16	30
2	и в	29	20
3	в романе	9	15
4	и т	4	13
5	в романах	7	13
6	романах достоевского	5	13
7	не только	15	13
8	т д	1	11
9	никогда не	3	11
10	как бы	19	11
11	таким образом	12	10
12	в то	10	10
13	в его	24	10
14	достоевского в	12	9
15	и его	14	9
16	и не	31	9
17	ивана карамазова	4	8
18	достоевского не	12	8
19	при этом	2	8
20	достоевского как	9	8
21	и с	4	8
22	в том	8	8
23	может быть	24	8
24	в этом	22	8
25	прежде всего	7	8
26	но и	14	8
27	то же	14	7
28	идей в	1	7
29	это не	9	7
30	же время	9	7
31	иван карамазов	1	7
32	потому что	8	7
33	достоевский в	6	7
34	не может	12	7
35	что в	8	7
36	из подполья	10	6
37	в целом	6	6
38	как и	12	6
39	в своей	8	6
40	что он	8	6
41	так и	7	6
42	в конце	6	6
43	у него	5	6
44	именно в	5	6
45	а не	22	6
46	романе достоевского	7	6
47	в основном	1	6
48	все это	6	6
49	например в	3	5
50	еще не	5	5
51	и на	7	5
52	но не	9	5
53	все же	9	5
54	героев достоевского	1	5
55	в этой	4	5
56	и сам	2	5
57	в творческом	1	5
58	в мире	6	5
59	романа достоевского	12	5
60	достоевский не	3	5
61	о том	1	5
62	и даже	2	5
63	достоевского с	3	5
64	в творчестве	5	5
65	но это	4	5
66	романов достоевского	8	5
67	так же	6	5
68	мы не	1	4
69	все эти	9	4
70	и достоевский	1	4
71	что они	1	4
72	как в	6	4
73	хотя и	1	4
74	но в	7	4
75	за собой	1	4
76	не в	7	4
77	творчество достоевского	5	4
78	на его	2	4
79	что она	6	4
80	первой части	1	4
81	что у	1	4
82	об этом	1	4
83	если бы	9	4
84	ничего не	5	4
85	в духе	3	4
86	мы видим	2	4
87	герои достоевского	3	4
88	творчестве достоевского	5	4
89	а в	7	4
90	если не	1	4
91	и потому	6	4
92	и от	2	4
93	героя в	4	4
94	том что	7	4
95	но у	4	4
96	одним из	6	3
97	же как	1	3
98	и отчасти	1	3
99	на западе	2	3
100	что достоевский	1	3
101	он сам	3	3
102	роман достоевского	12	3
103	а с	1	3
104	по отношению	8	3
105	тогда как	1	3
106	в одной	6	3
107	отношению к	8	3
108	в себе	7	3
109	в нем	19	3
110	он не	5	3
111	в плане	5	3
112	человека в	4	3
113	я бы	1	3
114	его в	6	3
115	и мы	1	3
116	но уже	1	3
117	достоевского но	6	3
118	в самом	10	3
119	в котором	2	3
120	в их	3	3
121	место в	1	3
122	в которых	2	3
123	своего рода	1	3
124	достоевского от	1	3
125	тем что	4	3
126	одна из	3	3
127	и это	5	3
128	с ним	5	3
129	мире достоевского	7	3
130	до сих	2	3
131	между тем	5	3
132	достоевского это	1	3
133	романа и	3	3
134	этот вопрос	2	3
135	достоевского можно	1	3
136	уже не	13	3
137	в начале	1	3
138	для него	18	3
139	так как	6	3
140	то что	15	3
141	подпольного человека	1	3
142	как у	1	3
143	и др	5	3
144	что не	1	3
145	превращается в	4	3
146	в свете	4	3
147	несколько раз	1	3
148	главного героя	1	3
149	с этой	2	3
150	сих пор	2	3
151	один из	2	3
152	достоевского нет	3	3
153	своих героев	2	3
154	одной из	1	3
155	в своих	3	3
156	к этому	1	3
157	в таком	1	3
158	не должны	1	2
159	относится и	1	2
160	самом деле	6	2
161	от этой	1	2
162	и есть	2	2
163	по преимуществу	2	2
164	достоевского мы	3	2
165	со своими	2	2
166	я не	3	2
167	стремление достоевского	2	2
168	и он	1	2
169	роман и	1	2
170	в ее	1	2
171	нет и	1	2
172	во многом	1	2
173	во что	2	2
174	так что	2	2
175	в истории	2	2
176	и наконец	4	2
177	от ее	2	2
178	но эта	4	2
179	в которой	2	2
180	в литературном	1	2
181	отказывается от	1	2
182	тоже не	2	2
183	т п	3	2
184	так сказать	4	2
185	и если	1	2
186	идей и	1	2
187	быть поняты	1	2
188	в статье	1	2
189	над героем	1	2
190	едва ли	1	2
191	и сколько	1	2
192	и по	1	2
193	или наконец	4	2
194	к миру	1	2
195	авторского сознания	5	2
196	достоевского и	7	2
197	романы достоевского	1	2
