N	3gram	Vygotskiy__1	VeschiIm
1	и т д	8	20
2	не может быть	8	18
3	что иное как	1	8
4	не что иное	1	8
5	т д и	1	7
6	д и т	1	7
7	может быть только	1	6
8	в том что	9	6
9	на то что	8	6
10	в чем же	1	5
11	одно и то	1	5
12	и то же	1	5
13	в свою очередь	1	5
14	тем не менее	2	5
15	с точки зрения	2	4
16	и то что	1	4
17	не только в	1	4
18	от того что	2	4
19	есть как бы	1	3
20	более или менее	2	3
21	в самом деле	7	3
22	подобно тому как	5	3
23	в собственном смысле	3	3
24	вместе с тем	2	3
25	указывает на то	3	3
26	оно есть не	1	3
27	только то что	1	3
28	само по себе	5	3
29	сама по себе	2	3
30	не может не	1	2
31	можно сказать что	1	2
32	этой точки зрения	5	2
33	уже не может	1	2
34	дело в том	1	2
35	но то что	1	2
36	что только в	1	2
37	в основе своей	1	2
38	с этой точки	4	2
39	и в частности	1	2
40	в первом случае	1	2
41	того что она	1	2
42	и таким образом	2	2
43	что оно есть	1	2
44	заключается в том	6	2
45	и того же	1	1
46	и тому же	1	1
47	и потому ее	1	1
48	а потом уже	1	1
49	то что я	2	1
50	что же тогда	1	1
51	только и может	1	1
52	и более или	1	1
53	в ее чистом	2	1
54	заключается не в	2	1
55	оно может быть	1	1
56	и без всякого	1	1
57	в сущности всегда	1	1
58	что то же	1	1
59	самой по себе	1	1
60	то ясно что	1	1
61	с и в	1	1
62	в этом смысле	2	1
63	есть прежде всего	1	1
64	ее отличие от	1	1
65	том что он	1	1
66	одной стороны и	1	1
67	у нас есть	1	1
68	и в той	1	1
69	что с точки	1	1
70	до сих пор	3	1
71	и во всех	1	1
72	ведь и есть	1	1
73	в зависимости от	5	1
74	сами по себе	1	1
75	есть все же	1	1
76	не то что	1	1
77	так как мы	1	1
78	резко отличается от	1	1
79	приводит их в	1	1
80	в себя самые	1	1
81	психики а не	1	1
82	д все это	1	1
83	и тем не	1	1
84	того что они	1	1
85	ни в какой	3	1
86	потому что он	2	1
87	и вот эта	1	1
88	в применении к	2	1
89	то время как	5	1
90	так же как	4	1
91	но как ни	1	1
92	она резко отличается	1	1
93	совершенно верно что	1	1
94	не потому что	1	1
95	в том чтобы	7	1
96	что мы имеем	1	1
97	этого слова есть	1	1
98	мы не знаем	1	1
99	ответ на вопрос	1	1
100	с одной стороны	5	1
101	когда он говорит	1	1
102	в конце концов	3	1
103	смысле этого слова	2	1
104	ни от какого	1	1
105	и в этом	1	1
106	ее чистом виде	2	1
107	не в том	5	1
108	что такое в	1	1
109	той и другой	1	1
110	тем же самым	1	1
111	эта точка зрения	1	1
112	т д все	1	1
113	с другой стороны	5	1
114	первом случае мы	1	1
115	когда мы говорим	1	1
116	только о том	1	1
117	т д то	1	1
118	речь идет о	1	1
119	то что у	3	1
120	на вопрос о	1	1
121	и во всяком	1	1
122	может быть совершенно	2	1
123	а в том	2	1
124	ни в каком	1	1
125	что я хочу	1	1
126	во всяком случае	6	1
127	мы не можем	2	1
128	вовсе не есть	1	1
129	в то время	5	1
130	или что то	1	1
131	и вместе с	1	1
132	это и есть	1	1
133	о том что	7	1
134	не только не	3	1
135	вопрос о том	1	1
136	вместо того чтобы	1	1
137	к одному и	1	1
138	именно потому что	1	1
139	и в результате	1	1
140	никак не является	1	1
141	одного и того	1	1
142	для того чтобы	5	1
143	что здесь как	1	1
144	мы видим что	2	1
145	мы увидим как	1	1
146	в результате этого	1	1
147	тех или иных	2	1
148	без всякого сомнения	1	1
149	и в науке	1	1
150	и мы увидим	1	1
151	на то чтобы	2	1
152	что и в	2	1
153	одному и тому	1	1
154	только тогда когда	4	1
155	несмотря на все	1	1
156	этот метод на	1	1
