N	3gram	Medvedev_F_3	Problema
1	в настоящее время	1	16
2	о том что	1	14
3	тем не менее	2	12
4	в таком случае	1	10
5	во всяком случае	6	10
6	вовсе не есть	1	10
7	в конце концов	2	7
8	в этом случае	1	7
9	так или иначе	1	6
10	и т д	6	6
11	в этом смысле	2	5
12	в данном случае	4	5
13	с одной стороны	1	5
14	в связи с	4	5
15	того или иного	1	5
16	с другой стороны	5	5
17	между знаком и	1	5
18	то же самое	3	5
19	до сих пор	1	4
20	тот или иной	1	4
21	те или другие	1	4
22	что же такое	1	4
23	ни в каком	1	4
24	на то что	1	4
25	в то же	7	4
26	сама по себе	1	4
27	в том что	3	4
28	в чистом виде	1	3
29	на первый план	1	3
30	хотя бы и	1	3
31	только то что	2	3
32	но в таком	1	3
33	не может быть	14	3
34	можно сказать что	1	3
35	вовсе не является	3	3
36	так же и	2	2
37	и той же	1	2
38	находится еще в	1	2
39	и в данном	2	2
40	на самом деле	12	2
41	в самом деле	4	2
42	в том числе	1	2
43	с самого начала	1	2
44	сами по себе	2	2
45	можно говорить о	1	2
46	бы то ни	4	2
47	том числе и	1	2
48	в данное время	1	2
49	можно было бы	1	2
50	может быть только	2	2
51	то или иное	2	2
52	для того чтобы	4	2
53	не только в	1	2
54	и тот же	1	2
55	имеем в виду	1	2
56	один из моментов	1	2
57	один и тот	1	2
58	не совпадает с	1	2
59	в частности в	1	2
60	одной и той	1	2
61	только в связи	1	2
62	не только не	2	2
63	но никак не	1	2
64	подобно тому как	4	2
65	том или ином	1	2
66	мы еще не	1	2
67	для нас важно	1	1
68	и все другие	1	1
69	что в этом	1	1
70	иметь в виду	1	1
71	а вовсе не	4	1
72	ни в каких	2	1
73	одним и тем	2	1
74	для данного момента	1	1
75	что в данном	1	1
76	в виду именно	1	1
77	нам кажется что	2	1
78	о том как	2	1
79	том что это	1	1
80	для нас важны	1	1
81	обойтись без этого	1	1
82	может быть определен	1	1
83	он не был	1	1
84	и не может	4	1
85	мы говорили в	1	1
86	в зависимости от	5	1
87	и со стороны	2	1
88	в ту или	1	1
89	но для нас	1	1
90	вовсе не потому	1	1
91	время не может	1	1
92	котором мы говорили	1	1
93	между тем как	1	1
94	на самом же	2	1
95	потому что и	1	1
96	в этом отношении	3	1
97	в собственном смысле	1	1
98	и для всех	1	1
99	и не будет	1	1
100	к тому чтобы	1	1
101	смысла о котором	1	1
102	связаны между собой	1	1
103	сказать что каждый	1	1
104	представляется нам в	1	1
105	и потому в	1	1
106	вместе с тем	3	1
107	и тем не	1	1
108	и в то	2	1
109	ясно что при	1	1
110	и сводится к	1	1
111	но и самый	2	1
112	так же как	1	1
113	время и в	1	1
114	то ни было	4	1
115	только один из	1	1
116	если бы в	1	1
117	обстоит дело с	3	1
118	содержания и формы	1	1
119	в последнее время	1	1
120	он был бы	1	1
121	в том или	1	1
122	какой бы то	1	1
123	при этом условии	1	1
124	с нашей точки	1	1
125	все более и	1	1
126	всему тому что	1	1
127	то он был	1	1
128	данное время и	1	1
129	самом же деле	2	1
130	потому что они	1	1
131	так и от	2	1
132	самым простым и	1	1
133	да и не	2	1
134	мы не можем	2	1
135	в данном месте	1	1
136	от того что	1	1
137	не потому что	1	1
138	так и в	2	1
139	и тем же	2	1
140	мы и называем	1	1
141	язык как система	1	1
142	но отнюдь не	1	1
143	не только на	1	1
144	более и более	1	1
145	той или иной	1	1
146	вовсе не являются	1	1
147	но все же	1	1
148	ту или иную	1	1
149	нашей точки зрения	1	1
150	мы имеем в	1	1
151	о котором мы	1	1
152	здесь вовсе не	1	1
153	так как здесь	1	1
154	в этих случаях	1	1
155	никак не могут	1	1
156	может быть никакого	1	1
157	в данном контексте	1	1
158	только в этом	1	1
159	роль в языке	1	1
160	свою роль в	1	1
161	случае не может	1	1
162	в отдельности и	1	1
163	и только в	1	1
