N	3gram	Tiupa_Disk_1	Narrotol
1	в том что	13	8
2	не только в	2	6
3	не сводится к	2	6
4	в данном случае	2	6
5	с одной стороны	9	5
6	коммуникативного события рассказывания	1	5
7	по отношению к	9	5
8	в отличие от	4	5
9	о том что	5	4
10	состоит в том	2	4
11	тем не менее	1	4
12	к тому же	4	4
13	в то же	3	3
14	в конечном счете	1	3
15	можно сказать что	2	3
16	того или иного	1	3
17	но при этом	3	3
18	в этом отношении	1	3
19	той или иной	3	3
20	в известном смысле	1	3
21	то же время	4	3
22	в соответствии с	2	3
23	подобно тому как	2	2
24	тогда как в	5	2
25	а в том	2	2
26	существенную роль в	3	2
27	мы имеем дело	2	2
28	себя не только	1	2
29	имеем дело с	1	2
30	свидетеля и судии	1	2
31	и не может	1	2
32	на самом деле	1	2
33	в равной степени	1	2
34	времени и пространства	1	2
35	не может быть	3	2
36	представляет собой некий	1	2
37	с точки зрения	1	2
38	в новейшее время	1	2
39	к себе и	1	2
40	по своей природе	2	2
41	как уже говорилось	1	2
42	и вследствие этого	1	2
43	нашей способности прослеживать	1	1
44	и по длительности	1	1
45	дискурсивная деятельность опирается	1	1
46	сохраните черты характера	1	1
47	и сами участвуем	1	1
48	хотим объяснить производство	1	1
49	[...] компетенции если	1	1
50	или принимать когда	1	1
51	пролагающий себе дорогу	1	1
52	мы и сами	1	1
53	принимать когда поддерживает	1	1
54	о ком или	1	1
55	употребление языка и	1	1
56	наблюдаемое и описываемое	1	1
57	через сеть ограничений	1	1
58	в этом смысле	1	1
59	остаются каждый в	1	1
60	объяснить производство и	1	1
61	в евгении онегине	1	1
62	то есть все	1	1
63	если хотим объяснить	1	1
64	ни о чем	1	1
65	так и в	1	1
66	на дискурсивное умение	1	1
67	это система не	1	1
68	опирается на дискурсивное	1	1
69	значении данного термина	1	1
70	практик дискурсивная деятельность	1	1
71	в большинстве случаев	1	1
72	по сути дела	2	1
73	каждый в своем	1	1
74	ни слушающий не	1	1
75	собой грандиозную интригу	1	1
76	возможна только в	1	1
77	поступки только раскрывают	1	1
78	герою своему искусно	1	1
79	субъект может занимать	1	1
80	но одновременно и	1	1
81	в качестве свидетеля	1	1
82	в нарративном дискурсе	1	1
83	о чем говорят	1	1
84	на себя самого	1	1
85	возможностей пролагающий себе	1	1
86	организованности высказываний как	1	1
87	в строгом значении	2	1
88	принадлежащих к той	1	1
89	которые отсылают к	1	1
90	в качестве дискурса	3	1
91	не уступает умению	1	1
92	ван дейк четко	1	1
93	и его поступки	1	1
94	не остаются каждый	1	1
95	коммуникативного события в	1	1
96	не несет в	1	1
97	высказываний как неизбежно	1	1
98	продукт социального взаимодействия	1	1
99	своему искусно сохраните	1	1
100	этом смысле библия	1	1
101	умению например сапожника	1	1
102	одним и тем	1	1
103	писал бахтин имеет	1	1
104	и восприятие конкретных	1	1
105	и в то	1	1
106	характера среди любых	1	1
107	занимать или принимать	1	1
108	сторону индивида и	1	1
109	на мой взгляд	2	1
110	деятельность опирается на	1	1
111	восприятие конкретных дискурсов	1	1
112	регулярности различных позиций	1	1
113	с той или	1	1
114	о них в	1	1
115	система не семиотических	1	1
116	себе дорогу через	1	1
117	роль в организации	1	1
118	тойн а ван	2	1
119	ком или о	1	1
120	чем говорят героя	1	1
121	прямым свидетелем событий	1	1
122	с книгой бытия	1	1
123	природе своей не	1	1
124	напряжении событийного ряда	1	1
125	компетенции если хотим	1	1
126	причастной вненаходимости бахтин	1	1
127	миниатюра большой интриги	1	1
128	к различным статусам	1	1
129	различных позиций субъективности	1	1
130	это пока еще	1	1
131	читателя и того	1	1
132	событием самого рассказывания	1	1
133	свидетельствует о том	1	1
134	до сих пор	1	1
135	едины судьба выражает	1	1
136	к некоторой культурной	1	1
137	в противном случае	1	1
138	социального взаимодействия трех	1	1
139	внеличную сторону индивида	1	1
140	представляет собой грандиозную	1	1
141	выводит из организованности	1	1
142	трактует последний как	1	1
143	слушающих их личностные	1	1
144	не семиотических конвенций	1	1
145	или о чем	1	1
146	характеристики другие аспекты	1	1
147	в силу своей	2	1
148	статусам местам и	1	1
149	по своему происхождению	2	1
150	среди любых событий	1	1
151	слушающего читателя и	1	1
152	а с другой	3	1
153	вместе со всеми	1	1
154	это коммуникативное событие	1	1
155	в этом последнем	1	1
156	различным статусам местам	1	1
157	это он осуществляет	1	1
158	самого рассказывания в	2	1
159	и тем же	1	1
160	должны предполагать наличие	1	1
161	знакомством с повествовательной	1	1
162	позициям которые субъект	1	1
163	и того же	2	1
164	участников коммуникативного события	2	1
165	интриги соединяющей апокалипсис	1	1
166	мира в котором	1	1
167	понятие дискурсивной компетенции	1	1
168	мире мире общения	1	1
169	дискурса как коммуникативного	1	1
170	едва ли не	2	1
171	в частности в	2	1
172	например сапожника иначе	1	1
173	трех говорящего автора	1	1
174	социальные характеристики другие	1	1
175	точки зрения на	1	1
176	только раскрывают содержание	1	1
177	последний как коммуникативное	1	1
178	автор облеченный в	1	1
179	читателя или слушателя	1	1
180	то же самое	2	1
181	участвуем как слушатели-читатели	1	1
182	не может существовать	1	1
183	которое может быть	1	1
184	в напряжении событийного	1	1
185	несут в себе	1	1
186	способности прослеживать историю	1	1
187	последнем мы и	1	1
188	в которой он	1	1
189	мире напротив они	1	1
190	местам и позициям	1	1
191	рода миниатюра большой	1	1
192	в рамках которого	1	1
193	взаимодействия трех говорящего	1	1
194	грандиозную интригу мировой	1	1
195	интригу мировой истории	1	1
196	когда поддерживает дискурс	1	1
197	из организованности высказываний	1	1
198	дискурсивное умение которое	1	1
199	апокалипсис с книгой	1	1
200	напротив они сходятся	1	1
201	от своей судьбы	1	1
202	языка и дискурс	1	1
203	иначе говоря мы	1	1
204	что ни говорящий	1	1
205	или иной области	1	1
206	литературная интрига своего	1	1
207	состоит в напряжении	1	1
208	сапожника иначе говоря	1	1
209	судьбы они едины	1	1
210	неизбежно принадлежащих к	1	1
211	уступает умению например	1	1
212	облеченный в молчание	1	1
213	с повествовательной традицией	1	1
214	отделен от своей	1	1
215	индивида и его	1	1
