N	2gram	Tiupa_Narr_1	Vladivir
1	и в	19	30
2	в году	1	24
3	в этом	17	20
4	то что	11	20
5	у него	4	19
6	и не	20	18
7	в том	18	18
8	и с	4	14
9	что он	6	13
10	в конце	1	13
11	не только	32	12
12	том что	14	12
13	там же	1	12
14	что в	3	12
15	как мы	3	11
16	в его	9	11
17	а в	11	11
18	сказать что	4	11
19	и вообще	1	10
20	а также	7	10
21	не было	2	10
22	и даже	3	10
23	все же	7	9
24	было бы	4	9
25	не в	14	9
26	в то	3	9
27	не может	10	9
28	для него	2	9
29	потому что	1	9
30	в своем	2	8
31	но в	6	8
32	не мог	4	8
33	связи с	4	8
34	но и	23	8
35	в связи	2	8
36	то есть	19	7
37	ни в	3	7
38	точки зрения	10	7
39	никогда не	3	7
40	не менее	3	7
41	может быть	25	7
42	а не	12	7
43	как это	6	7
44	для нас	1	7
45	и все	2	7
46	также и	1	6
47	хотя и	3	6
48	и к	1	6
49	в себе	8	6
50	об этом	1	6
51	тем не	3	6
52	и его	5	6
53	у нас	1	6
54	его жизни	2	6
55	только в	4	6
56	а именно	3	6
57	прежде всего	4	6
58	о чем	2	6
59	жизни и	3	6
60	того же	1	5
61	и то	1	5
62	то в	6	5
63	все эти	2	5
64	при этом	9	5
65	как и	7	5
66	в котором	1	5
67	по себе	5	5
68	к концу	1	5
69	для себя	1	5
70	так и	9	5
71	с ним	1	5
72	того что	1	5
73	тот же	1	5
74	он уже	2	5
75	как бы	4	5
76	о его	1	5
77	в результате	2	5
78	то же	4	4
79	и он	3	4
80	в ней	3	4
81	и на	3	4
82	время в	2	4
83	с его	6	4
84	совсем не	1	4
85	отношение к	2	4
86	что это	3	4
87	в целом	1	4
88	в этой	5	4
89	на его	1	4
90	в нем	4	4
91	он не	3	4
92	содержит в	1	4
93	его в	2	4
94	это было	1	4
95	несмотря на	2	4
96	по крайней	1	4
97	не есть	3	4
98	здесь не	4	4
99	можно сказать	5	4
100	о том	6	4
101	с которыми	1	4
102	вовсе не	1	4
103	крайней мере	1	4
104	со стороны	9	4
105	именно в	6	4
106	после смерти	2	4
107	так же	2	4
108	в это	1	4
109	с этой	1	4
110	но это	1	4
111	в начале	1	4
112	и наконец	1	4
113	по поводу	1	4
114	отношения к	2	3
115	и больше	1	3
116	едва ли	1	3
117	во всех	1	3
118	но не	5	3
119	не то	2	3
120	отличие от	5	3
121	как в	7	3
122	что касается	2	3
123	и как	5	3
124	более или	2	3
125	так или	2	3
126	из этих	3	3
127	таким образом	1	3
128	те же	4	3
129	должен был	1	3
130	с богом	1	3
131	в них	1	3
132	или менее	2	3
133	в следующем	1	3
134	с точки	2	3
135	не столько	4	3
136	в отличие	5	3
137	последних дней	1	3
138	но он	1	3
139	в россии	1	3
140	не могли	1	3
141	том же	1	3
142	вплоть до	2	3
143	же время	4	3
144	к ней	1	3
145	в области	2	3
146	последние дни	1	3
147	он и	1	3
148	когда мы	2	3
149	где он	1	3
150	впрочем не	1	3
151	что и	1	3
152	мы будем	1	3
153	уже не	5	3
154	уже в	3	3
155	сказать о	1	3
156	здесь мы	1	3
157	или иначе	3	3
158	дело в	1	3
159	наконец в	2	3
160	нет ничего	1	3
161	в данном	5	3
162	да и	4	3
163	по существу	2	3
164	своей жизни	1	3
165	под названием	1	3
166	и для	2	3
167	тем более	2	3
168	хотя бы	4	3
169	в свою	3	3
170	в таком	2	3
171	точно так	2	3
172	сам по	1	2
173	перед смертью	1	2
174	и есть	1	2
175	и до	2	2
176	из его	1	2
177	приходит к	2	2
178	мы уже	1	2
179	что если	1	2
180	есть нечто	1	2
181	ему в	2	2
182	в будущем	2	2
183	по своему	1	2
184	а он	1	2
185	в общем	1	2
186	как к	2	2
187	есть его	1	2
188	в самом	1	2
189	не могла	1	2
190	человек не	1	2
191	мысли и	1	2
192	том чтобы	1	2
193	и сам	1	2
194	на земле	1	2
195	и по	1	2
196	на этом	1	2
197	но все	4	2
198	и может	1	2
199	это не	2	2
200	с начала	1	2
201	начала и	1	2
202	однако здесь	1	2
203	а за	1	2
204	мы видели	1	2
205	мы не	1	2
206	на первый	2	2
207	и при	1	2
208	в их	1	2
209	жизни с	1	2
210	их в	1	2
211	однако в	2	2
212	даже в	2	2
213	она не	2	2
214	некоторого рода	2	2
215	не имеет	2	2
216	к этим	1	2
217	само по	1	2
218	не желая	1	2
219	не о	3	2
220	как будто	3	2
221	начиная с	1	2
222	которое в	1	2
223	к тому	7	2
224	будто бы	3	2
225	но по	1	2
226	в виду	1	2
227	свою очередь	3	2
228	данном случае	4	2
229	в последние	2	2
230	дни жизни	1	2
231	ничего не	2	2
232	о нем	4	2
233	нам представляется	1	2
234	в чем	1	2
235	в сущности	3	2
236	и во	1	2
237	нас в	1	2
238	к нему	5	2
239	он прямо	2	2
240	от нас	1	2
241	себя в	5	2
242	терминологии в	1	2
243	он сам	2	2
244	а то	1	2
245	его и	1	2
246	ни с	1	2
247	в новом	1	2
248	бытия и	1	2
249	но уже	1	2
250	как у	1	2
251	здесь в	1	2
252	и прежде	1	2
253	во второй	2	2
254	бытия в	3	2
255	что не	4	2
256	церкви и	1	2
257	стремится к	1	2
258	не на	2	2
259	с которым	1	2
260	было для	1	2
261	если не	4	2
262	в частности	14	2
263	к его	1	2
264	и потому	2	2
265	я тоже	1	2
266	наряду с	2	2
267	в той	6	2
268	такого рода	7	2
269	это за	1	2
270	является как	1	2
271	можно было	2	2
272	и от	1	2
273	в двух	2	2
274	собственно говоря	1	2
275	же в	4	2
276	жизни в	3	2
277	можно назвать	1	2
278	во сне	1	2
279	как известно	2	1
280	одним из	2	1
281	например в	2	1
282	в тех	1	1
283	и третий	1	1
284	и др	2	1
285	он почувствовал	1	1
286	мере в	1	1
287	думал о	1	1
288	ему что	1	1
289	между двумя	5	1
290	на историю	1	1
291	от самого	1	1
292	отношения между	1	1
293	будучи сам	1	1
294	действительности и	1	1
295	с таким	1	1
296	и за	1	1
297	по его	1	1
298	чего в	1	1
299	чем он	1	1
300	есть не	1	1
301	молился он	1	1
302	в первый	1	1
303	этом не	1	1
304	он как	1	1
305	часто оказывается	1	1
306	говорить о	2	1
307	но она	1	1
308	что иное	2	1
309	оно есть	1	1
310	жизни как	3	1
311	которое не	1	1
312	всю ночь	1	1
313	и самого	3	1
314	в которых	1	1
315	иное настроение	1	1
316	иное как	2	1
317	бы то	3	1
318	или до	1	1
319	истории в	3	1
320	самом деле	2	1
321	но как	2	1
322	не все	5	1
323	если в	3	1
324	нет и	2	1
325	до наших	1	1
326	что они	3	1
327	но без	2	1
328	христе и	1	1
329	как говорит	3	1
330	независимо от	2	1
331	что именно	2	1
332	церкви с	1	1
333	человеческого бытия	1	1
334	о жизни	1	1
335	как нам	1	1
336	что нет	2	1
337	когда он	3	1
338	как уже	1	1
339	что по	2	1
340	это вообще	1	1
341	оказывается с	1	1
342	себе не	2	1
343	в противоположность	2	1
344	как результат	1	1
345	за собой	4	1
346	за границей	4	1
347	та же	2	1
348	это разделение	1	1
349	был назначен	1	1
350	тоже не	1	1
351	может считаться	1	1
352	березы и	1	1
