N	2gram	Bakhtin_Pr_2	Literetu
1	а не	7	20
2	и в	43	19
3	может быть	23	17
4	то же	8	12
5	и не	29	11
6	как и	14	10
7	в том	6	10
8	и т.п	1	10
9	но и	14	10
10	в этом	13	9
11	в то	7	9
12	в мире	1	9
13	же время	5	9
14	не может	18	9
15	не только	11	8
16	и даже	3	8
17	с другой	4	8
18	слова и	12	7
19	том что	2	7
20	так и	3	7
21	с одной	1	7
22	я в	1	7
23	то что	7	7
24	и на	10	6
25	в себе	5	6
26	при этом	6	6
27	однако в	1	6
28	не менее	3	6
29	себя в	3	6
30	одной стороны	1	6
31	я не	4	5
32	но не	5	5
33	он не	9	5
34	одна из	2	5
35	так в	1	5
36	в качестве	1	5
37	у нас	2	5
38	на фоне	5	5
39	то есть	4	5
40	того что	2	5
41	с тобой	2	5
42	вместе с	1	5
43	я и	2	4
44	но тем	1	4
45	мы не	4	4
46	того же	3	4
47	по отношению	5	4
48	так что	5	4
49	в рамках	1	4
50	человека в	4	4
51	для него	8	4
52	точки зрения	13	4
53	не в	11	4
54	даже в	3	4
55	общего дела	1	4
56	ли не	1	4
57	еще в	1	4
58	в его	10	4
59	один из	1	4
60	не случайно	1	4
61	каждый из	2	4
62	тем что	3	4
63	прежде всего	10	4
64	другой стороны	3	4
65	жизни и	1	4
66	что в	4	4
67	одним из	1	3
68	и то	2	3
69	идет о	1	3
70	тем же	2	3
71	в сущности	9	3
72	и он	5	3
73	во всех	4	3
74	как к	1	3
75	в этой	1	3
76	то и	2	3
77	в нем	12	3
78	я все	1	3
79	но лишь	1	3
80	мы с	2	3
81	такой же	3	3
82	в их	3	3
83	с точки	8	3
84	никогда не	9	3
85	ничего не	3	3
86	и его	8	3
87	в себя	3	3
88	не с	1	3
89	и с	5	3
90	в другом	7	3
91	знаю я	1	3
92	другого в	3	3
93	но с	1	3
94	в поэзии	2	3
95	а в	5	3
96	так как	4	3
97	себе и	4	3
98	и др	2	3
99	и ты	1	3
100	в равной	1	3
101	а именно	1	3
102	по существу	3	3
103	но это	4	3
104	надо мной	1	3
105	в начале	1	3
106	и для	3	3
107	обращается к	1	3
