N	3gram	Vygotskiy__3	StatiiOP
1	в том что	17	16
2	о том что	3	11
3	в этом отношении	3	9
4	до сих пор	1	5
5	вместе с тем	10	5
6	для того чтобы	7	5
7	к тому что	1	5
8	то обстоятельство что	3	4
9	обратить внимание на	1	4
10	тот факт что	5	4
11	так же как	6	3
12	с другой стороны	3	3
13	во всяком случае	4	3
14	с самого начала	6	3
15	до того как	1	3
16	в другом месте	1	2
17	том что в	1	2
18	только потому что	2	2
19	говорит об этом	2	2
20	с точки зрения	1	2
21	принять во внимание	1	2
22	сами по себе	3	2
23	в отличие от	6	2
24	бы то ни	1	2
25	то что в	2	2
26	совершенно так же	2	2
27	в значительной степени	1	2
28	то ни было	1	2
29	если принять во	1	2
30	и в этом	2	2
31	всяком случае не	1	2
32	более или менее	1	2
33	так и в	2	2
34	тому что было	1	2
35	с тем что	3	2
36	на то что	3	2
37	за то что	1	2
38	по этому поводу	1	2
39	тем не менее	5	2
40	том что она	1	1
41	и в результате	1	1
42	одним и тем	1	1
43	к другому не	1	1
44	но и по	1	1
45	в таком виде	1	1
46	не столько с	1	1
47	в этом смысле	2	1
48	и в действии	1	1
49	и тому же	1	1
50	идет не о	1	1
51	но столь же	1	1
52	сам по себе	1	1
53	не имеет никакого	1	1
54	точно так же	1	1
55	в приложении к	1	1
56	и характер его	1	1
57	не основана на	1	1
58	можно считать установленным	2	1
59	в котором все	1	1
60	в зависимости от	5	1
61	а как бы	1	1
62	во внимание что	1	1
63	том что слово	1	1
64	в данном случае	1	1
65	пытались прежде всего	1	1
66	и тем же	1	1
67	пользу того что	1	1
68	в высшей степени	6	1
69	в конце концов	1	1
70	потому что оно	2	1
71	в известном смысле	2	1
72	по сравнению с	3	1
73	и вместе с	2	1
74	как она была	1	1
75	в качестве средства	4	1
76	так или иначе	1	1
77	в связи с	5	1
78	друг к другу	1	1
79	их точки зрения	1	1
80	и в том	1	1
81	нельзя не признать	1	1
82	силу и значение	1	1
83	этот вопрос в	1	1
84	считать установленным что	1	1
85	не мог не	1	1
86	по отношению к	2	1
87	ни в каком	1	1
88	с их точки	1	1
89	заключается в том	7	1
90	в то время	4	1
91	в пользу того	2	1
92	в том чтобы	1	1
93	в свою очередь	2	1
94	в этом случае	1	1
95	виде как она	1	1
96	к выводу что	2	1
97	ничего общего с	1	1
98	и что следовательно	1	1
99	в связь с	1	1
100	прямой связи с	1	1
101	в том числе	1	1
102	факт что в	1	1
103	не будет иметь	1	1
104	одному и тому	1	1
105	как говорит об	1	1
106	как мы видели	3	1
107	по пути к	1	1
