N	2gram	Ircho_Kome_2	Myshleni
1	речи и	1	30
2	в этом	10	29
3	точки зрения	4	28
4	и в	26	26
5	для себя	1	24
6	не только	7	24
7	то что	6	24
8	таким образом	6	23
9	с точки	1	21
10	представляет собой	1	19
11	того чтобы	6	19
12	для того	5	18
13	в том	11	18
14	и не	14	18
15	том что	9	17
16	потому что	6	16
17	как и	4	15
18	как мы	4	14
19	так как	4	14
20	так же	1	14
21	значение слова	1	13
22	с помощью	1	13
23	и его	12	12
24	вместе с	9	12
25	что в	9	12
26	в которой	5	11
27	но и	10	11
28	не может	3	11
29	в развитии	2	10
30	по своей	1	10
31	в сущности	1	9
32	в самом	4	9
33	в себе	1	9
34	тому что	4	9
35	по сравнению	1	9
36	тем что	3	9
37	по своему	2	9
38	то же	3	8
39	той же	3	8
40	что она	2	8
41	что он	5	8
42	только в	4	8
43	сравнению с	1	8
44	сказать что	1	8
45	тем самым	1	8
46	мы не	2	7
47	и к	2	7
48	с самого	2	7
49	представление о	2	7
50	самого начала	1	7
51	к тому	12	7
52	может быть	11	7
53	прежде всего	4	7
54	самом деле	1	6
55	вопрос о	3	6
56	во всех	3	6
57	по отношению	3	6
58	все же	4	6
59	и слова	1	6
60	что это	4	6
61	все эти	1	6
62	выражение в	1	6
63	было бы	8	6
64	в ее	2	6
65	что эта	1	6
66	в сознании	1	6
67	между собой	1	6
68	и что	2	6
69	в какой	2	6
70	именно в	1	6
71	а не	1	6
72	как бы	2	6
73	как на	1	6
74	все что	1	6
75	тем же	1	5
76	в целом	4	5
77	же мере	1	5
78	чем это	2	5
79	в силу	2	5
80	и с	5	5
81	с тем	5	5
82	у нее	2	5
83	никак не	1	5
84	во второй	1	5
85	является в	1	5
86	если бы	9	5
87	в виду	2	5
88	и следовательно	1	5
89	с одной	2	5
90	в качестве	5	5
91	если мы	1	5
92	в начале	4	5
93	одно из	2	5
94	и их	3	5
95	речь и	1	5
96	одной стороны	2	5
97	до конца	1	5
98	как это	4	5
99	отношению к	3	5
100	с этой	3	5
101	и для	4	5
102	бы в	2	5
103	переходит к	1	4
104	отношения между	1	4
105	едва ли	14	4
106	еще не	6	4
107	с другой	2	4
108	в нашем	2	4
109	если в	2	4
110	как в	3	4
111	целый ряд	2	4
112	но в	3	4
113	и во	2	4
114	чем в	2	4
115	в котором	3	4
116	не в	2	4
117	в той	2	4
118	не менее	4	4
119	не по	4	4
120	никогда не	1	4
121	связи с	3	4
122	в области	1	4
123	приводит к	1	4
124	что у	4	4
125	о том	6	4
126	в пользу	2	4
127	в его	4	4
128	речи о	1	4
129	одной из	4	4
130	по этому	1	4
131	так что	5	4
132	то и	1	4
133	в конце	2	4
134	друг друга	3	4
135	относящихся к	1	4
136	о чем	3	4
137	речь в	1	4
138	и от	4	4
139	поэтому она	1	4
140	то о	1	4
141	гораздо более	1	4
142	только потому	2	3
143	в первом	2	3
144	в мыслях	1	3
145	что эти	1	3
146	привести к	1	3
147	из того	1	3
148	и столь	3	3
149	в ней	3	3
150	в чем	1	3
151	но не	3	3
152	нет и	2	3
153	в этой	3	3
154	в одной	2	3
155	как к	1	3
156	интересующий нас	1	3
157	самом начале	2	3
158	имеет в	2	3
159	из этих	4	3
160	к выводу	1	3
161	ожидать что	1	3
162	он не	2	3
163	так и	12	3
164	об этом	2	3
165	мы видели	1	3
166	для него	1	3
167	в своей	3	3
168	друг другу	3	3
169	тем не	1	3
170	для нее	1	3
171	по себе	1	3
172	случае в	1	3
173	в основе	1	3
174	идет в	1	3
175	в самой	3	3
176	каждой из	2	3
177	представляется нам	1	3
178	отличается от	1	3
179	его с	1	3
180	такое что	1	3
181	в собственном	1	3
182	с собой	2	3
183	мог бы	1	3
184	речь как	1	3
185	с ним	1	3
186	но мы	1	3
187	нуждается в	1	3
188	что и	7	3
189	это не	2	3
190	все больше	2	3
191	к нему	3	3
192	мысль и	1	3
193	мы видим	1	3
194	и является	1	3
195	только на	1	3
196	представить себе	3	3
197	мы находим	2	3
198	мы можем	3	3
199	как раз	1	3
200	были бы	1	3
201	из двух	1	3
202	до сих	2	3
203	сих пор	2	3
204	о его	4	3
205	все это	3	3
206	не является	2	3
207	в новой	1	3
208	между ними	1	3
209	первом случае	1	3
210	в то	6	3
211	и другой	1	3
212	не означает	1	3
213	как известно	2	2
214	отношения к	1	2
215	одним из	2	2
216	а из	2	2
217	мере в	1	2
218	и есть	2	2
219	не раз	1	2
220	речью но	1	2
221	благодаря тому	1	2
222	время как	2	2
223	столь же	9	2
224	время в	1	2
225	что его	3	2
226	значение и	1	2
227	конечном счете	1	2
228	ответ на	3	2
229	отношение к	2	2
230	отличие от	2	2
231	друг от	1	2
232	идет о	2	2
233	с этим	5	2
234	остановиться на	1	2
235	которое и	1	2
236	что по	2	2
237	речи из	1	2
238	в действительности	2	2
239	не могла	1	2
240	на его	1	2
241	в нем	6	2
242	его от	1	2
243	от нее	1	2
244	а затем	5	2
245	а по	1	2
246	самим собой	1	2
247	его в	4	2
248	действительности в	1	2
249	ни в	5	2
250	о которых	1	2
251	на основании	5	2
252	шаг вперед	1	2
253	несмотря на	1	2
254	они говорят	1	2
255	в этих	4	2
256	во время	6	2
257	но если	3	2
258	и при	1	2
259	в их	3	2
260	в отличие	2	2
261	признать что	2	2
262	должны были	1	2
263	в памяти	1	2
264	нельзя было	1	2
265	начале нашего	1	2
266	которые в	2	2
267	том же	1	2
268	даже в	2	2
269	не имеет	3	2
270	того как	3	2
271	ничего не	1	2
272	эти три	1	2
273	с другом	2	2
274	у нас	1	2
275	чтобы сделать	1	2
276	ли не	7	2
277	всего в	2	2
278	как для	1	2
279	от друга	1	2
280	свою очередь	1	2
281	вывод что	1	2
282	то время	3	2
283	можно было	4	2
284	выводу что	1	2
285	и здесь	6	2
286	внимание на	1	2
287	одного из	1	2
288	нас в	1	2
289	этих двух	1	2
290	входит в	1	2
291	во всей	1	2
292	наконец в	2	2
293	в середине	4	2
294	в современной	1	2
295	показывают что	1	2
296	один из	5	2
297	даже если	1	2
298	находим в	1	2
299	и ее	2	2
