N	2gram	Tiupa_Anal_1	Myshleni
1	внутренней речи	5	67
2	речи и	1	30
3	в этом	13	29
4	точки зрения	6	28
5	речи в	1	27
6	и в	18	26
7	для себя	2	24
8	не только	15	24
9	то что	6	24
10	таким образом	3	23
11	с точки	4	21
12	представляет собой	16	19
13	того чтобы	3	19
14	для того	4	18
15	в том	27	18
16	и не	21	18
17	том что	12	17
18	потому что	2	16
19	как и	13	15
20	внутренняя речь	1	15
21	как мы	2	14
22	того что	4	14
23	так как	2	14
24	в ходе	3	12
25	и его	5	12
26	вместе с	4	12
27	что в	5	12
28	в которой	2	11
29	только не	2	11
30	но и	17	11
31	не может	22	11
32	по своей	6	10
33	в сущности	6	9
34	в самом	6	9
35	в себе	11	9
36	тому что	1	9
37	что мы	3	9
38	по своему	1	9
39	то же	9	8
40	той же	2	8
41	что он	3	8
42	только в	6	8
43	ее в	1	8
44	тем самым	7	8
45	и то	2	7
46	мы не	1	7
47	и к	3	7
48	о природе	1	7
49	к тому	7	7
50	по мере	1	7
51	может быть	29	7
52	прежде всего	6	7
53	самом деле	2	6
54	вопрос о	2	6
55	во всех	1	6
56	по отношению	6	6
57	все же	4	6
58	что это	1	6
59	все эти	2	6
60	движение от	1	6
61	было бы	2	6
62	и тем	1	6
63	в ее	1	6
64	нас к	1	6
65	в сознании	2	6
66	между собой	2	6
67	и что	1	6
68	заключается в	1	6
69	связь между	1	6
70	в какой	2	6
71	именно в	4	6
72	а не	17	6
73	как бы	5	6
74	мы должны	1	6
75	все что	1	6
76	оба эти	1	5
77	оно есть	1	5
78	в целом	5	5
79	же мере	2	5
80	чем это	1	5
81	как говорит	2	5
82	могли бы	2	5
83	в силу	3	5
84	и с	2	5
85	и значение	1	5
86	с тем	1	5
87	речи от	1	5
88	тогда когда	2	5
89	в процессе	2	5
90	слова как	1	5
91	же самое	2	5
92	данном случае	2	5
93	является в	1	5
94	если бы	3	5
95	в виду	1	5
96	на вопрос	4	5
97	можно сказать	2	5
98	с одной	3	5
99	в качестве	31	5
100	в начале	2	5
101	себе в	2	5
102	слова в	1	5
103	одной стороны	3	5
104	как это	1	5
105	в данном	2	5
106	отношению к	5	5
107	с этой	1	5
108	и для	1	5
109	отношения между	1	4
110	едва ли	2	4
111	еще не	3	4
112	с другой	4	4
113	в нашем	3	4
114	если в	3	4
115	как в	1	4
116	но в	8	4
117	ситуации в	1	4
118	не можем	1	4
119	отношение между	1	4
120	и во	1	4
121	во внутреннюю	1	4
122	в такой	1	4
123	в котором	3	4
124	не в	14	4
125	в той	8	4
126	не менее	1	4
127	никогда не	2	4
128	своей природе	1	4
129	связи с	1	4
130	в области	4	4
131	не могут	3	4
132	что оно	1	4
133	не есть	8	4
134	имеет место	5	4
135	о том	5	4
136	в его	13	4
137	и только	1	4
138	по этому	1	4
139	так что	1	4
140	во внешней	1	4
141	то и	1	4
142	к мысли	1	4
143	друг друга	1	4
144	о чем	1	4
145	функции и	1	4
146	и от	1	4
147	то о	1	4
148	и наконец	1	4
149	этой точки	1	4
150	на самом	2	3
151	между двумя	3	3
152	в первом	2	3
153	собственном смысле	1	3
154	мы уже	1	3
155	есть не	8	3
156	совпадает с	2	3
157	из того	4	3
158	хотел сказать	1	3
159	в ней	1	3
160	в чем	1	3
161	но не	10	3
162	нет и	2	3
163	в этой	5	3
164	как к	2	3
165	целому и	1	3
166	из этих	2	3
167	учение о	1	3
168	он не	3	3
169	отношений между	1	3
170	и по	2	3
171	одно и	1	3
172	так и	4	3
173	и заключается	2	3
174	с другими	4	3
175	и во-вторых	1	3
176	развития в	1	3
177	такой же	2	3
178	для него	2	3
179	в своей	6	3
180	втором случае	1	3
181	состоит в	11	3
182	том и	2	3
183	по себе	4	3
184	на котором	1	3
185	в основе	6	3
186	в самой	1	3
187	я не	1	3
188	во всем	1	3
189	этом отношении	2	3
190	представляется нам	1	3
191	отличается от	2	3
192	его с	1	3
193	в собственном	3	3
194	приводит нас	1	3
195	для этого	2	3
196	с ним	4	3
197	нашей работы	1	3
198	но мы	1	3
199	во втором	1	3
200	нуждается в	8	3
201	что и	3	3
202	это не	6	3
203	к нему	3	3
204	и является	2	3
205	есть в	1	3
206	только на	1	3
207	мы находим	1	3
208	как раз	1	3
209	были бы	1	3
210	до сих	1	3
211	же точно	1	3
212	и потому	2	3
213	смысле этого	1	3
214	содержат в	1	3
215	этого слова	7	3
216	и о	2	3
217	сих пор	1	3
218	но это	1	3
219	о его	1	3
220	не является	2	3
221	между ними	1	3
222	первом случае	2	3
223	в то	9	3
224	и состоит	5	3
225	не означает	1	3
226	как известно	3	2
227	ко всем	1	2
228	отношения к	2	2
229	одним из	3	2
230	также и	2	2
231	мере в	3	2
232	и есть	3	2
233	самом простом	1	2
234	то в	2	2
235	и до	2	2
236	все те	1	2
237	разложения на	1	2
238	мы и	1	2
239	столь же	4	2
240	конечном счете	4	2
241	отношение к	2	2
242	отличие от	6	2
243	что ее	1	2
244	перед нами	1	2
245	его к	2	2
246	в действительности	1	2
