N	2gram	Tiupa_Hudo_1	Myshleni
1	и в	19	25
2	мышления и	1	23
3	в том	18	23
4	на основе	2	22
5	том что	8	20
6	внутренней речи	14	19
7	таким образом	3	17
8	так же	2	17
9	что в	6	17
10	в основе	4	16
11	как и	2	15
12	в его	9	15
13	то что	4	15
14	в этом	11	14
15	вместе с	1	14
16	между собой	2	13
17	может быть	14	13
18	в целом	3	13
19	так как	1	12
20	в качестве	24	12
21	могли бы	1	11
22	по своему	2	11
23	что они	1	10
24	перед нами	1	10
25	и что	3	10
26	что и	2	10
27	было бы	1	10
28	того что	4	10
29	только в	5	10
30	как бы	9	10
31	и не	15	10
32	связи с	1	9
33	заключается в	2	9
34	ни в	5	9
35	как в	2	9
36	как мы	1	8
37	того чтобы	2	8
38	тем что	1	8
39	не является	4	8
40	речи и	3	8
41	столь же	1	7
42	по своей	7	7
43	все эти	2	7
44	по себе	2	7
45	в области	6	7
46	для того	2	7
47	как это	5	7
48	же как	1	6
49	того же	2	6
50	совпадает с	2	6
51	и на	2	6
52	но не	11	6
53	потому что	3	6
54	как уже	2	6
55	представляет собой	10	6
56	не только	16	6
57	в силу	1	6
58	не может	7	6
59	точки зрения	10	6
60	в отличие	7	6
61	не в	7	6
62	в отношении	3	6
63	не менее	3	6
64	в собственном	1	6
65	внешней речи	2	6
66	один из	2	6
67	что он	3	6
68	отличие от	7	6
69	со всеми	1	6
70	с другой	7	6
71	в связи	1	6
72	слова и	2	6
73	все это	2	6
74	одним из	1	5
75	человека и	1	5
76	связи между	1	5
77	с ее	5	5
78	как говорит	3	5
79	и как	3	5
80	и к	3	5
81	отношения между	1	5
82	что это	1	5
83	что она	2	5
84	при этом	13	5
85	и по	2	5
86	тем не	3	5
87	могут быть	4	5
88	и т.д	3	5
89	о том	2	5
90	значения и	2	5
91	так и	11	5
92	если бы	3	5
93	в этой	2	5
94	по типу	1	5
95	входит в	4	5
96	с одной	2	5
97	значения слов	1	5
98	для него	4	5
99	именно в	2	5
100	из которых	1	5
101	одной стороны	2	5
102	мы имеем	6	4
103	еще не	3	4
104	отнюдь не	2	4
105	в своем	2	4
106	по пути	4	4
107	из этих	3	4
108	в известном	1	4
109	на то	1	4
110	он не	4	4
111	как с	1	4
112	той же	1	4
113	и того	2	4
114	одного и	2	4
115	не столько	3	4
116	в то	6	4
117	этого слова	2	4
118	и внутренней	1	4
119	никогда не	2	4
120	что речь	1	4
121	не могут	1	4
122	к тому	4	4
123	и это	2	4
124	то время	1	4
125	приводит к	5	4
126	мог бы	3	4
127	с ним	2	4
128	в какой	2	4
129	из них	1	4
130	но и	10	4
131	прежде всего	4	4
132	нет никаких	1	4
133	тем и	1	4
134	а в	12	4
135	сказать что	4	4
136	речи как	1	4
137	в частности	13	4
138	которая не	1	4
139	на деле	3	3
140	то в	2	3
141	в котором	1	3
142	но как	2	3
143	если в	1	3
144	с которыми	1	3
145	по отношению	9	3
146	оно является	1	3
147	в самом	5	3
148	но на	1	3
149	в случае	1	3
150	не как	2	3
151	и сам	1	3
152	на этом	1	3
153	значение в	1	3
154	его в	2	3
155	в жизни	2	3
156	или менее	5	3
157	которые в	1	3
158	состоит в	16	3
159	их в	3	3
160	не могли	1	3
161	но только	1	3
162	та или	1	3
163	перед ним	1	3
164	предметов в	1	3
165	отличается от	2	3
166	не есть	1	3
167	от внешней	1	3
168	в себя	2	3
169	по признаку	1	3
170	или иная	1	3
171	связаны с	1	3
172	вслед за	1	3
173	обе эти	1	3
174	мы видим	1	3
175	с ними	1	3
176	дело с	1	3
177	путь к	1	3
178	который в	2	3
179	между тем	4	3
180	по этому	1	3
181	если мы	2	3
182	от понятия	1	3
183	или иной	7	3
184	или слова	1	3
185	к которому	4	3
186	а с	2	3
187	же точно	1	3
188	и слово	1	3
189	приводящего к	1	3
190	для возникновения	2	3
191	с этой	1	3
192	в результате	1	3
193	между ними	4	3
194	другой стороны	5	3
195	в свою	3	3
196	имеет место	2	3
197	в сфере	1	2
198	и то	4	2
199	между двумя	2	2
200	к другому	1	2
201	едва ли	1	2
202	то же	10	2
203	а как	1	2
204	определенное значение	1	2
205	в чем	2	2
206	с его	6	2
207	бы в	1	2
208	вступают в	1	2
209	хотя и	3	2
210	с нею	1	2
211	это тот	1	2
212	с их	2	2
213	в себе	9	2
214	говорит не	1	2
215	на его	1	2
216	словом или	1	2
217	заключает в	1	2
218	все виды	1	2
219	слова не	1	2
220	здесь мы	1	2
221	в нем	5	2
222	в мире	21	2
223	об этом	2	2
224	а по	1	2
225	того или	3	2
226	с другими	4	2
227	лишь на	1	2
228	речи для	1	2
229	к области	3	2
230	в них	2	2
231	на первый	1	2
232	в этих	3	2
233	в своей	5	2
234	место в	4	2
235	что говорит	1	2
236	всякий раз	2	2
237	этих моментов	1	2
238	однако в	4	2
239	бы быть	1	2
240	нас к	1	2
241	тому что	2	2
242	тем самым	4	2
243	знаком и	1	2
244	на котором	1	2
245	одна из	2	2
246	в центр	1	2
247	к изучению	1	2
248	вытекает из	2	2
249	имеем дело	2	2
250	возникает на	1	2
251	и его	12	2
252	из того	1	2
253	и другими	1	2
254	в каком	2	2
255	образом что	1	2
256	той или	4	2
257	оно не	1	2
258	не будет	2	2
259	свою очередь	2	2
260	говорит и	3	2
261	только при	1	2
262	и может	1	2
263	того и	1	2
264	для этого	1	2
265	и здесь	1	2
266	внимание на	1	2
267	что каждый	2	2
268	а также	5	2
269	или иначе	4	2
270	другого в	1	2
271	речи есть	1	2
272	эти последние	1	2
273	этом смысле	3	2
274	известном смысле	1	2
275	этой точки	1	2
276	знаков в	2	2
277	же типа	1	2
278	не происходит	1	2
279	без этого	1	2
280	так что	1	2
281	уже не	4	2
282	ни было	1	2
283	является не	1	2
284	речь в	1	2
285	слова в	2	2
286	в одном	2	2
287	не появляется	1	2
288	с той	1	2
289	на которые	1	2
290	могут служить	2	2
291	и том	1	2
292	от всех	1	2
293	и пути	1	2
294	и особенно	2	2
295	и потому	2	2
296	к жизни	2	2
297	для обозначения	1	2
298	такого рода	10	2
299	тому как	1	2
300	должно быть	1	2
301	иначе говоря	4	2
302	в резком	1	2
303	задолго до	2	2
304	и для	2	2
305	и от	1	2
306	или в	2	2
307	имеет дело	1	2
308	о котором	1	2
309	и одновременно	5	2
310	совпадает со	1	2
311	все они	1	2
312	же в	1	2
313	тот же	1	2
314	но всегда	1	2
315	вступает в	1	2
316	направленной на	1	2
317	или иного	3	2
