N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	43	49
2	то есть	4	32
3	прежде всего	10	19
4	в его	10	18
5	и на	10	17
6	не только	11	17
7	и его	8	17
8	в этом	13	15
9	и не	29	15
10	в них	4	13
11	только в	4	13
12	но и	14	13
13	во время	4	12
14	как и	14	11
15	и т.п	1	11
16	как бы	22	11
17	в этой	1	10
18	вовсе не	5	10
19	в нем	12	9
20	для него	8	9
21	и др	2	9
22	все это	5	9
23	в романе	3	9
24	в сущности	9	8
25	отношение к	2	8
26	то же	8	7
27	все же	3	7
28	все эти	5	7
29	таким образом	5	7
30	как мы	10	7
31	один из	1	7
32	не может	18	7
33	о мире	1	7
34	жизни и	1	7
35	мы уже	3	6
36	во всех	4	6
37	с их	2	6
38	так и	3	6
39	и с	5	6
40	времени и	2	6
41	рядом с	5	6
42	точки зрения	13	6
43	но он	4	6
44	в то	7	6
45	же время	5	6
46	в себя	3	6
47	то что	7	6
48	здесь в	3	6
49	в творчестве	2	6
50	так как	4	6
51	сказать что	2	6
52	с точки	8	5
53	с его	4	5
54	из этих	2	5
55	но не	5	5
56	в своем	4	5
57	при этом	6	5
58	в эту	3	5
59	в своей	4	5
60	никогда не	9	5
61	уже говорили	3	5
62	тот же	3	5
63	уже в	2	5
64	в начале	1	5
65	может быть	23	5
66	и потому	1	5
67	в основном	1	5
68	отношения к	2	4
69	и до	4	4
70	и к	3	4
71	но в	10	4
72	в себе	5	4
73	этот процесс	1	4
74	но все	2	4
75	лишь в	8	4
76	в жизни	3	4
77	в этих	6	4
78	с ним	3	4
79	одна из	2	4
80	с другой	4	4
81	и во	1	4
82	в известной	1	4
83	мы находим	1	4
84	а в	5	4
85	тем что	3	4
86	в форме	2	4
87	до сих	7	4
88	не было	1	4
89	там где	4	4
90	благодаря этому	1	4
91	и о	2	4
92	сих пор	7	4
93	том что	2	4
94	в духе	1	4
95	в своих	2	4
96	значение в	2	4
97	как на	1	4
98	также и	3	3
99	человека и	2	3
100	в самом	7	3
101	и со	3	3
102	меньшей степени	1	3
103	не был	2	3
104	точка зрения	1	3
105	менее всего	1	3
106	он пишет	2	3
107	раз в	1	3
108	да и	5	3
109	но прежде	1	3
110	в плане	1	3
111	можно было	3	3
112	а затем	2	3
113	было бы	5	3
114	из них	2	3
115	ни в	2	3
116	далеко не	4	3
117	несмотря на	1	3
118	в г	1	3
119	это ощущение	1	3
120	во всем	3	3
121	в одном	12	3
122	их в	4	3
123	даже в	3	3
124	но они	1	3
125	только с	1	3
126	и это	4	3
127	с ее	1	3
128	в ее	1	3
129	в собственном	1	3
130	так в	1	3
131	связанных с	1	3
132	и вообще	1	3
133	но здесь	5	3
134	в виду	3	3
135	о том	5	3
136	в значительной	1	3
137	к нему	5	3
138	наконец в	3	3
139	же в	1	3
140	большей или	1	3
141	образов и	1	3
142	что он	13	3
143	с одной	1	3
144	и особенно	2	3
145	связан с	1	3
146	или меньшей	1	3
147	что для	1	3
148	превращается в	2	3
149	о чем	1	3
150	одной стороны	1	3
151	видит в	1	3
152	например у	2	3
153	в книге	1	3
154	его творчества	2	3
155	но эти	4	3
156	и все	6	3
157	в большей	1	3
158	в том	6	3
159	другой стороны	3	3
160	одним из	1	2
161	мы здесь	2	2
162	на самом	1	2
163	собственном смысле	1	2
164	видеть в	1	2
165	на материале	2	2
166	он как	1	2
167	литературы и	1	2
168	еще не	9	2
169	он был	3	2
170	себе и	4	2
171	это и	1	2
172	за пределы	3	2
173	его романа	1	2
174	в произведениях	3	2
175	как к	1	2
176	целый ряд	2	2
177	та же	2	2
178	в нашем	1	2
179	учение о	1	2
180	на то	5	2
181	мы наблюдаем	2	2
182	и еще	2	2
183	значительной степени	1	2
184	в мире	1	2
185	на этой	1	2
186	зрения на	1	2
187	в художественном	3	2
188	должен был	1	2
189	речь и	2	2
190	автора и	2	2
191	по поводу	1	2
192	не во	2	2
193	затем и	2	2
194	в отношении	3	2
195	и без	2	2
196	в их	3	2
197	жизнь и	1	2
198	на фоне	5	2
199	нельзя понять	1	2
200	точку зрения	1	2
201	и эти	1	2
202	что в	4	2
203	в устах	1	2
204	диалога в	2	2
205	того как	2	2
206	весь роман	1	2
207	того чтобы	1	2
208	ничего не	3	2
209	в самой	4	2
210	и после	1	2
211	связи с	1	2
212	здесь же	1	2
213	могут быть	3	2
214	здесь не	6	2
215	без всякого	2	2
216	в пределах	16	2
217	особенно в	2	2
218	еще в	1	2
219	понятно что	1	2
220	связанная с	1	2
221	в произведении	4	2
222	в другом	7	2
223	можно сказать	1	2
224	уже во	1	2
225	и следовательно	3	2
226	в формах	3	2
227	одной из	1	2
228	очень много	1	2
229	всяком случае	1	2
230	здесь с	2	2
231	именно на	1	2
232	со всеми	3	2
233	в качестве	1	2
234	есть в	3	2
235	в конце	2	2
236	мы можем	2	2
237	у него	6	2
238	эти явления	1	2
239	и даже	3	2
240	нельзя сказать	2	2
241	связано с	1	2
242	смысла и	1	2
243	до конца	4	2
244	дух и	1	2
245	человек в	1	2
246	одну из	1	2
247	в связи	1	2
248	вместе с	1	2
249	так же	2	2
250	в него	7	2
251	вокруг себя	1	2
252	по существу	3	2
253	для понимания	2	2
254	мы сказали	2	2
255	хоть раз	1	2
256	но это	4	2
257	в смысле	1	2
258	в самые	1	2
259	пределах одной	1	2
260	сознания и	3	2
261	хотя и	5	2
262	лишь как	2	2
263	недоверие к	1	2
