N	3gram	Bakhtin_Pr_1	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	2	6
4	в том что	3	6
5	в этом отношении	2	5
6	но в то	1	5
7	в связи с	1	5
8	зрения на мир	1	4
9	а также и	1	4
10	до известной степени	1	4
11	на самом деле	3	4
12	до сих пор	1	3
13	и во всех	2	3
14	в нем не	1	3
15	и прежде всего	5	3
16	то же самое	2	2
17	дело в том	1	2
18	с точки зрения	6	2
19	в отличие от	5	2
20	можно было бы	3	2
21	и не в	1	2
22	в известной мере	1	2
23	о том как	1	2
24	со всеми его	1	2
25	не нуждается в	1	2
26	в данном случае	4	2
27	и с точки	1	2
28	в то время	1	2
29	и др в	2	2
30	не может быть	11	2
31	всего сказанного нами	1	2
32	то есть в	1	2
33	можно сказать что	2	2
34	в большинстве случаев	5	2
35	хотя бы в	1	2
36	которой можно было	1	2
37	также и в	1	2
38	что иное как	1	1
39	хотя и не	1	1
40	что с ним	1	1
41	не обходится и	1	1
42	далеко не все	1	1
43	по отношению к	19	1
44	имеет второстепенное значение	1	1
45	в самом деле	3	1
46	момент как мы	1	1
47	и как таковой	1	1
48	образом в основе	1	1
49	и в общем	1	1
50	и в то	2	1
51	ни в коем	2	1
52	как это ни	1	1
53	в строгом смысле	2	1
54	например в романе	1	1
55	между тем как	5	1
56	на самом же	1	1
57	то что в	1	1
58	же время она	1	1
59	и не менее	1	1
60	не подлежит конечно	1	1
61	так например в	1	1
62	в основе своей	3	1
63	что дело идет	1	1
64	как в его	1	1
65	может быть и	1	1
66	в коем случае	2	1
67	и в частности	2	1
68	в значительной степени	1	1
69	мир в его	1	1
70	художественном творчестве не	1	1
71	какое же значение	1	1
72	конечно никакому сомнению	1	1
73	отношению к которому	1	1
74	его а не	1	1
75	включающее в себя	1	1
76	следующей главе посвященной	1	1
77	мы здесь не	2	1
78	со всеми другими	1	1
79	то есть чисто	2	1
80	в его целом	5	1
81	самом же деле	1	1
82	все то что	3	1
83	независимо от их	1	1
84	и мы можем	1	1
85	в следующей главе	1	1
86	в одном и	1	1
87	есть не что	1	1
88	его связь с	1	1
89	не что иное	1	1
90	так и в	2	1
91	свою связь с	1	1
92	как и в	1	1
93	в свою очередь	1	1
94	на этом основании	1	1
95	в конечном счете	4	1
96	и в самом	1	1
97	о мире и	1	1
98	той или иной	2	1
99	с трудом она	1	1
100	нем не только	1	1
101	в другом случае	1	1
102	как мы уже	1	1
103	конечно не в	1	1
104	подлежит конечно никакому	1	1
105	тем не менее	3	1
106	его целом в	1	1
107	все остальные моменты	1	1
108	чрезвычайно характерно для	1	1
109	тем как в	2	1
