N	3gram	Losev_Vlad_3	Problemy
1	то же время	2	10
2	в то же	3	10
3	с самого начала	1	8
4	во всяком случае	3	4
5	к нему и	2	4
6	той или иной	1	4
7	в этом смысле	3	3
8	он в сущности	1	3
9	бы то ни	3	3
10	одно и то	1	3
11	то ни было	1	3
12	в конце концов	5	3
13	и то же	1	3
14	с другой стороны	2	3
15	не может быть	6	3
16	к тому же	5	3
17	сводится к тому	2	2
18	потому что сам	1	2
19	как раз и	5	2
20	с точки зрения	6	2
21	и в то	2	2
22	сам по себе	2	2
23	в отличие от	3	2
24	можно было бы	1	2
25	и не в	1	2
26	на этот раз	1	2
27	и в этом	5	2
28	и что все	1	2
29	в том что	10	2
30	как мы знаем	2	2
31	как и его	1	1
32	вопрос почему же	1	1
33	он мог бы	1	1
34	и в своей	1	1
35	потому что в	1	1
36	дело в том	5	1
37	так же и	1	1
38	раз и не	1	1
39	не только с	1	1
40	в самом деле	1	1
41	но даже и	2	1
42	и не хочет	1	1
43	в том и	1	1
44	том что он	1	1
45	и мы бы	1	1
46	в том же	1	1
47	может и не	1	1
48	в этом случае	1	1
49	да и то	1	1
50	что же касается	5	1
51	в другом то	1	1
52	оно должно быть	2	1
53	и то в	1	1
54	до сих пор	1	1
55	вместе с тем	6	1
56	в строгом смысле	1	1
57	а так как	1	1
58	то что в	3	1
59	на одно мгновение	1	1
60	в другом и	1	1
61	так как здесь	1	1
62	что в нем	1	1
63	это вовсе не	1	1
64	благодаря тому что	1	1
65	он не мог	1	1
66	у него нет	1	1
67	и то что	4	1
68	может быть и	1	1
69	в своей статье	1	1
70	к тому что	2	1
71	о том как	1	1
72	то время как	2	1
73	и сводится к	1	1
74	в данном случае	2	1
75	него как бы	1	1
76	он знает что	1	1
77	как будто бы	1	1
78	еще и к	1	1
79	не иначе как	1	1
80	которых он не	1	1
81	и в отношении	3	1
82	как впрочем и	1	1
83	но и не	1	1
84	то что он	1	1
85	и в том	2	1
86	потому что они	1	1
87	он во многом	1	1
88	фигурирует в его	1	1
89	может быть актом	1	1
90	в то время	4	1
91	и ни в	1	1
92	не в плане	1	1
93	мы бы сказали	3	1
94	но в конце	1	1
95	раз и навсегда	1	1
96	никакого внимания на	1	1
97	имел в виду	1	1
98	период его творчества	2	1
99	и вместе с	2	1
100	о том что	8	1
101	не говорит о	2	1
102	у него с	1	1
103	не только не	1	1
104	ни в одном	1	1
105	но все эти	1	1
106	резко отличается от	1	1
107	бы он ни	1	1
108	вопрос о том	1	1
109	тем не менее	9	1
110	как мы говорили	1	1
111	после всего этого	1	1
112	звучит не только	1	1
113	для него как	1	1
114	сама по себе	1	1
115	как мы видели	3	1
116	к самому себе	1	1
117	для того чтобы	1	1
118	что и в	3	1
119	то же самое	1	1
120	так что каждый	1	1
121	сказать что это	1	1
122	в этом отношении	2	1
