N	2gram	Propp_Isto_7	Marksizm
1	может быть	14	28
2	и пр	1	25
3	и в	24	19
4	как бы	4	19
5	и не	4	19
6	не может	14	18
7	точки зрения	4	17
8	то же	8	16
9	и его	3	16
10	как мы	3	15
11	в этом	12	15
12	таким образом	7	14
13	не только	21	13
14	с точки	1	13
15	связи с	3	13
16	в нем	6	11
17	если бы	1	11
18	вовсе не	4	11
19	не в	9	10
20	так и	5	10
21	но и	11	10
22	том что	10	10
23	самом деле	1	9
24	при этом	4	9
25	как и	6	9
26	в основе	2	9
27	а не	8	9
28	с его	3	8
29	по отношению	1	8
30	в то	2	8
31	только в	6	8
32	отношению к	1	8
33	его в	3	7
34	и более	1	7
35	одна из	7	7
36	никогда не	4	7
37	в том	7	7
38	прежде всего	2	7
39	в связи	2	7
40	но в	5	7
41	в таком	1	7
42	мы уже	4	6
43	во всех	7	6
44	и как	1	6
45	в самом	2	6
46	ни в	2	6
47	к тому	1	6
48	для того	1	6
49	же самое	1	6
50	мы можем	4	6
51	и все	6	6
52	хотя бы	1	6
53	ни было	1	6
54	того же	2	5
55	к другому	1	5
56	и на	2	5
57	все же	9	5
58	то ни	1	5
59	в данном	4	5
60	в их	4	5
61	и здесь	12	5
62	к нему	7	5
63	в его	1	5
64	в форме	2	5
65	в большинстве	1	5
66	большинстве случаев	1	5
67	тем более	2	5
68	к этому	2	5
69	так же	6	5
70	должна быть	1	4
71	а как	1	4
72	и ее	2	4
73	бы то	1	4
74	как если	1	4
75	конечно не	2	4
76	только на	2	4
77	на то	3	4
78	это не	10	4
79	было бы	2	4
80	и тем	2	4
81	мы видели	7	4
82	этой связи	1	4
83	тому что	2	4
84	ничего не	5	4
85	для себя	1	4
86	из одного	3	4
87	по мере	1	4
88	того что	6	4
89	с ними	1	4
90	что он	21	4
91	и их	1	4
92	связь с	2	4
93	в основном	2	4
94	к пониманию	1	4
95	то что	7	4
96	сказать что	2	4
97	и то	1	3
98	в котором	2	3
99	не имеют	2	3
100	в ней	1	3
101	еще не	8	3
102	в ее	2	3
103	как такой	2	3
104	иногда и	1	3
105	с этим	2	3
106	перед нами	2	3
107	все эти	2	3
108	в этой	1	3
109	нами в	2	3
110	в чужую	2	3
111	он не	6	3
112	здесь мы	5	3
113	не будет	2	3
114	в другом	1	3
115	от одного	1	3
116	мы постараемся	1	3
117	по себе	1	3
118	в этих	13	3
119	в своей	1	3
