N	3gram	Potebnia_M_3	Mirosoze
1	не может быть	3	17
2	вместе с тем	4	5
3	а не в	1	4
4	но и в	4	4
5	потому что в	1	3
6	глубины человеческой природы	1	3
7	заключает в себе	5	3
8	это значит что	1	3
9	и в самом	2	3
10	по отношению к	5	2
11	до сих пор	3	2
12	что он не	3	2
13	смысле в каком	2	2
14	в том смысле	3	2
15	то время как	1	2
16	не только в	4	2
17	он уже не	1	2
18	не могут быть	2	2
19	он не знает	1	2
20	потому что есть	1	2
21	в то время	4	2
22	в человеке и	1	2
23	для того чтобы	3	2
24	непосредственно примыкает к	1	1
25	чтобы иметь право	1	1
26	но и от	1	1
27	бросается в глаза	1	1
28	потому что он	3	1
29	не без основания	1	1
30	между людьми и	1	1
31	но он сам	1	1
32	от человека к	1	1
33	в себе самом	1	1
34	в самом деле	1	1
35	будет ли она	2	1
36	может быть назван	1	1
37	потому что не	3	1
38	еще ничего но	1	1
39	все существует лишь	1	1
40	было для него	1	1
41	и т п	2	1
42	что в то	3	1
43	всего что есть	1	1
44	есть то что	1	1
45	в том случае	1	1
46	не могут понять	1	1
47	том смысле в	1	1
48	своей души и	1	1
49	не имеет для	1	1
50	человека и все	1	1
51	не в том	5	1
52	в этих словах	1	1
53	лишь в том	1	1
54	одна и та	1	1
55	но не только	1	1
56	могут быть даны	1	1
57	тем что в	1	1
58	или лучше сказать	2	1
59	в ряду других	1	1
60	же прежде всего	1	1
61	и в том	2	1
62	к нему как	2	1
63	от того что	5	1
64	том смысле что	1	1
65	есть одно из	2	1
66	что и в	3	1
67	потому что мы	2	1
68	возможны только в	1	1
69	так же мало	1	1
70	о том что	1	1
71	но не в	1	1
72	для нас в	1	1
73	и та же	1	1
74	в том что	16	1
75	и это верно	1	1
76	он не видит	1	1
77	но и с	1	1
78	ответ на это	2	1
79	не только от	1	1
80	не имеет смысла	1	1
