N	3gram	Voloshinov_1	Psycholo
1	в том что	4	9
2	не может быть	3	8
3	и т д	1	8
4	в самом деле	5	7
5	о том что	1	7
6	во всяком случае	3	6
7	в зависимости от	2	5
8	в то время	1	5
9	с одной стороны	1	5
10	для того чтобы	1	5
11	мы никогда не	1	4
12	и той же	1	3
13	до сих пор	3	3
14	в отличие от	1	3
15	в собственном смысле	1	3
16	к тому чтобы	3	3
17	ни в какой	1	3
18	одной и той	1	3
19	в конечном счете	1	3
20	с таким расчетом	1	3
21	все то что	2	3
22	хотя и не	1	2
23	в настоящее время	1	2
24	мы не можем	1	2
25	с точки зрения	10	2
26	в таком случае	2	2
27	не было бы	1	2
28	в этом отношении	2	2
29	расчетом чтобы вызвать	1	2
30	то или иное	2	2
31	не только из	1	2
32	так как они	1	2
33	как будто бы	1	2
34	благодаря тому что	2	2
35	там же где	1	2
36	мы увидим что	4	2
37	в целом ряде	1	2
38	и таким образом	1	2
39	каждого из этих	1	2
40	всяком случае в	1	2
41	так и в	2	2
42	на самом деле	2	2
43	тем не менее	2	2
44	он не только	1	2
45	мы видели что	1	2
46	таким расчетом чтобы	1	2
47	в более тонкой	1	1
48	может быть предметом	1	1
49	а следовательно и	2	1
50	на один и	1	1
51	в чем же	1	1
52	какой степени не	1	1
53	оно может быть	1	1
54	уже не может	1	1
55	ни разу не	1	1
56	дело в том	1	1
57	и самый важный	1	1
58	так как в	1	1
59	со стороны формы	1	1
60	есть прежде всего	1	1
61	том что он	2	1
62	точки зрения в	1	1
63	явлений и процессов	1	1
64	в одной плоскости	1	1
65	по сравнению с	1	1
66	зерном из которого	1	1
67	выходит за пределы	1	1
68	а может быть	1	1
69	двух направлений в	1	1
70	субъективной и объективной	1	1
71	без всякой примеси	1	1
72	и тем не	1	1
73	отнюдь не является	1	1
74	он никогда не	1	1
75	когда мы пытаемся	1	1
76	мы полагаем что	1	1
77	и вот это	1	1
78	до конца и	1	1
79	но в такой	1	1
80	мы не знаем	1	1
81	в себя и	1	1
82	потому что оно	1	1
83	и то же	1	1
84	все больше и	1	1
85	себе а в	1	1
86	не могут быть	3	1
87	в какой степени	1	1
88	это и есть	1	1
89	то что он	1	1
90	могут быть сведены	1	1
91	но вместе с	2	1
92	мы все время	1	1
93	как бы в	1	1
94	что при таком	1	1
95	таким образом чрезвычайно	1	1
96	один и тот	2	1
97	на вопрос о	1	1
98	мы различаем в	1	1
99	можно определить как	1	1
100	только то что	2	1
101	ни в каком	1	1
102	совершенно независимо от	1	1
103	объективной психологии и	1	1
104	того и другого	1	1
105	в свою очередь	1	1
106	к нему и	1	1
107	с самого начала	5	1
108	между субъективной и	1	1
109	мы знаем о	1	1
110	в этом вопросе	1	1
111	можно сказать что	3	1
112	у нас в	2	1
113	больше и больше	1	1
114	в вопросе о	1	1
115	при этом совершенно	2	1
116	одно и то	1	1
117	в своей основе	1	1
118	никогда не поймем	1	1
119	и тот же	2	1
