N	2gram	Vygotskiy__5	Literetu
1	и не	6	22
2	и в	30	16
3	х годов	1	15
4	при этом	8	15
5	в этом	14	14
6	не только	16	14
7	но и	6	14
8	в том	27	12
9	может быть	11	12
10	а не	8	12
11	то что	37	12
12	в частности	4	11
13	не в	8	10
14	то же	7	9
15	так и	3	9
16	в то	2	9
17	того что	8	9
18	в этой	5	8
19	в жизни	1	8
20	том что	21	8
21	не может	9	8
22	к себе	1	8
23	как бы	19	8
24	в своей	4	7
25	только в	5	7
26	себя в	1	7
27	со стороны	3	7
28	точки зрения	7	7
29	я в	1	7
30	еще не	5	6
31	с его	2	6
32	в себе	5	6
33	состоит в	3	6
34	в другом	3	6
35	в стихотворении	1	6
36	произведение искусства	6	6
37	о том	10	6
38	и его	6	6
39	в его	4	6
40	и т.п	1	6
41	с другой	9	6
42	к тому	8	6
43	в стихах	1	6
44	в отличие	2	5
45	отличие от	2	5
46	как в	3	5
47	в целом	5	5
48	тому же	1	5
49	то есть	13	5
50	это не	3	5
51	как и	6	5
52	в основе	7	5
53	этом отношении	3	5
54	в ее	3	5
55	что он	17	5
56	в качестве	2	5
57	в поэзии	1	5
58	именно в	6	5
59	вместе с	12	5
60	а в	4	5
61	одним из	1	4
62	но не	7	4
63	по отношению	2	4
64	хотя и	1	4
65	и если	6	4
66	должно быть	2	4
67	однако в	1	4
68	даже в	1	4
69	никогда не	9	4
70	данном случае	3	4
71	с одной	12	4
72	в начале	1	4
73	из них	2	4
74	в одном	2	4
75	как будто	6	4
76	как у	1	4
77	до конца	2	4
78	одной стороны	12	4
79	в данном	3	4
80	по существу	2	4
81	и для	6	4
82	отношению к	1	4
83	отношения к	2	3
84	например в	1	3
85	самом деле	8	3
86	едва ли	2	3
87	той же	3	3
88	с ее	1	3
89	но уже	1	3
90	и как	7	3
91	и наконец	3	3
92	и к	4	3
93	но в	5	3
94	то в	1	3
95	на его	3	3
96	а затем	2	3
97	зрителя в	1	3
98	в глазах	2	3
99	и тем	6	3
100	с точки	2	3
101	только для	1	3
102	потому что	23	3
103	в области	1	3
104	эстетический объект	3	3
105	для его	1	3
106	части романа	2	3
107	говоря словами	1	3
108	еще в	2	3
