N	4gram	Vygotskiy__4	Myshleni
1	заключается в том что	2	4
2	заключается в том чтобы	1	3
3	как мы уже говорили	1	3
4	или во всяком случае	1	2
5	то же самое что	2	2
6	дело в том что	1	1
7	что она не может	1	1
8	только для того чтобы	1	1
9	и с точки зрения	1	1
10	а с другой стороны	1	1
11	и к тому чтобы	1	1
12	в том что эта	1	1
13	вместе с ним и	1	1
14	если мы обратимся к	1	1
15	в самом деле если	1	1
16	когда он утверждает что	1	1
17	бы то ни было	1	1
18	указывают на то что	1	1
19	том что он не	1	1
20	в том что он	1	1
21	что в сущности говоря	1	1
22	на самом деле не	1	1
23	во всяком случае то	1	1
24	ответить на этот вопрос	1	1
25	и в самом деле	2	1
26	и целый ряд других	1	1
