1	и в	13	25
2	вместе с	1	22
3	что он	5	22
4	и т	2	20
5	может быть	10	17
6	мы имеем	3	14
7	но и	15	13
8	не только	26	13
9	в его	6	12
10	уже не	4	11
11	и не	14	11
12	в этом	13	10
13	тем что	1	10
14	все же	6	10
15	в виде	2	9
16	и его	3	9
17	с другой	5	9
18	героя в	6	9
19	таким образом	5	9
20	том что	13	8
21	что в	4	8
22	и что	2	8
23	еще не	2	8
24	все эти	3	8
25	связи с	1	8
26	на него	5	8
27	потому что	2	7
28	одной стороны	5	7
29	и здесь	2	7
30	в частности	11	7
31	превращается в	2	7
32	в нем	5	7
33	в качестве	14	7
34	то что	8	7
35	во время	2	7
36	как и	4	7
37	только в	11	7
38	с одной	5	7
39	но это	2	7
40	о том	5	7
41	представляет собой	16	7
42	и он	2	6
43	или в	1	6
44	в нее	1	6
45	себя в	2	6
46	в том	14	6
47	не в	8	6
48	что и	2	6
49	прежде всего	6	6
50	не может	8	6
51	как в	5	6
52	в этих	1	6
53	это не	3	6
54	миф о	1	5
55	входит в	1	5
56	что это	4	5
57	для нас	2	5
58	него и	1	5
59	например в	1	5
60	как мы	1	5
61	здесь мы	1	5
62	в него	2	5
63	в ней	2	5
64	но не	3	5
65	ясно что	1	5
66	связано с	1	5
67	так же	2	5
68	мы не	2	5
69	в ее	4	4
70	наряду с	1	4
71	в которой	1	4
72	то же	4	4
73	все это	1	4
74	с ним	4	4
75	и тем	5	4
76	тем не	5	4
77	он не	5	4
78	мы должны	1	4
79	что все	1	4
80	если не	2	4
81	что у	2	4
82	в связи	1	4
83	а именно	1	4
84	не всегда	1	4
85	же как	2	4
86	не менее	4	4
87	герой в	1	4
88	в этой	4	3
89	и она	1	3
90	того чтобы	3	3
91	к нему	1	3
92	ему в	2	3
93	в свою	2	3
94	на себя	1	3
95	представления о	2	3
96	героя и	2	3
97	они не	2	3
98	и все	4	3
99	его к	1	3
100	никогда не	6	3
101	на том	3	3
102	их в	1	3
103	его не	1	3
104	в форме	5	3
105	и как	1	3
106	но оно	1	3
107	но уже	1	3
108	никто не	1	3
109	не превращается	1	3
110	а в	9	3
111	в данном	10	3
112	на этом	1	3
113	этого обряда	1	3
114	представляют собой	2	3
115	в себя	4	3
116	в целом	3	3
117	в то	5	3
118	о нем	3	3
119	в другой	1	3
120	для того	1	3
121	см гл	1	3
122	но эти	1	3
123	но мы	1	3
124	и с	1	3
125	в которых	1	3
126	что при	1	3
127	несмотря на	2	2
128	в некотором	1	2
129	после этого	1	2
130	если бы	4	2
131	а не	17	2
132	и быть	1	2
133	же в	4	2
134	но он	2	2
135	время в	1	2
136	так что	1	2
137	со своими	2	2
138	в формах	1	2
139	не объясняет	2	2
140	точки зрения	5	2
141	а как	3	2
142	которой он	3	2
143	по которой	1	2
144	перед нами	4	2
145	вопрос о	1	2
146	и вновь	2	2
147	к которым	1	2
148	к этому	1	2
149	или на	1	2
150	и для	3	2
151	в своей	4	2
152	и потому	1	2
153	того же	1	2
154	сказать что	3	2
155	один из	3	2
156	как можно	1	2
157	все его	4	2
158	как бы	6	2
159	то в	1	2
160	из него	1	2
161	и по	3	2
162	что мы	1	2
163	одна из	3	2
164	жизни и	4	2
165	говорит о	2	2
166	на своих	1	2
167	как у	4	2
168	а еще	1	2
169	обратим внимание	1	2
170	она не	1	2
171	вовсе не	2	2
172	только у	1	2
173	есть на	1	2
174	в дом	1	2
175	во сне	2	2
176	об этом	4	2
177	ничего не	6	2
178	ее в	1	2
179	во всех	1	2
180	очевидно что	1	2
181	это было	1	2
182	когда он	1	2
183	в это	1	2
184	в других	2	2
185	и сам	3	2
186	данном случае	6	2
187	на то	2	2
188	это время	1	2
189	до сих	1	2
190	к его	3	2
191	меня в	1	2
192	особенно в	1	2
193	от себя	1	2
194	по отношению	5	2
195	одним из	1	2
196	роль в	2	2
197	на нее	1	2
198	героя но	1	2
199	именно на	1	2
200	отношению к	5	2
201	самом деле	3	2
202	с которым	1	2
203	он может	2	2
204	мы узнаем	2	2
205	сих пор	1	2
206	в течение	2	2
207	таким же	1	2
208	того что	6	2
209	еще в	1	2
210	со стороны	6	2
211	означает что	1	2
212	но для	2	2
213	о чем	2	2
214	с этой	3	2
215	на одном	2	2
216	то его	1	2
217	можно сказать	6	2
218	том как	2	2
219	ли он	1	2
220	мы и	1	2
221	до его	1	2
222	у него	6	2
223	его зовут	1	2
224	о герое	3	2
225	наконец в	1	1
226	не говорит	1	1
227	для него	4	1
228	должна быть	2	1
229	сводится к	9	1
230	борьбы со	1	1
231	но то	1	1
232	и сейчас	1	1
233	здесь и	1	1
234	является тот	1	1
235	с собой	1	1
236	и другая	1	1
237	спрашивает у	1	1
238	к своему	2	1
239	именно к	1	1
240	важно не	2	1
241	так у	1	1
242	героя с	1	1
243	в своих	2	1
244	xix века	1	1
245	как будто	1	1
