N	2gram	Losev_Prob_5	Morfolog
1	может быть	7	52
2	и т	1	49
3	т д	1	47
4	таким образом	13	20
5	не может	5	17
6	могут быть	1	15
7	с этим	1	14
8	и в	30	13
9	в этом	17	13
10	так как	6	12
11	и др	1	12
12	перед нами	1	11
13	связи с	7	11
14	заметить что	1	10
15	то же	2	9
16	мы имеем	2	9
17	так и	7	9
18	не всегда	3	9
19	прежде всего	6	9
20	а не	5	9
21	в связи	7	9
22	и не	12	9
23	при помощи	6	8
24	что и	6	8
25	с другой	6	8
26	по существу	2	8
27	в результате	7	8
28	вопрос о	1	7
29	имеем в	1	7
30	и этим	1	7
31	или же	2	7
32	в качестве	4	7
33	представляет собою	2	7
34	в тех	1	7
35	все же	9	7
36	но не	7	6
37	может считаться	1	6
38	это не	2	6
39	не могут	2	6
40	и здесь	1	6
41	а также	3	6
42	в форме	1	6
43	в том	12	6
44	а в	6	6
45	мы не	2	5
46	не все	2	5
47	в море	1	5
48	то что	18	5
49	в образе	1	5
50	здесь можно	1	5
51	далеко не	4	5
52	не менее	5	5
53	потому что	13	5
54	или в	4	5
55	образом мы	1	5
56	этот момент	1	5
57	вслед за	2	5
58	один из	2	5
59	мы увидим	1	5
60	если мы	1	5
61	наряду с	2	5
62	как бы	6	5
63	и другие	3	5
64	также и	12	4
65	увидим ниже	1	4
66	тех же	1	4
67	что его	3	4
68	то мы	1	4
69	если в	1	4
70	как в	2	4
71	хотя и	8	4
72	и как	6	4
73	не только	18	4
74	на его	2	4
75	об этом	4	4
76	его в	6	4
77	было бы	4	4
78	вовсе не	8	4
79	как и	7	4
80	несмотря на	6	4
81	точки зрения	10	4
82	с точки	8	4
83	тем не	5	4
84	на котором	1	4
85	ничего не	2	4
86	тем что	2	4
87	в других	3	4
88	как мы	2	4
89	его самого	1	4
90	видно что	1	4
91	по отношению	2	4
92	другой стороны	6	4
93	там где	1	4
94	так же	5	4
95	а если	1	4
96	отношению к	2	4
97	что в	5	4
98	самом деле	2	3
99	на самом	1	3
100	и для	6	3
101	о помощи	1	3
102	заметим что	1	3
103	но в	9	3
104	в нашем	1	3
105	он должен	1	3
106	и по	1	3
107	прежде чем	2	3
108	но все	4	3
109	а по	1	3
110	входит в	1	3
111	из них	2	3
112	ни в	4	3
113	том что	17	3
114	и убивает	1	3
115	в то	4	3
116	и отсюда	1	3
117	на него	2	3
118	того чтобы	2	3
119	живые существа	1	3
120	здесь же	1	3
121	от того	1	3
122	по воздуху	1	3
123	то здесь	1	3
124	но и	13	3
125	он не	3	3
126	во втором	2	3
127	к нему	3	3
128	в какой	2	3
129	и ее	1	3
130	в начале	3	3
131	связывается с	1	3
132	мы можем	5	3
133	что они	3	3
134	то можно	1	3
135	из которых	1	3
136	но это	1	3
137	кроме того	2	3
138	это уже	2	3
139	мы должны	1	3
140	только что	1	3
141	же в	3	3
142	героя и	1	3
143	смысле слова	3	2
144	как это	1	2
145	тем же	3	2
146	время как	3	2
147	мужа в	1	2
148	чем это	1	2
149	совсем не	3	2
150	друг на	1	2
151	а с	4	2
152	и таким	1	2
153	первый взгляд	1	2
154	если она	1	2
155	и к	4	2
156	то в	1	2
157	как то	1	2
158	право на	1	2
159	из его	1	2
160	состоит в	1	2
161	в нее	1	2
162	можно было	2	2
163	и за	2	2
164	в другом	3	2
165	мы уже	1	2
166	большинстве случаев	1	2
167	с тем	5	2
168	на друга	1	2
169	и тогда	2	2
170	на первый	1	2
171	и при	1	2
172	что такое	1	2
173	за которым	1	2
174	имеется в	1	2
175	другой вопрос	1	2
176	нет таких	1	2
177	нельзя было	1	2
178	дается в	1	2
179	настоящее время	3	2
180	и более	2	2
181	однако в	3	2
182	заставляет его	1	2
183	все эти	2	2
184	в таких	2	2
185	что эта	1	2
186	она просит	1	2
187	с теми	1	2
188	не имеет	1	2
189	что ни	1	2
190	и его	6	2
191	так например	1	2
192	к себе	1	2
193	орел и	1	2
194	что некоторые	1	2
195	перейти к	3	2
196	для того	3	2
197	здесь не	7	2
198	то время	3	2
199	и что	6	2
200	ясно что	4	2
201	путь на	1	2
202	о том	12	2
203	нашей работы	1	2
204	с одной	3	2
205	можно сказать	6	2
206	образом если	1	2
207	и только	2	2
208	того что	3	2
209	же можно	1	2
210	хотя бы	2	2
211	этот вопрос	1	2
212	что он	7	2
213	только в	9	2
214	уже не	6	2
215	или на	1	2
216	вопроса о	1	2
217	в большинстве	1	2
218	в виде	10	2
219	никто не	1	2
220	момент в	1	2
221	из двух	1	2
222	без всякой	1	2
223	себя и	1	2
224	в дар	1	2
225	а на	1	2
226	сказать что	9	2
227	ниже в	1	2
228	о похищении	3	2
229	в частности	4	2
230	вступает с	1	2
231	мотив не	3	2
232	или по	1	2
233	одной стороны	3	2
234	но для	2	2
235	их на	1	2
236	в настоящее	3	2
237	от него	1	2
238	или нет	1	2
239	но вот	1	2
240	не от	1	2
241	одной из	1	2
242	об освобождении	2	2
243	к этому	2	2
244	точно так	3	2
245	к людям	4	1
246	не думает	1	1
247	таком случае	2	1
248	и то	5	1
249	к своей	1	1
250	победы над	1	1
251	ii и	1	1
252	свое место	1	1
253	вообще же	1	1
254	уже по	1	1
255	их и	1	1
256	г в	1	1
257	и была	1	1
258	на первом	3	1
259	от своих	3	1
260	так чтобы	1	1
261	что это	1	1
262	что иное	3	1
263	не вполне	1	1
264	ему в	1	1
265	в виду	3	1
266	начала в	1	1
267	оказывается что	4	1
268	которые он	1	1
269	он был	2	1
270	тем как	2	1
271	сама собой	1	1
272	мы будем	2	1
273	не то	2	1
274	нет не	1	1
275	же она	1	1
276	не входит	2	1
277	с трудом	1	1
278	значение и	2	1
279	а он	1	1
280	отношение к	2	1
281	оно является	1	1
282	или иное	1	1
283	в главе	1	1
284	отправляется на	1	1
285	которые не	1	1
286	во что	1	1
287	о необходимости	1	1
288	его не	2	1
289	для всех	1	1
290	овладеть ею	1	1
291	что ее	1	1
292	что касается	3	1
293	в полном	1	1
294	своих детей	1	1
295	и наконец	1	1
296	по пути	1	1
297	его к	1	1
298	и был	2	1
299	в этот	1	1
300	лишь о	1	1
301	и вслед	1	1
302	духа в	2	1
303	в которой	5	1
304	к другому	1	1
305	формы в	1	1
306	из этих	1	1
307	море и	1	1
308	не в	7	1
309	в этой	10	1
310	рассказ о	1	1
311	является продолжением	1	1
312	на то	2	1
313	а вовсе	1	1
314	вообще не	1	1
315	что она	1	1
316	главным образом	1	1
317	всех этих	1	1
318	xiv в	1	1
319	и вот	1	1
320	на свое	2	1
321	ни были	1	1
322	но некоторые	1	1
323	лишь с	1	1
324	собственно говоря	1	1
325	его до	1	1
326	по его	2	1
327	здесь мы	1	1
328	то ни	2	1
329	мифологии и	1	1
330	они должны	1	1
331	или ее	1	1
332	с колесницы	3	1
333	те или	1	1
334	от одного	1	1
335	то все	1	1
336	и дает	1	1
337	например с	1	1
338	отличать от	1	1
339	и тем	3	1
340	даже в	1	1
341	в это	2	1
342	по всему	2	1
343	друга что	1	1
344	как видно	1	1
345	между собою	1	1
346	ею и	1	1
347	чем в	1	1
348	и некоторые	1	1
349	нисколько не	5	1
350	меняется и	1	1
351	не выдерживает	1	1
352	том как	1	1
353	и их	5	1
354	при изучении	1	1
355	самого в	1	1
356	в их	1	1
357	не столько	1	1
358	из земли	4	1
359	что я	1	1
360	а есть	1	1
361	такую же	2	1
362	при этом	4	1
363	но он	5	1
364	земле и	1	1
365	силу и	1	1
366	все это	1	1
367	без всяких	1	1
368	где нет	1	1
369	видит в	3	1
370	возвращается к	1	1
371	тому что	1	1
372	и очень	1	1
373	она не	1	1
374	что мотив	1	1
375	сказок является	1	1
376	самого начала	1	1
377	того как	5	1
378	или другие	1	1
379	и притом	5	1
380	и сама	2	1
381	весь этот	1	1
382	как его	1	1
383	больше чем	2	1
384	на землю	7	1
385	же время	1	1
386	можно усмотреть	1	1
