N	3gram	Losev_Vlad_3	Narrotol
1	в данном случае	2	8
2	не только в	1	6
3	в том что	10	5
4	к тому же	5	5
5	то же время	2	4
6	той или иной	1	4
7	в то же	3	4
8	не может быть	6	4
9	на себя внимание	2	3
10	в этом отношении	2	3
11	обращает на себя	2	3
12	для того чтобы	1	3
13	тем не менее	9	3
14	о том что	8	2
15	в самом деле	1	2
16	внимание на то	1	2
17	то же самое	1	2
18	до сих пор	1	2
19	в отличие от	3	2
20	перед нами не	1	2
21	одно и то	1	2
22	уже не мог	1	2
23	и то же	1	2
24	в связи с	2	2
25	не только от	1	2
26	дело в том	5	2
27	во всяком случае	3	2
28	не только на	1	2
29	на то что	2	2
30	в известном смысле	1	2
31	что иное как	1	1
32	и в жизни	1	1
33	это то что	1	1
34	какой бы то	1	1
35	более или менее	5	1
36	в этом последнем	1	1
37	не только с	1	1
38	в том числе	1	1
39	за ее пределы	1	1
40	же как и	1	1
41	с другой стороны	2	1
42	то что каждый	1	1
43	с точки зрения	6	1
44	и не только	1	1
45	как это было	1	1
46	том случае если	2	1
47	и в то	2	1
48	сам по себе	2	1
49	при этом что	1	1
50	но в данном	1	1
51	бы то ни	3	1
52	только то что	1	1
53	и то что	4	1
54	но и здесь	1	1
55	точно так же	4	1
56	одна из них	1	1
57	зависит не только	1	1
58	у него нет	1	1
59	в том случае	3	1
60	может быть и	1	1
61	не могло быть	1	1
62	то ни было	1	1
63	все та же	1	1
64	с одной стороны	3	1
65	из них мы	1	1
66	точки зрения но	1	1
67	однако тут же	1	1
68	и потому что	2	1
69	в результате чего	1	1
70	а с другой	2	1
71	потому что в	1	1
72	всю свою жизнь	1	1
73	он уже не	1	1
74	еще и потому	2	1
75	для всего мира	1	1
76	лишь в том	1	1
77	при всей своей	1	1
78	бросается в глаза	2	1
79	содержит в себе	4	1
80	не мог бы	1	1
81	той или другой	1	1
82	мы не можем	1	1
83	существует сам по	1	1
84	сказать и о	1	1
85	еще в году	2	1
86	само по себе	3	1
87	так и его	1	1
88	собственно говоря и	1	1
89	в нашем сознании	1	1
90	у нас нет	1	1
91	ничего не говорит	4	1
92	но и не	1	1
93	если бы не	1	1
94	уже не только	1	1
95	к тому что	2	1
96	мы уже знаем	1	1
97	быть и не	1	1
98	на этот раз	1	1
99	и не могло	1	1
100	как мы видели	3	1
