N	3gram	Propp_Isto_7	Komedia
1	в том что	4	9
2	и т п	1	5
3	с другой стороны	8	5
4	в то время	2	5
5	то время как	2	4
6	и т д	16	4
7	о том что	5	3
8	с одной стороны	4	3
9	по отношению к	1	3
10	после того как	2	3
11	не в состоянии	1	2
12	бы то ни	1	2
13	во второй половине	1	2
14	видеть в нем	1	2
15	как и в	2	2
16	до сих пор	2	2
17	или может быть	1	2
18	то ни было	1	2
19	в свои руки	1	2
20	то же самое	1	2
21	т е в	2	2
22	но и в	2	2
23	и тот же	1	1
24	так же как	4	1
25	к заключению что	1	1
26	что в действительности	1	1
27	одна из них	1	1
28	в самом начале	1	1
29	отсюда видно что	3	1
30	и в конце	1	1
31	тех случаях когда	3	1
32	обращает на себя	1	1
33	к этому же	1	1
34	только в условиях	1	1
35	к тому что	1	1
36	чаще всего в	1	1
37	что он не	1	1
38	вместе с тем	1	1
39	так как он	2	1
40	имело место уже	1	1
41	независимо от того	1	1
42	он не мог	1	1
43	же как и	1	1
44	как мы видели	1	1
45	этой точки зрения	3	1
46	состоит в том	1	1
47	совершенно очевидно что	1	1
48	тем не менее	4	1
49	не менее это	1	1
50	чтобы доказать свою	1	1
51	но он не	1	1
52	как мы уже	1	1
53	более или менее	1	1
54	не только в	5	1
55	и у других	1	1
56	до наших дней	1	1
57	три или четыре	1	1
58	о содержании этих	1	1
59	в ответ на	3	1
60	с тех пор	1	1
61	в зависимости от	1	1
62	что под этим	1	1
63	не прошло и	1	1
64	мы и здесь	1	1
65	в тех случаях	4	1
66	что у него	4	1
67	в большинстве случаев	1	1
68	на то чтобы	2	1
69	и здесь мы	2	1
70	мы уже знаем	3	1
71	хотя и не	1	1
72	с семьей на	2	1
73	в данном случае	3	1
74	с этой точки	3	1
75	можно было бы	1	1
