N	2gram	Voloshinov_1	Istorich
1	и в	3	24
2	не только	1	21
3	не может	4	14
4	может быть	1	14
5	но и	1	11
6	мы видим	1	10
7	то же	1	8
8	а не	1	8
9	один из	2	7
10	и все	1	6
11	не менее	1	5
12	точки зрения	1	4
13	и не	1	4
14	связи с	1	3
15	из этих	1	3
16	по своим	1	3
17	если в	2	2
18	в то	1	2
19	в особенности	1	2
20	он в	1	2
21	тому что	1	2
22	и на	1	2
23	его от	1	1
24	может и	1	1
25	можно назвать	1	1
26	можно и	1	1
27	бы на	1	1
28	вопрос что	1	1
29	и больше	1	1
30	к тому	1	1
31	с точки	1	1
32	во второй	1	1
33	в каждом	1	1
34	ни один	1	1
35	если бы	1	1
36	влияния на	1	1
37	в его	1	1
38	впадает в	1	1
39	в ней	1	1
40	на нее	1	1
