N	4gram	Voloshinov_2	Myslijsy
1	но тем не менее	1	3
2	в то же время	8	3
3	вопрос о происхождении языка	1	2
4	уже с самого начала	1	2
5	не что иное как	1	2
6	дело в том что	1	2
7	одного и того же	4	2
8	бы они ни были	1	2
9	все более и более	2	2
10	уже о том что	1	1
11	говоря уже о том	1	1
12	так а не иначе	1	1
13	бы то ни было	4	1
14	в более или менее	1	1
15	и в том что	1	1
16	с одной стороны и	2	1
17	несколько слов об отношении	1	1
18	тем не менее в	1	1
19	языка с одной стороны	1	1
20	языка не может быть	1	1
21	не говоря уже о	1	1
