N	2gram	Berdyaev_M_1	Istorich
1	и в	28	24
2	не только	29	21
3	что он	10	21
4	и т	1	17
5	т е	2	16
6	может быть	30	14
7	не может	28	14
8	что в	10	13
9	в этих	4	13
10	мы имеем	1	12
11	как в	2	12
12	в этом	20	12
13	в ином	2	12
14	но и	25	11
15	это не	5	10
16	том что	3	10
17	и что	2	10
18	у него	17	10
19	мы видим	2	10
20	а в	4	10
21	все же	2	9
22	этот случай	2	9
23	не в	16	9
24	о том	2	9
25	потому что	16	9
26	еще не	1	8
27	что и	4	8
28	так как	3	8
29	а не	25	8
30	все это	6	8
31	во всех	1	7
32	то что	5	7
33	с собой	3	7
34	к нему	7	7
35	один из	4	7
36	в том	6	7
37	вместе с	6	7
38	но не	8	6
39	как он	2	6
40	в нем	13	6
41	он не	24	6
42	всех этих	1	6
43	об этом	1	6
44	как и	5	6
45	для нас	3	6
46	и все	10	6
47	а именно	1	6
48	того что	7	6
49	только в	6	6
50	ответ на	1	6
51	тем что	4	6
52	так же	1	6
53	с этой	4	6
54	во время	1	6
55	мы увидим	3	6
56	то это	1	5
57	отношение к	4	5
58	но в	7	5
59	имеем в	1	5
60	что она	1	5
61	не менее	1	5
62	с ним	2	5
63	в русской	1	5
64	ничего не	3	5
65	ином мире	1	5
66	так и	1	5
67	начинается с	1	4
68	мы уже	1	4
69	мы не	1	4
70	как бы	2	4
71	точки зрения	4	4
72	в их	4	4
73	не имеет	3	4
74	никогда не	14	4
75	так в	1	4
76	то не	1	4
77	с того	2	4
78	ли он	1	4
79	то и	1	4
80	вовсе не	1	4
81	если не	1	4
82	в состоянии	1	4
83	и не	11	4
84	одной из	1	4
85	есть и	3	4
86	не вполне	1	3
87	и он	12	3
88	с его	3	3
89	себе и	2	3
90	что они	1	3
91	к себе	1	3
92	когда он	3	3
93	и наконец	1	3
94	если он	5	3
95	после этого	1	3
96	и по	4	3
97	его в	3	3
98	кажется что	1	3
99	в них	4	3
100	которой он	1	3
101	она в	1	3
102	вопрос о	2	3
103	должны были	1	3
104	в конце	7	3
105	он дает	1	3
106	не все	2	3
107	показывает как	2	3
108	и его	9	3
109	из одного	1	3
110	и этим	1	3
111	не столько	1	3
112	в образе	1	3
113	него и	2	3
114	приходит к	1	3
115	и она	2	3
116	так что	1	3
