N	2gram	Tiupa_Lite_2	Dialekti
1	и не	11	30
2	а не	20	18
3	и т	2	17
4	ничего не	3	17
5	может быть	17	17
6	то что	7	16
7	и в	19	15
8	как бы	2	14
9	точки зрения	4	14
10	не имеет	1	14
11	так как	3	14
12	что это	1	13
13	того что	5	13
14	это не	1	12
15	в этом	9	11
16	и вот	1	11
17	в том	10	11
18	прежде всего	4	11
19	не может	9	11
20	и все	1	11
21	том что	7	10
22	в основе	2	10
23	потому что	2	10
24	с ее	2	10
25	личности и	1	10
26	это и	1	9
27	то же	12	9
28	мы не	4	9
29	было бы	2	9
30	с точки	3	9
31	в виду	2	9
32	и что	2	9
33	уже не	2	9
34	в чем	1	8
35	не в	4	8
36	в себе	6	8
37	не только	8	8
38	и о	1	8
39	должна быть	1	7
40	не просто	1	7
41	и мы	1	7
42	он есть	1	7
43	как и	10	7
44	по крайней	2	7
45	и его	3	7
46	крайней мере	2	7
47	что мы	1	7
48	что он	3	7
49	что в	4	7
50	в то	9	6
51	же время	9	6
52	что и	2	6
53	так что	4	6
54	вовсе не	2	6
55	и даже	8	6
56	а именно	3	6
57	нет ничего	1	6
58	в результате	2	6
59	в сфере	4	5
60	той же	2	5
61	мы имеем	1	5
62	в сущности	3	5
63	и на	6	5
64	в своем	1	5
65	то в	2	5
66	на то	1	5
67	в нем	3	5
68	в вечности	1	5
69	есть не	1	5
70	в жизни	2	5
71	же это	1	5
72	что я	2	5
73	в ней	4	5
74	на себе	1	5
75	но только	2	5
76	того чтобы	1	5
77	я не	5	5
78	таким образом	1	5
79	о том	2	5
80	в себя	3	5
81	так и	7	5
82	можно сказать	1	5
83	именно в	1	5
84	для того	2	5
85	как же	1	5
86	личности в	3	5
87	в смысле	1	5
88	и для	3	5
89	хотя бы	2	4
90	в этой	3	4
91	и как	3	4
92	подобно тому	2	4
93	то ни	1	4
94	и с	3	4
95	с тем	2	4
96	бытия и	1	4
97	уже о	2	4
98	той или	1	4
99	ничего общего	1	4
100	еще не	2	4
101	в его	4	4
102	оказывается что	1	4
103	есть в	1	4
104	ни с	1	4
105	в одном	2	4
106	как раз	2	4
107	отнюдь не	4	4
108	так же	1	4
109	в особенности	1	4
110	тому как	2	4
111	на свете	2	4
112	но это	3	4
113	один из	4	4
114	тех или	1	4
115	бы в	1	4
116	жизни и	4	4
117	но и	10	4
118	себя как	2	3
119	отношения к	1	3
120	и то	3	3
121	едва ли	4	3
122	личности с	1	3
123	а если	2	3
124	со стороны	3	3
125	в истории	2	3
126	общего с	1	3
127	как в	1	3
128	и нет	2	3
129	когда он	1	3
130	и наконец	2	3
131	но в	2	3
132	от этого	1	3
133	собственное слово	1	3
134	все эти	1	3
135	на этом	2	3
136	не всегда	1	3
137	в данном	3	3
138	в своей	1	3
139	в их	3	3
140	и притом	1	3
141	свободы и	1	3
142	могут быть	2	3
143	более не	1	3
144	говоря уже	2	3
145	в собственном	1	3
146	к жизни	2	3
147	в словах	1	3
148	вот почему	1	3
149	все на	1	3
150	от всего	1	3
151	для всех	5	3
152	даже и	2	3
153	в области	4	3
154	за пределы	1	3
155	себя и	2	3
156	что не	2	3
157	говорит о	1	3
158	у нас	5	3
159	и потому	1	3
160	из которых	2	3
161	от него	1	3
162	с ним	2	3
163	в свою	1	3
164	не говоря	2	3
165	в сравнении	2	3
166	есть и	1	3
167	только не	1	3
168	тем самым	3	3
169	к этому	1	3
170	можно назвать	1	3
171	и без	2	2
172	мы говорим	1	2
173	и само	1	2
174	что уже	1	2
175	сущности своей	1	2
176	думаю что	1	2
177	на нем	1	2
178	во всех	3	2
179	но как	2	2
180	есть по	2	2
181	себе и	3	2
182	и будет	1	2
183	нет и	1	2
184	данный момент	1	2
185	все же	2	2
186	что по	1	2
187	себе не	2	2
188	личности а	1	2
189	в этот	1	2
190	в самом	1	2
191	ни один	1	2
192	при этом	6	2
193	тем не	2	2
194	таково что	1	2
195	с этой	2	2
196	в глубине	1	2
197	но именно	1	2
198	в них	2	2
199	все равно	2	2
200	между собою	1	2
201	со всей	1	2
202	имеет ничего	1	2
203	если есть	1	2
204	от себя	1	2
205	что было	2	2
206	однако в	6	2
207	что есть	1	2
208	в отношении	1	2
209	не менее	6	2
210	не раз	2	2
211	но они	1	2
212	того как	1	2
213	никогда не	3	2
214	всякой иной	1	2
215	и по	1	2
216	во всем	1	2
217	не по	2	2
218	и оказывается	1	2
219	что на	1	2
220	и искусство	1	2
221	не могут	1	2
222	можно и	1	2
223	свою очередь	1	2
224	в ее	2	2
225	и когда	1	2
226	вижу я	1	2
227	мог бы	1	2
228	жизнь и	1	2
229	на что	1	2
230	для этого	2	2
231	находится в	1	2
232	ее в	1	2
233	но мы	1	2
234	никак не	1	2
235	во всей	1	2
236	я вижу	2	2
237	и только	2	2
238	одной из	2	2
239	объекта в	1	2
240	или сам	1	2
241	в качестве	5	2
242	себя в	6	2
243	то и	3	2
244	из них	2	2
245	был бы	2	2
246	мы находим	1	2
247	отличие от	1	2
248	тем что	4	2
249	не было	2	2
250	в данный	1	2
251	что человек	1	2
252	другой стороны	4	2
253	именно так	1	2
254	когда же	1	2
255	в частности	4	2
256	вместе с	5	2
257	как это	2	2
258	и жизни	3	2
259	к своему	2	2
260	имя есть	1	2
261	что же	1	2
262	этой точки	1	2
263	сравнении с	2	2
264	быть не	2	2
265	где бы	1	2
266	искусством и	1	2
267	мы есть	1	2
268	не мог	1	2
269	за его	1	2
270	при таком	1	2
271	это как	2	2
272	отношении к	1	2
273	что этот	1	2
274	в свое	2	2
275	сила и	2	2
276	в противоположность	2	2
277	все что	2	2
278	речь идет	3	1
279	знает как	1	1
280	же как	2	1
281	потом и	1	1
282	ныне и	1	1
283	с кем	1	1
284	на самом	1	1
285	переход от	1	1
286	но тем	4	1
287	идет о	3	1
288	с идеей	2	1
289	исходит из	1	1
290	его что	1	1
291	жизни для	1	1
292	его не	1	1
293	здесь о	1	1
294	путь для	1	1
295	из своих	2	1
296	которая отнюдь	1	1
297	он как	1	1
298	из того	2	1
299	мы ее	1	1
300	и он	3	1
301	к общему	1	1
302	имя и	1	1
303	и этого	1	1
304	он сам	1	1
305	мне что	1	1
306	и личность	1	1
307	очевидно что	2	1
308	в новом	1	1
309	назовем его	1	1
310	и я	1	1
311	и вовсе	1	1
312	по которому	1	1
313	стороны и	1	1
314	как к	3	1
315	в полном	1	1
316	это тоже	1	1
317	тот же	2	1
318	и художественного	1	1
319	этой цели	1	1
320	где все	1	1
321	не можем	1	1
322	с какой	1	1
323	за это	1	1
324	в нашем	2	1
325	типа все	1	1
326	корнями в	1	1
327	как он	2	1
328	с чем	1	1
329	в океане	2	1
330	он не	5	1
331	одно что	1	1
332	о которой	2	1
333	показал как	1	1
334	всех этих	1	1
335	и еще	2	1
336	не пошел	1	1
337	я с	1	1
338	или иных	1	1
339	не бывает	2	1
340	одно и	2	1
341	что никакого	1	1
342	это я	1	1
343	нашем случае	1	1
344	от земли	1	1
345	его в	1	1
346	не предполагает	1	1
347	с другими	1	1
348	искусство не	2	1
349	данном случае	3	1
350	что лучше	1	1
351	всю жизнь	1	1
352	первые два	1	1
353	мы видели	1	1
354	признать его	1	1
355	ведет к	1	1
356	мы с	3	1
357	такой же	3	1
358	мы встретились	1	1
359	этого необходимо	1	1
360	он должен	1	1
361	которого является	1	1
362	знает и	1	1
363	теперь эта	1	1
364	место в	1	1
365	себе а	1	1
366	в отличие	1	1
367	до последнего	1	1
368	не от	1	1
369	сам же	1	1
370	такую же	2	1
371	но он	1	1
372	где ни	1	1
373	их в	1	1
374	вещей и	1	1
375	свобода и	1	1
376	жизни а	2	1
377	того кто	1	1
378	даже в	4	1
379	в землю	1	1
380	по улице	1	1
381	и вся	1	1
382	видно в	1	1
383	вплоть до	3	1
384	представлений об	1	1
385	по порядку	1	1
386	их собственного	1	1
387	субъекта но	1	1
388	того и	1	1
389	и всегда	1	1
390	этого сознания	1	1
391	одна из	5	1
392	имеем дело	1	1
393	до их	1	1
394	всех своих	3	1
395	такая же	1	1
396	и теперь	1	1
397	связи с	1	1
398	однако это	1	1
399	не знали	3	1
400	здоровья и	1	1
401	а в	3	1
402	бытия как	1	1
403	кто сам	1	1
404	и вполне	1	1
405	человека в	4	1
406	ли не	4	1
407	всего в	1	1
408	всего что	1	1
409	раньше не	1	1
410	субстанциальное самоутверждение	1	1
411	с образом	2	1
412	приходит к	1	1
413	как мы	1	1
414	вечности и	1	1
415	не могу	2	1
416	только то	1	1
417	в пределах	1	1
418	пока мы	1	1
419	а собственно	1	1
420	на том	1	1
421	что может	1	1
422	можно было	1	1
423	как таковую	1	1
424	мы в	1	1
425	и трудно	1	1
426	быть может	3	1
427	основе своей	1	1
428	входя в	1	1
429	картина мира	2	1
430	с одной	7	1
431	после того	1	1
432	время не	1	1
433	в эстетической	1	1
434	должно было	1	1
435	под именем	1	1
436	не могло	1	1
437	во втором	1	1
438	и хорошо	1	1
439	по случаю	1	1
440	не будучи	1	1
441	все время	1	1
442	а эти	1	1
443	который бы	1	1
444	в него	2	1
445	одного из	1	1
446	но с	3	1
447	что только	1	1
448	он стал	1	1
449	и науке	1	1
450	субъекта в	1	1
451	с другим	2	1
452	которое мы	1	1
453	сознания ни	1	1
454	уже в	2	1
455	историческом развитии	1	1
456	наша жизнь	1	1
457	слова не	1	1
458	а то	1	1
459	речь в	2	1
460	ложный путь	1	1
461	таится в	1	1
462	и других	4	1
463	и поэзии	1	1
464	одно из	2	1
465	не так	2	1
466	земли и	1	1
467	себе в	1	1
468	в конце	2	1
469	чтобы она	1	1
470	не для	1	1
471	умственные способности	1	1
472	она имеет	1	1
473	о вмешательстве	1	1
474	чем и	1	1
475	границы и	1	1
476	она и	1	1
477	или иной	1	1
478	мне и	1	1
479	мы это	1	1
480	а мы	1	1
481	с другой	8	1
482	и прежде	1	1
483	души и	1	1
484	по всей	1	1
485	к ее	1	1
486	к человеку	1	1
487	только по	1	1
488	в подлинном	1	1
489	мы сами	2	1
490	до конца	2	1
491	выше и	2	1
492	однако и	1	1
493	другим это	1	1
494	него не	2	1
495	мира в	2	1
496	человек в	1	1
497	пространства и	1	1
498	нет а	1	1
499	наряду с	1	1
500	это его	2	1
501	вокруг себя	1	1
502	по существу	3	1
503	в это	1	1
504	в контексте	1	1
505	этом случае	2	1
506	своей жизни	1	1
507	имел в	1	1
508	в недрах	1	1
509	при всем	2	1
510	не является	2	1
511	и воля	1	1
512	могло не	1	1
513	этот день	1	1
514	и от	1	1
515	единой и	1	1
516	общему делу	1	1
517	в известном	1	1
518	в христианстве	1	1
519	и присно	1	1
520	и иного	1	1
521	мира и	1	1
522	которая в	1	1
523	ее и	1	1
524	не более	2	1
525	конце концов	1	1
526	как того	1	1
527	теперь же	1	1
528	ценность и	1	1
529	на фоне	5	1
530	жизни в	4	1
531	нами не	1	1
532	собою без	1	1
533	оказывается и	1	1
534	о своем	1	1
535	в романе	1	1
536	из тех	2	1
537	не знает	2	1
538	но разве	1	1
539	поскольку речь	2	1
540	начать с	1	1
541	из этого	1	1
542	я и	4	1
543	как на	3	1
544	а я	1	1
545	о себе	3	1
546	в своих	2	1
547	гораздо более	1	1
