N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	43	56
2	то есть	4	24
3	в романе	3	21
4	в его	10	18
5	таким образом	5	17
6	все эти	5	15
7	в этом	13	14
8	в том	6	13
9	так и	3	13
10	он был	3	12
11	в то	7	12
12	и его	8	12
13	то же	8	11
14	вещей и	1	11
15	в них	4	11
16	в этих	6	11
17	и т.п	1	11
18	до конца	4	11
19	как бы	22	11
20	и до	4	10
21	мы уже	3	10
22	еще не	9	10
23	же время	5	10
24	в самом	7	9
25	и не	29	9
26	только в	4	9
27	но и	14	9
28	в сущности	9	8
29	во всех	4	8
30	не только	11	8
31	в нем	12	8
32	и с	5	8
33	и их	3	8
34	и даже	3	8
35	до сих	7	8
36	и др	2	8
37	по своему	2	8
38	сих пор	7	8
39	все это	5	8
40	том что	2	8
41	и на	10	7
42	в большинстве	9	7
43	уже говорили	3	7
44	как мы	10	7
45	у него	6	7
46	той же	3	6
47	в ее	1	6
48	в этой	1	6
49	но в	10	6
50	эпохи и	1	6
51	точки зрения	13	6
52	вовсе не	5	6
53	мы видим	1	6
54	связи с	1	6
55	большинстве случаев	8	6
56	прежде всего	10	6
57	в той	5	6
58	все они	1	6
59	и все	6	6
60	одним из	1	5
61	с ее	1	5
62	с его	4	5
63	но не	5	5
64	в пределах	16	5
65	он не	9	5
66	так сказать	6	5
67	такой же	3	5
68	во время	4	5
69	в отношении	3	5
70	в процессе	2	5
71	никогда не	9	5
72	говорили что	2	5
73	один из	1	5
74	ни с	1	5
75	не было	1	5
76	как и	14	5
77	в творчестве	2	5
78	в результате	4	5
79	что в	4	5
80	есть и	3	5
81	и другие	1	5
82	они не	1	5
83	ту же	2	4
84	например в	2	4
85	и потому	1	4
86	но по	1	4
87	не был	2	4
88	за пределы	3	4
89	и к	3	4
90	что это	2	4
91	в себе	5	4
92	при этом	6	4
93	их в	4	4
94	что все	1	4
95	переходим к	3	4
96	и ее	3	4
97	даже в	3	4
98	одна из	2	4
99	того чтобы	1	4
100	по своей	1	4
101	во всем	3	4
102	в духе	1	4
103	наконец в	3	4
104	образы и	1	4
105	времени и	2	4
106	о том	5	4
107	же характер	1	4
108	с одной	1	4
109	в качестве	1	4
110	конечно не	2	4
111	так как	4	4
112	его романе	2	4
113	в третьей	1	4
114	в основе	1	4
115	в своих	2	4
116	в их	3	3
117	конечно и	1	3
118	меньшей степени	1	3
