N	2gram	Vygotskiy__3	EvropaiC
1	таким образом	17	32
2	в том	23	31
3	и в	25	24
4	том что	20	20
5	все эти	7	19
6	не может	6	18
7	то что	15	17
8	может быть	13	15
9	все же	6	15
10	точки зрения	6	13
11	в своем	4	12
12	до сих	1	12
13	в этом	14	12
14	сих пор	1	12
15	с этим	4	11
16	между тем	3	11
17	все это	6	11
18	во всех	1	10
19	по отношению	3	10
20	так и	5	10
21	мы знаем	4	10
22	как бы	10	10
23	отношению к	2	10
24	все что	2	10
25	того же	6	9
26	на то	4	9
27	при этом	5	9
28	как и	15	9
29	с другом	5	9
30	друг с	5	9
31	в результате	3	9
32	что в	17	9
33	в самом	3	8
34	чем у	1	8
35	с точки	1	8
36	мы говорили	4	8
37	не в	6	8
38	ясно что	2	8
39	если бы	5	8
40	так же	17	8
41	и все	4	8
42	из этих	4	7
43	в силу	6	7
44	о которых	1	7
45	или менее	3	7
46	не менее	6	7
47	по существу	1	7
48	того чтобы	8	7
49	по своей	7	7
50	к тому	4	7
51	для этого	2	7
52	о том	5	7
53	и что	10	7
54	что он	6	7
55	для того	7	7
56	но и	4	7
57	и не	10	7
58	более или	1	7
59	о котором	2	7
60	начало и	1	6
61	еще не	4	6
62	и на	6	6
63	в этой	5	6
64	в мире	2	6
65	несмотря на	1	6
66	и при	1	6
67	от друга	1	6
68	с ним	4	6
69	что и	10	6
70	того что	10	6
71	говорили выше	2	6
72	только в	10	6
73	все они	2	6
74	так что	2	6
75	так как	12	6
76	мы можем	7	6
77	друг от	1	6
78	с другой	6	6
79	вместе с	14	6
80	отличается от	3	6
81	как на	2	6
82	между двумя	2	5
83	столь же	7	5
84	и к	5	5
85	но в	1	5
86	в которой	1	5
87	ступени развития	5	5
88	что это	5	5
89	в целом	13	5
90	в себе	2	5
91	тому же	1	5
92	не только	6	5
93	но все	2	5
94	не будет	2	5
95	что все	1	5
96	и с	1	5
97	его в	3	5
98	так называемого	1	5
99	что с	4	5
100	в то	4	5
101	что при	1	5
102	по сравнению	4	5
103	в пользу	5	5
104	в его	15	5
105	потому что	6	5
106	и их	3	5
107	у него	1	5
108	именно в	5	5
109	ничем не	1	5
110	другой стороны	3	5
111	по своему	11	5
112	сравнению с	3	5
113	и для	2	5
114	и от	2	5
115	к этому	3	5
116	одним из	5	4
117	в такой	1	4
118	и то	2	4
119	то же	2	4
120	мы уже	5	4
121	та же	1	4
122	совершенно так	2	4
123	из того	2	4
124	между собой	13	4
125	отношение к	1	4
126	что как	2	4
127	хотя и	2	4
128	ни один	4	4
129	своем развитии	1	4
130	он не	4	4
131	всех этих	2	4
132	факт что	5	4
133	из них	4	4
134	должно быть	2	4
135	иначе говоря	2	4
136	и конец	1	4
137	выше мы	1	4
138	тем не	5	4
139	том же	1	4
140	этой области	1	4
141	из которых	5	4
142	что эта	1	4
143	связи с	9	4
144	в дальнейшем	1	4
145	никогда не	4	4
146	и т.д	5	4
147	на вопрос	1	4
148	и у	6	4
149	если мы	3	4
150	не есть	3	4
151	в виде	3	4
152	не так	1	4
153	в конце	1	4
154	без того	1	4
155	в области	7	4
156	а с	3	4
157	которых мы	2	4
158	конце концов	1	4
159	тот факт	5	4
160	не могут	4	4
161	в течение	2	4
162	в состоянии	1	4
163	этом случае	1	4
164	мы должны	6	4
165	ибо в	1	4
166	хотя бы	1	4
167	в таком	2	4
168	как известно	3	3
169	же как	6	3
170	у взрослого	3	3
171	с в	1	3
172	с более	1	3
173	вопрос о	1	3
174	но по	2	3
175	в данном	1	3
176	мы будем	2	3
177	очевидно что	1	3
178	которые не	4	3
179	целый ряд	1	3
180	что по	2	3
181	так или	1	3
182	в тех	2	3
183	в нем	2	3
184	и по	5	3
185	и может	2	3
186	в совершенно	2	3
187	на этой	5	3
188	заключается в	9	3
189	в жизни	3	3
190	с тем	16	3
191	чем в	1	3
192	и того	4	3
193	одного и	4	3
194	в этих	2	3
195	таким же	2	3
196	представление о	1	3
197	даже в	1	3
198	что их	1	3
199	для нас	2	3
200	во всем	3	3
201	а лишь	1	3
202	уже и	1	3
203	от того	4	3
