N	3gram	Bakhtin_Pr_1	slovoVRo
1	и т п	3	23
2	то же время	9	12
3	в то же	9	12
4	с точки зрения	13	8
5	с чужим словом	1	8
6	в большинстве случаев	2	6
7	в отношении к	1	6
8	и в то	2	5
9	во всяком случае	3	5
10	и т д	1	5
11	зрения на мир	4	4
12	как мы сказали	1	4
13	в пределах того	1	4
14	с другой стороны	3	4
15	большей или меньшей	1	4
16	но в то	5	4
17	в самом предмете	1	3
18	в зависимости от	5	3
19	хотя бы и	2	3
20	в нем в	1	3
21	в данном случае	2	3
22	в большей или	1	3
23	или меньшей степени	1	3
24	более или менее	1	3
25	таким образом в	1	3
26	так и в	1	3
27	выходит за пределы	1	3
28	во всех сферах	1	3
29	бы ни были	1	2
30	и в сущности	2	2
31	точка зрения на	2	2
32	а вовсе не	1	2
33	в том и	1	2
34	в этом случае	1	2
35	из одного в	1	2
36	до сих пор	2	2
37	и не может	2	2
38	в лучшем случае	2	2
39	своего и чужого	1	2
40	до известной степени	1	2
41	в их основе	2	2
42	перестает быть тем	1	2
43	может быть только	1	2
44	то время как	1	2
45	в первом случае	1	2
46	не только в	2	2
47	в то время	1	2
48	отношение к своему	1	2
49	в известном смысле	1	2
50	и в этом	5	2
51	не могут быть	1	2
52	а не как	4	2
53	того или иного	1	2
54	одного в другой	1	2
55	в свою очередь	1	2
56	как бы ни	1	2
57	как мы уже	1	2
58	к тому что	1	2
59	одному и единому	1	2
60	можно было бы	2	2
61	друг с другом	1	2
62	и следовательно в	1	2
63	нам важна здесь	1	1
64	сферах идеологической жизни	1	1
65	слов о нем	1	1
66	а следовательно и	1	1
67	повсюду во все	1	1
68	как и у	1	1
69	с таким же	1	1
70	прямо сказать что	1	1
71	не значит конечно	2	1
72	точки зрения которого	1	1
73	значит конечно что	2	1
74	дело в том	1	1
75	имеем в виду	1	1
76	но это не	2	1
77	и так сказать	1	1
78	же время и	1	1
79	он может быть	2	1
80	они ни были	1	1
81	в высшее единство	1	1
82	рядом с другими	3	1
83	героя и этим	1	1
84	дело далеко не	1	1
85	пробным камнем для	1	1
86	лежит в одной	1	1
87	в нем и	1	1
88	в своей книге	1	1
89	для его голоса	1	1
90	не входит в	3	1
91	в неразрывной связи	1	1
92	высказывания и в	1	1
93	бы то ни	2	1
94	лишь одним из	2	1
95	в этом отношении	3	1
96	себе самому и	1	1
97	может находиться в	1	1
98	в противном случае	1	1
99	кроме того и	1	1
100	по крайней мере	1	1
101	взаимодействия с другими	1	1
102	в романе же	1	1
103	и у тургенева	1	1
104	может быть и	1	1
105	но у него	1	1
106	в прокрустово ложе	1	1
107	и в частности	1	1
108	в этом как	1	1
109	вот что говорит	1	1
110	слова так как	1	1
111	могут быть отнесены	1	1
112	становится одним из	1	1
113	и в авторской	1	1
114	в истории европейского	1	1
115	то ни было	1	1
116	но и на	1	1
117	мы имеем в	1	1
118	и всякое иное	1	1
119	не столько в	1	1
120	в одной плоскости	5	1
121	и вне его	1	1
122	переходил из одного	1	1
123	лишь абстрактный момент	1	1
124	и на его	1	1
125	в его сознании	1	1
126	мир и на	2	1
127	неразрывной связи с	1	1
128	преломления в них	1	1
129	в его романах	1	1
130	и о своем	3	1
131	к своему предмету	1	1
132	является лишь одним	2	1
133	перед нами в	1	1
134	это не значит	3	1
135	бы оно ни	1	1
136	один из этих	1	1
137	и могли бы	1	1
138	можно прямо сказать	1	1
139	могла бы быть	1	1
140	всех сферах идеологической	1	1
141	и у него	1	1
142	в настоящем и	1	1
143	не может быть	4	1
144	что они не	1	1
145	и во всяком	1	1
146	о том что	1	1
147	одной плоскости с	3	1
148	оно ни было	1	1
149	она не входит	1	1
150	но с другой	2	1
151	истории европейского романа	1	1
152	у него есть	1	1
153	в одном из	1	1
154	этой точки зрения	1	1
155	точек зрения и	1	1
156	с самого начала	1	1
157	не только не	1	1
158	ни одной из	1	1
159	и не могут	1	1
160	можно сказать что	1	1
161	и потому не	1	1
162	как точка зрения	1	1
163	по преимуществу в	1	1
164	уже не только	1	1
165	лишь там где	2	1
166	тех или иных	1	1
167	в единство некоторого	1	1
168	это не только	1	1
169	и на события	1	1
170	для того чтобы	1	1
171	в том что	6	1
172	в авторской речи	1	1
173	со всею ясностью	1	1
174	до простой ремарки	1	1
175	именно потому что	2	1
176	как мы видели	1	1
177	на мир и	2	1
