N	2gram	Vinokur_Vv_1	Istorich
1	т е	38	29
2	что он	4	24
3	и т	43	19
4	не только	21	18
5	т д	37	18
6	может быть	24	17
7	мы имеем	3	15
8	и в	27	15
9	никогда не	3	15
10	так как	13	14
11	но и	5	14
12	так же	3	13
13	что в	11	12
14	то что	17	12
15	а в	5	12
16	в этом	34	11
17	об этом	5	11
18	в этих	3	11
19	мы знаем	1	11
20	и не	13	11
21	то же	8	10
22	его в	6	10
23	этих случаях	2	10
24	еще не	4	9
25	все же	8	9
26	в другом	3	9
27	с тем	6	9
28	потому что	14	9
29	должны были	1	8
30	связи с	3	8
31	один из	6	8
32	очень много	1	8
33	мы можем	2	8
34	мы видим	1	8
35	в нем	13	7
36	таким образом	19	7
37	том что	26	7
38	не в	8	7
39	ничего не	2	7
40	вместе с	6	7
41	сих пор	5	7
42	связана с	4	6
43	то это	3	6
44	но в	10	6
45	что это	3	6
46	и что	4	6
47	в его	10	6
48	что и	3	6
49	мы уже	1	6
50	так что	5	6
51	до сих	5	6
52	наряду с	2	6
53	как бы	5	6
54	в том	31	6
55	только в	13	6
56	точно так	2	6
57	же как	3	5
58	и есть	3	5
59	представляет собой	12	5
60	как в	1	5
61	с этим	2	5
62	имеем в	1	5
63	что она	3	5
64	но все	3	5
65	было бы	5	5
66	этого не	2	5
67	в котором	4	5
68	что при	1	5
69	можно было	7	5
70	так и	1	5
71	к нему	2	5
72	в одном	4	5
73	прежде всего	8	5
74	к которому	1	5
75	а не	3	5
76	в связи	2	5
77	не может	13	5
78	этом случае	6	5
79	к тому	4	5
80	что эти	1	4
81	в ней	3	4
82	и на	3	4
83	только после	2	4
84	в одной	1	4
85	в себе	4	4
86	все эти	3	4
87	в этой	3	4
88	при этом	3	4
89	после этого	2	4
90	они должны	1	4
91	и с	2	4
92	показывает что	1	4
93	вопрос о	8	4
94	но он	1	4
95	дело не	3	4
96	того как	3	4
97	другими словами	1	4
98	что здесь	2	4
99	с одной	4	4
100	пока не	1	4
101	его и	1	4
102	руки и	1	4
103	у него	1	4
104	тем что	6	4
105	и др	2	4
106	но это	1	4
107	в область	1	4
108	как она	4	4
109	не должен	1	4
110	мы должны	1	4
111	одной из	3	4
112	и другие	1	4
113	они не	1	4
114	указать что	1	3
115	мы не	2	3
116	дать ему	1	3
117	он был	1	3
118	эта связь	1	3
119	увидим что	1	3
120	из этих	5	3
121	в очень	3	3
122	как он	6	3
123	на то	1	3
124	подобно тому	1	3
125	в работе	3	3
126	говорит что	1	3
127	уже знаем	1	3
128	должен был	4	3
129	он и	2	3
130	хотя в	2	3
131	не мог	2	3
132	в их	11	3
133	что этот	1	3
134	стоит в	2	3
135	и его	5	3
136	как будто	3	3
137	встречается в	1	3
138	и это	6	3
139	в каких	1	3
140	в себя	1	3
141	мог бы	2	3
142	по мере	4	3
143	о том	15	3
144	после того	2	3
145	должно было	1	3
146	раньше чем	3	3
147	а именно	6	3
148	если это	2	3
149	того что	12	3
150	в качестве	7	3
151	по отношению	4	3
152	представляют собой	6	3
153	одной стороны	4	3
154	что мы	2	3
155	не видит	1	3
156	как это	5	3
157	тому как	1	3
158	все это	6	3
159	из человеческих	1	3
160	но если	3	3
161	отношению к	4	3
162	также что	1	2
163	например в	2	2
164	самом деле	6	2
165	на самом	1	2
166	к таким	1	2
167	и ничего	1	2
168	и для	4	2
169	в сущности	3	2
170	что иное	4	2
171	хотя бы	5	2
172	и то	5	2
173	в которых	6	2
174	иное как	5	2
175	во всех	2	2
176	то мы	1	2
177	но не	7	2
178	этом говорит	1	2
179	не просто	4	2
180	в поисках	1	2
181	дает нам	1	2
182	ясно и	1	2
183	есть ли	1	2
184	не сам	1	2
185	в которой	1	2
186	говорят о	1	2
187	одном случае	1	2
188	тому же	1	2
189	не могла	1	2
190	на его	1	2
191	главным образом	1	2
192	так сказать	1	2
193	он должен	1	2
194	состоит в	2	2
195	в силу	3	2
196	из него	1	2
197	а затем	1	2
198	из них	3	2
199	той же	4	2
200	на этой	3	2
201	с другими	1	2
202	это не	8	2
203	есть и	4	2
204	в жизни	1	2
205	она и	1	2
206	как и	5	2
207	мы видели	2	2
208	нисколько не	3	2
209	они говорят	1	2
210	в эту	1	2
211	во время	1	2
212	эта черта	1	2
213	и ее	4	2
214	как указывает	1	2
215	не столько	2	2
216	представление о	1	2
217	и более	1	2
218	в таких	1	2
219	самого начала	1	2
220	одна из	2	2
221	уже очень	1	2
222	и именно	12	2
223	на котором	2	2
224	в русском	1	2
225	другой стороны	5	2
226	здесь нет	4	2
227	кроме того	1	2
228	только с	3	2
229	же мы	1	2
230	когда мы	2	2
231	могут быть	4	2
232	она сохраняет	1	2
233	того чтобы	21	2
234	в виду	4	2
235	здесь не	2	2
236	совершенно ясно	1	2
237	с самого	1	2
238	что у	1	2
239	на нее	2	2
240	это только	4	2
241	имеется в	1	2
242	одно из	5	2
243	в разных	5	2
244	другом месте	2	2
245	на вопрос	6	2
246	д но	5	2
247	с другой	8	2
248	а также	3	2
249	также в	1	2
250	в свете	1	2
251	нет он	1	2
252	на которой	1	2
253	но с	4	2
254	д и	1	2
255	в новой	1	2
256	с ними	1	2
257	и так	1	2
258	уже в	5	2
259	при помощи	2	2
260	дает ему	1	2
261	слова в	1	2
262	заметить что	1	2
263	в руки	6	2
264	не было	1	2
265	в особенности	4	2
266	и из	1	2
267	именно в	8	2
268	здесь в	1	2
269	но есть	1	2
270	его из	1	2
271	превращается в	1	2
272	зависит от	3	2
273	нет еще	1	2
274	видит в	4	2
275	смысле этого	8	2
276	также как	1	2
277	в тех	2	2
278	да и	4	2
279	по существу	2	2
280	которые были	2	2
281	и часто	1	2
282	или в	1	2
283	говорится в	1	2
284	чтобы понять	2	2
285	будто бы	2	2
286	в системе	1	2
287	сказать что	5	2
288	не что	4	2
289	также не	1	2
290	ее в	1	2
291	можно говорить	1	1
292	чем продолжать	1	1
293	сам по	1	1
294	века но	1	1
295	в стороне	1	1
296	это и	1	1
297	почти не	1	1
298	или по	1	1
299	права и	1	1
300	из его	2	1
301	выражается в	1	1
302	оно было	1	1
303	в зависимости	1	1
304	и за	1	1
305	по его	2	1
306	а как	3	1
307	есть не	3	1
308	и о	1	1
309	имеет свою	2	1
310	представлением о	1	1
311	вообще т	1	1
312	так чтобы	3	1
313	говорить о	3	1
314	свою особую	1	1
315	все здесь	1	1
316	похожи на	1	1
317	что можно	2	1
318	зависимости от	1	1
319	себе что	3	1
320	задача выбрать	1	1
321	вопрос об	1	1
322	в отличие	3	1
323	он сам	3	1
324	этот текст	1	1
325	что его	1	1
326	эти вещи	1	1
327	должна была	2	1
328	от его	1	1
329	но как	2	1
330	а только	8	1
331	не то	1	1
332	только при	1	1
333	в сторону	1	1
334	ответ на	3	1
335	исторический факт	1	1
336	отличие от	3	1
337	из важнейших	1	1
338	д для	1	1
339	из таких	1	1
340	в истории	9	1
