N	3gram	Bakhtin_Fr_4	OGranits
1	с точки зрения	2	5
2	не может быть	1	4
3	одно и то	1	3
4	и т.п и	1	3
5	в данном случае	1	2
6	с одной стороны	2	2
7	и то же	1	2
8	с другой стороны	3	2
9	то же слово	1	2
10	с самого начала	3	2
11	и при анализе	1	2
12	в том что	1	2
13	один и тот	2	1
14	но это конечно	1	1
15	и некоторых других	1	1
16	само собой разумеется	1	1
17	в виду что	1	1
18	более или менее	3	1
19	на самом деле	1	1
20	подобно тому как	3	1
21	те же самые	1	1
22	то же самое	1	1
23	и их функций	1	1
24	и не может	1	1
25	тесно связана с	1	1
26	в отличие от	1	1
27	нет и не	1	1
28	к сожалению мы	1	1
29	в этом отношении	1	1
30	нужно сказать что	2	1
31	может быть и	1	1
32	так как все	1	1
33	нужно отметить что	3	1
34	в узком смысле	2	1
35	для того чтобы	3	1
36	но там где	2	1
37	это единая и	1	1
38	и тот же	2	1
39	а также и	1	1
40	и к тому	1	1
41	и как бы	1	1
42	в связи с	1	1
43	это конечно не	2	1
44	в разных местах	2	1
45	то же время	8	1
46	узком смысле слова	1	1
47	включает в себя	1	1
48	но в то	1	1
49	в конечном счете	1	1
50	в то же	8	1
51	тех или иных	1	1
52	теперь мы можем	1	1
