N	3gram	Tiupa_Narr_1	Narrotol
1	в данном случае	4	8
2	даме с собачкой	1	6
3	не только в	2	6
4	во времени и	4	6
5	времени и пространстве	5	6
6	в даме с	1	5
7	в том что	8	5
8	к тому же	4	5
9	в соответствии с	1	4
10	то же время	3	4
11	и тем самым	3	4
12	той или иной	4	4
13	в то же	3	4
14	не может быть	5	4
15	на себя внимание	3	3
16	по отношению к	6	3
17	свободен теперь как	2	3
18	подобно тому как	2	3
19	начала и конца	1	3
20	матери и племянницы	3	3
21	в этом отношении	3	3
22	свидетель и судия	2	3
23	и племянницы в	3	3
24	обращает на себя	3	3
25	в первом случае	2	3
26	тем не менее	3	3
27	теперь как птица	2	3
28	на другой день	2	3
29	речь идет о	2	3
30	о том что	6	2
31	простого обыкновенного человека	1	2
32	который свободен теперь	1	2
33	эпизоде первого цикла	2	2
34	состоит в том	3	2
35	мы имеем дело	2	2
36	повествуемого мира в	1	2
37	в самом деле	1	2
38	действующее лицо события	1	2
39	в равной степени	1	2
40	то же самое	1	2
41	так и не	2	2
42	полю быстро весело	2	2
43	в рассказе о	2	2
44	что у нее	1	2
45	в маркированном положении	1	2
46	не было и	1	2
47	человека который свободен	1	2
48	до сих пор	1	2
49	сами по себе	2	2
50	идет по полю	2	2
51	в отличие от	5	2
52	не является событием	1	2
53	присутствия в мире	2	2
54	столь же очевидным	1	2
55	перед нами не	2	2
56	форме несобственно-прямой речи	2	2
57	свидетеля и судии	1	2
58	лицо события свидетель	1	2
59	состоит в своего	1	2
60	главное действующее лицо	1	2
61	робко вошла мать	1	2
62	быстро весело постукивая	2	2
63	в своего рода	1	2
64	в третьем эпизоде	2	2
65	уже не мог	1	2
66	не сводится к	2	2
67	по полю быстро	2	2
68	а во втором	2	2
69	протяжении этого эпизода	2	2
70	имеем дело с	1	2
71	в связи с	2	2
72	на протяжении этого	2	2
73	тихо робко вошла	1	2
74	событие самого рассказывания	1	2
75	дело в том	1	2
76	во втором эпизоде	1	2
77	и про чертог	2	2
78	весело постукивая палочкой	2	2
79	они и не	1	2
80	на эпизоды в	1	2
81	события свидетель и	1	2
82	в свою очередь	3	2
83	можно сказать что	4	2
84	таким каким он	2	2
85	из этих двух	1	2
86	с тематическим нарастанием	1	2
87	в художественных текстах	1	2
88	в известном смысле	2	2
89	в тексте архиерея	2	2
90	вообще чувствовала себя	1	1
91	возраст пока еще	1	1
92	умирающий герой рассказа	1	1
93	пение монахов о	1	1
94	а таким каким	1	1
95	здорового настроения героя	1	1
96	четкая граница повествовательного	1	1
97	человеку павлу об	1	1
98	от окружающего мира	1	1
99	ни стилистических ни	1	1
100	идет быстро весело	1	1
101	подлинное имя которого	1	1
102	радости переживаемой в	1	1
103	абзац несомненно начинается	1	1
104	эпизоде последней главы	1	1
105	входит и открывает	1	1
106	долго наконец пара	1	1
107	нежна и чутка	1	1
108	понимает смысла тех	1	1
109	архиереях и пережил	1	1
110	с отцом сисоем	1	1
111	смерти и т.д	1	1
112	нарастание семантического параллелизма	1	1
113	его событийной полноте	2	1
114	нового эпизода достаточно	1	1
115	другой день эпизод	1	1
116	втором всем миром	1	1
117	рациональной намеренности этого	1	1
118	в самостоятельный абзац	1	1
119	этого эпизода карета	1	1
120	параллелизм с тематическим	1	1
121	братьев и сестер	1	1
122	текста выделенный в	1	1
123	которых весело светилось	1	1
124	и когда преосвященный	1	1
125	лица и детских	1	1
126	умиранием христа в	1	1
127	даже чудотворное рождение	1	1
128	строго отграниченная система	1	1
129	но и третий	1	1
130	своего дядю преосвященного	1	1
131	фактами и не	1	1
132	то в его	1	1
133	всеми кроме матери	2	1
134	безотносительными рядоположными фактами	1	1
135	и того же	1	1
136	празднества после смерти	1	1
137	всю ночь а	1	1
138	усиливает зеркальный эффект	1	1
139	россию после восьми	1	1
140	прочли уже восьмое	1	1
141	павлушей их сближает	1	1
142	ментальному взору читателя	1	1
143	эффект уподобления чуду	1	1
144	как птица это	1	1
145	круг начальные эпизоды	1	1
146	отнюдь не разрушают	1	1
147	из гостиной голоса	1	1
148	о смерти очередного	1	1
149	окончательно ослабевает утрачивает	1	1
150	помолился лег в	1	1
151	же переносом во	1	1
152	то катя не	1	1
153	тексте архиерея стилистическая	1	1
154	действий героя явственно	1	1
155	эпизоде герою сообщают	1	1
156	низких потолков и	2	1
157	граница повествовательного переноса	1	1
158	не только священнослужителя	1	1
159	в слове писал	1	1
160	в присутствии преосвященного	1	1
161	чудотворной иконой мотив	1	1
162	в частности обращает	1	1
163	их сближает общая	1	1
164	столь очевидны что	1	1
165	назначен последний из	1	1
166	что иное как	2	1
167	времени жизни персонажа	1	1
168	неба которое над	1	1
169	многообразно переклички между	1	1
170	из выделяемых эпизодов	1	1
171	с гуровым в	1	1
172	любимого героем первого	1	1
173	два слова длинный	1	1
174	богу не молился	2	1
175	их совпадениями но	1	1
176	же рубежом восьми	1	1
177	чуда сверхсобытия телесной	1	1
178	они неразрывно объединены	1	1
179	каким он существует	1	1
180	ни аксиологических расхождений	1	1
181	несомненна сколько не	1	1
182	вдруг за границу	3	1
183	преосвященный петр и	1	1
184	небезосновательны достаточно напомнить	1	1
185	протяжении всего рассказа	1	1
186	от конца матери	1	1
187	непредвзято как результат	1	1
188	неутолимое духовное хотение	1	1
189	и лег даже	2	1
190	павел есть юродивый	1	1
191	эпизодов что преобразило	1	1
192	персонажа глава третья	1	1
193	не выделенная графически	1	1
194	в четвертом эпизоде	1	1
195	общая неловкость поведения	1	1
196	мотив чуда как	1	1
197	угнетало его своею	1	1
198	посидел немного в	1	1
199	чьи волосы как	1	1
200	а на другой	1	1
201	по сути дела	2	1
202	из дальнего монастыря	1	1
203	героя архиерей в	1	1
204	онемевших ногах седьмые	1	1
205	приезжали две богатые	1	1
206	себе появление дополнительного	1	1
207	он свободен теперь	1	1
208	на будущее какая	2	1
209	мы можем обозначить	1	1
210	осколка анализируемого текста	1	1
211	ненужному что угнетало	1	1
212	из-за гребенки как	1	1
213	архиерей впервые говорит	1	1
214	за человек и	1	1
215	собой неоднократно и	1	1
