N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	22
2	мы имеем	1	19
3	в этом	25	17
4	и т	8	16
5	что в	5	15
6	не только	9	14
7	в брак	1	14
8	в доме	1	12
9	но и	8	12
10	и не	14	12
11	в дом	2	12
12	попадает в	2	11
13	в этих	3	11
14	может быть	11	11
15	или в	3	11
16	но в	10	10
17	таким образом	11	10
18	еще не	5	10
19	в нем	24	9
20	что и	3	9
21	в том	9	9
22	что он	1	9
23	вместе с	3	9
24	как мы	14	8
25	мы видим	3	8
26	с этим	6	8
27	том что	4	8
28	но не	5	7
29	то что	6	7
30	и здесь	1	7
31	мы должны	2	7
32	уже не	2	7
33	из них	1	7
34	так как	6	7
35	с другой	2	7
36	с мотивом	3	7
37	там где	2	7
38	к этому	3	7
39	то же	11	6
40	мы уже	11	6
41	не вполне	1	6
42	это не	6	6
43	в ином	1	6
44	во время	1	6
45	ничего не	9	6
46	связи с	6	6
47	так в	1	6
48	если бы	5	6
49	в них	4	6
50	то и	1	6
51	друг друга	3	6
52	мы можем	1	6
53	женится на	1	6
54	а не	3	6
55	в течение	2	6
56	в мужской	1	6
57	а в	3	6
58	с ней	1	6
59	все же	6	5
60	он не	5	5
61	здесь мы	1	5
62	в этой	1	5
63	могут быть	5	5
64	живет в	1	5
65	того что	2	5
66	один из	3	5
67	так что	1	5
68	до сих	3	5
69	на ней	1	5
70	в некоторых	2	5
71	в частности	6	5
72	этом случае	1	5
73	сих пор	3	5
74	одним из	1	4
75	что ты	1	4
76	и на	8	4
77	все эти	9	4
78	этого мотива	1	4
79	отношение к	2	4
80	не в	5	4
81	имеем в	1	4
82	в большой	1	4
83	и с	4	4
84	у нас	1	4
85	но он	2	4
86	к ней	2	4
87	и его	16	4
88	тем что	2	4
89	она не	1	4
90	в пределах	5	4
91	в дальнейшем	6	4
92	находится в	1	4
93	только в	4	4
94	и они	1	4
95	его и	2	4
96	в других	9	4
97	они не	3	4
98	в данном	2	4
99	для нас	2	4
100	в свою	2	4
101	не может	6	4
102	и другие	5	4
103	связана с	1	3
104	их и	2	3
105	я не	1	3
106	и ее	3	3
107	не совсем	1	3
108	видели как	1	3
109	в чем	2	3
110	и как	10	3
111	и к	2	3
112	в целом	2	3
113	из этих	1	3
114	уже видели	1	3
115	их в	3	3
116	могло быть	4	3
117	его в	3	3
118	было бы	2	3
119	для них	3	3
120	далеко не	2	3
121	как и	8	3
122	должны были	1	3
123	никогда не	2	3
124	потому что	4	3
125	а мы	2	3
126	к тому	3	3
127	они и	1	3
128	о том	1	3
129	но по	2	3
130	здесь не	4	3
131	данном случае	1	3
132	уже с	1	3
133	на том	1	3
134	можно только	2	3
135	из дому	1	3
136	от них	1	3
137	в его	13	3
138	с ними	1	3
139	и у	5	3
140	при помощи	1	3
141	прежде всего	15	3
142	у него	6	3
143	связи в	1	3
144	мы еще	3	3
145	герой женится	1	3
146	в связи	5	3
147	вступает в	2	3
148	так же	6	3
149	мы увидим	1	3
150	стороны и	2	3
151	быть и	2	3
152	между прочим	1	3
153	и от	1	3
154	и все	6	3
155	он видит	1	3
156	сказать что	3	3
157	равно как	2	3
158	этим объясняется	1	3
159	ее в	2	3
160	ту же	2	2
161	например в	6	2
162	и то	4	2
163	и есть	1	2
164	здесь и	2	2
165	в котором	4	2
166	не имеют	3	2
167	той же	2	2
168	же как	2	2
169	вопрос о	2	2
170	время как	5	2
171	но она	2	2
172	на себя	2	2
173	из того	1	2
174	и он	1	2
175	в ней	4	2
176	но конечно	2	2
177	на другой	2	2
178	к жизни	2	2
179	по отношению	3	2
