N	4gram	Tiupa_Narr_1	DiskursI
1	по теме по композиции	1	5
2	теме по композиции по	1	5
3	по композиции по стилю	1	5
4	определяется предметом целью и	1	3
5	предметом целью и ситуацией	1	3
6	целью и ситуацией высказывания	1	3
7	в то же время	3	3
8	соответствующая типическим ситуациям речевого	1	2
9	типическая форма высказывания соответствующая	1	2
10	феноменов событий процессов состояний	1	2
11	жанры как формы целого	1	2
12	весь былой инвентарь мифа	1	2
13	родовых феноменов событий процессов	1	2
14	свою очередь определяется предметом	1	2
15	в этом своем качестве	1	2
16	лицо события свидетель и	1	2
17	форма высказывания соответствующая типическим	1	2
18	действующее лицо события свидетель	1	2
19	главное действующее лицо события	1	2
20	события свидетель и судия	1	2
21	в том что в	1	2
22	может быть определена как	1	2
23	одного и того же	1	2
24	высказывания соответствующая типическим ситуациям	1	2
25	в свою очередь определяется	1	2
26	в том числе и	4	2
27	очередь определяется предметом целью	1	2
28	типическим ситуациям речевого общения	1	2
29	существует благодаря связи с	2	2
30	прежде всего к ценностной	1	1
31	определена как регулятивная отношение	1	1
32	это позиция активного приятия	1	1
33	есть типическая форма высказывания	1	1
34	слушатель читатель может и	1	1
35	писал бахтин может ощущаться	1	1
36	а с прахудожественными речевыми	1	1
37	в сущности застывшее целое	1	1
38	равнодостойности сознаний встречающихся в	1	1
39	здесь действующие лица по	1	1
40	от отца к сыну	1	1
41	поэтике здесь пока еще	1	1
42	в разные времена различные	1	1
43	к категориям а не	1	1
44	чистом виде целенаправленно устремленный	1	1
45	происходят в разные времена	1	1
46	мира вокруг я героя	1	1
47	не от отца к	1	1
48	строим свою речь нам	1	1
49	иносказательность является своего рода	1	1
50	местах и в то	1	1
51	в чистом виде целенаправленно	1	1
52	кого-то деяния или происшествия	1	1
53	над проблемой речевых жанров	1	1
54	и в форме определенной	1	1
55	мы имеем дело с	1	1
56	места времени и состава	1	1
57	принципиальная для притчи иносказательность	1	1
58	до сего времени сохранили	1	1
59	и по длительности и	1	1
60	курьезное любопытное занимательное неожиданное	1	1
61	неразрывно объединены в едином	1	1
62	последовательности в какой перечислены	1	1
63	время они неразрывно объединены	1	1
64	сами участвуем как слушатели-читатели	1	1
65	что касается ментальной и	1	1
66	и внезакономерных явлениях а	1	1
67	и потому нейтральное к	1	1
68	стилевых формах косвенной речи	1	1
69	и предполагающем удовлетворение ожиданий	1	1
70	пристрастной интерпретации в качестве	1	1
71	ожиданий порождаемых динамизмом произведения	1	1
72	типа есть монолог в	1	1
73	читателя или слушателя в	1	1
74	обладают неодинаковым историческим возрастом	1	1
75	самого рассказывания в этом	1	1
76	мир эксцессов и аномалий	1	1
77	акт притчевого типа есть	1	1
78	как композиционно определенное в	1	1
79	занимательное неожиданное маловероятное беспрецедентное	1	1
80	нечто смешное но обязательно	1	1
81	повествование существует благодаря связи	1	1
82	недискурсивных формах внутренней речи	1	1
83	фактический слушатель читатель может	1	1
84	притче о блудном сыне	1	1
85	от понятия нормы а	1	1
86	том что случилось однажды	1	1
87	нормативное приложение запечатленного в	1	1
88	различные и по длительности	1	1
89	опыта к индивидуальной жизненной	1	1
90	который окружал человека к	1	1
91	с языком ставят перед	1	1
92	жанр как композиционно определенное	1	1
93	всего к ценностной однозначности	1	1
94	время жанры существенно связаны	1	1
95	собственно и составляющий морализаторскую	1	1
96	нашей способности прослеживать историю	1	1
97	по себе они таковыми	1	1
