N	3gram	Propp_Isto_4	formyVre
1	в связи с	2	5
2	и в других	1	4
3	в том числе	1	4
4	нашей точки зрения	1	3
5	до сих пор	5	3
6	может быть только	1	3
7	одно и то	1	3
8	не могло быть	1	3
9	до нас в	1	3
10	с нашей точки	1	3
11	не может быть	4	3
12	в то время	1	3
13	и то же	1	3
14	но все же	4	2
15	друг за другом	1	2
16	как мы видим	1	2
17	и в особенности	1	2
18	же как и	4	2
19	и не только	1	2
20	друг на друга	1	2
21	но и в	1	2
22	и др в	1	2
23	вместе с тем	1	2
24	то время как	1	2
25	так же как	12	2
26	не только в	2	2
27	может быть и	1	2
28	по сравнению с	3	2
29	в широком смысле	1	2
30	как и в	1	2
31	и может быть	1	1
32	на том что	1	1
33	мы видим в	1	1
34	и по существу	1	1
35	во всем мире	1	1
36	в средние века	2	1
37	тех случаях когда	2	1
38	в зависимости от	1	1
39	одной из которых	1	1
40	как мы увидим	1	1
41	но он не	1	1
42	совершенно ясно что	1	1
43	совершенно так же	6	1
44	героем и его	1	1
45	так как он	2	1
46	в тех случаях	2	1
47	в данном случае	3	1
48	таким образом и	1	1
49	при помощи которой	2	1
50	смысле этого слова	2	1
51	так и в	2	1
52	не могут быть	1	1
53	в этот момент	1	1
54	но вместе с	1	1
55	мы уже видели	1	1
56	во всех этих	1	1
57	но в греческом	1	1
58	что и у	1	1
59	то что происходит	1	1
60	и у них	1	1
61	в этом случае	3	1
62	о том что	2	1
63	уже видели как	1	1
64	но наряду с	1	1
65	он не имеет	1	1
66	мы имеем в	2	1
67	дело не только	1	1
68	мы уже знаем	1	1
69	их между собой	1	1
70	дошли до нас	1	1
