N	3gram	Medvedev_F_2	VerxiiNi
1	вместе с тем	4	8
2	с одной стороны	1	7
3	с точки зрения	7	6
4	во всяком случае	5	6
5	более или менее	1	5
6	до сих пор	1	5
7	по крайней мере	1	5
8	для того чтобы	3	5
9	но все же	2	4
10	так или иначе	1	3
11	в конце концов	2	3
12	в связи с	10	3
13	тем не менее	1	3
14	в том что	2	3
15	и связанные с	1	2
16	с тем и	2	2
17	в этом отношении	7	2
18	может быть даже	1	2
19	то или иное	1	2
20	может быть и	3	2
21	на русской почве	1	2
22	то что он	1	2
23	бы то ни	1	2
24	между этими двумя	2	2
25	таким образом в	1	2
26	то же время	5	2
27	ничего общего с	1	2
28	с самого начала	2	2
29	в то же	5	2
30	и в этом	5	2
31	влечет за собой	1	2
32	в широком смысле	1	1
33	сам он не	1	1
34	иметь в виду	1	1
35	чуть ли не	1	1
36	но если в	1	1
37	имеем в виду	1	1
38	в самом деле	5	1
39	в настоящее время	1	1
40	можно говорить лишь	1	1
41	в таком случае	1	1
42	и в то	3	1
43	до известной степени	3	1
44	сами по себе	2	1
45	особенно важное значение	1	1
46	вследствие того что	1	1
47	можно только в	1	1
48	но они не	1	1
49	с тем что	5	1
50	при этом не	1	1
51	от нее не	1	1
52	в этот период	1	1
53	том или ином	1	1
54	а отчасти и	1	1
55	лишь постольку поскольку	2	1
56	и некоторые другие	1	1
57	в том или	1	1
58	в этой области	1	1
59	в данном случае	1	1
60	но в то	1	1
61	на задний план	1	1
62	смысле этого слова	1	1
63	но при этом	1	1
64	говорить не приходится	2	1
65	в отличие от	2	1
66	и в этой	2	1
67	все дальнейшее развитие	1	1
68	не в том	3	1
69	а не как	1	1
70	все более и	1	1
71	до настоящего времени	1	1
72	с другой стороны	3	1
73	один и тот	1	1
74	не совпадает с	1	1
75	только то что	1	1
76	общем можно сказать	1	1
77	не может быть	10	1
78	в общих чертах	1	1
79	но тем не	1	1
80	всяком случае в	1	1
81	так и в	3	1
82	в свою очередь	1	1
83	это и есть	1	1
84	в этом последнем	1	1
85	более и более	1	1
86	мы имеем в	1	1
87	же что и	1	1
88	тем что в	1	1
89	что и в	1	1
90	в общем можно	1	1
91	и тот же	1	1
92	и здесь не	1	1
93	что оно является	1	1
