N	3gram	Losev_Prob_1	Narrotol
1	в том что	5	8
2	в данном случае	8	6
3	не только в	1	6
4	о том что	5	4
5	к тому же	1	4
6	тем не менее	18	4
7	при встрече с	1	3
8	в этом отношении	1	3
9	в известном смысле	1	3
10	той или иной	4	3
11	того или иного	2	3
12	можно сказать что	3	3
13	в то же	4	3
14	к тому что	1	3
15	хотя и не	2	2
16	с точки зрения	3	2
17	мы имеем дело	1	2
18	на самом деле	4	2
19	подобно тому как	2	2
20	себя не только	1	2
21	именно то что	3	2
22	и т п	1	2
23	точно так же	4	2
24	так же как	2	2
25	и тем самым	3	2
26	не только не	3	2
27	и такого рода	1	2
28	не может быть	2	2
29	таким образом что	1	1
30	в виду и	2	1
31	и того же	2	1
32	на том что	2	1
33	а между тем	1	1
34	что иное как	2	1
35	сказать что он	1	1
36	в данный момент	1	1
37	в чем же	1	1
38	иметь в виду	3	1
39	одним и тем	1	1
40	более или менее	3	1
41	в этом последнем	1	1
42	том что ни	1	1
43	в самом деле	2	1
44	в этом смысле	6	1
45	не верили в	1	1
46	никак не может	1	1
47	свидетельствует о том	2	1
48	он об этом	1	1
49	то же самое	9	1
50	начала и конца	1	1
51	как раз и	7	1
52	в таком случае	6	1
53	и в то	1	1
54	в смысловом отношении	1	1
55	что человек есть	1	1
56	что все эти	1	1
57	того и другого	1	1
58	к тому или	1	1
59	это пока еще	1	1
60	можно было бы	2	1
61	тем самым в	1	1
62	во всей его	1	1
63	как в жизни	1	1
64	до сих пор	3	1
65	то что было	1	1
66	обычно имеет место	1	1
67	так или иначе	2	1
68	как бы желая	1	1
69	как раз в	1	1
70	то время как	1	1
71	а не только	2	1
72	и тем же	1	1
73	что же было	1	1
74	тому или иному	1	1
75	однако и здесь	2	1
76	и с точки	1	1
77	на первый взгляд	1	1
78	а также и	2	1
79	ничего не знает	1	1
80	том как он	1	1
81	может и должен	1	1
82	содержащий в себе	1	1
83	в связи с	4	1
84	то что он	3	1
85	и что в	2	1
86	несет в себе	1	1
87	не для того	1	1
88	во всяком случае	3	1
89	тем что они	1	1
90	поры до времени	1	1
91	и в других	3	1
92	который ничего не	2	1
93	ее внутренняя жизнь	1	1
94	здесь не только	2	1
95	есть не что	2	1
96	в определенный момент	1	1
97	но в конце	1	1
98	в то время	1	1
99	так и в	1	1
100	то есть в	4	1
101	в основе своей	1	1
102	отношения между людьми	1	1
103	одного и того	2	1
104	определенный момент времени	1	1
105	не что иное	2	1
106	для того чтобы	8	1
107	в этом втором	1	1
108	в разговоре с	1	1
109	что никогда не	1	1
110	до поры до	1	1
111	мы встречаемся в	1	1
112	и в другом	1	1
