N	3gram	Bakhtin_sl_1	Myshleni
1	для того чтобы	1	14
2	в том что	1	11
3	с точки зрения	8	9
4	в известном смысле	2	7
5	друг с другом	2	7
6	в этом отношении	1	5
7	с самого начала	1	5
8	можно сказать что	1	5
9	с этой точки	1	4
10	то время как	2	4
11	этой точки зрения	1	4
12	в то время	2	4
13	о том что	1	4
14	с таким же	1	3
15	в этом случае	2	3
16	в лучшем случае	2	3
17	до сих пор	2	3
18	можно было бы	2	3
19	с одной стороны	4	3
20	в свою очередь	2	3
21	не может быть	1	3
22	не только не	1	3
23	и не может	2	2
24	в зависимости от	3	2
25	в отличие от	1	2
26	таким образом в	3	2
27	и в частности	1	2
28	лежит в основе	1	2
29	эта точка зрения	1	2
30	с другой стороны	4	2
31	в свое время	1	2
32	его отношение к	1	2
33	включает в себя	1	2
34	именно потому что	1	2
35	мы видим что	1	2
36	в основе этой	1	2
37	как мы видели	1	2
38	и в другом	2	2
39	и связанное с	1	1
40	на ту же	2	1
41	не может не	5	1
42	да и в	1	1
43	мы имеем в	1	1
44	более или менее	3	1
45	имеем в виду	1	1
46	не столько в	1	1
47	языка так же	1	1
48	в самом предмете	3	1
49	но и на	1	1
50	зрения не только	1	1
51	в их основе	2	1
52	на всю последующую	1	1
53	в направлении к	1	1
54	и той же	1	1
55	во всех областях	1	1
56	одно и то	2	1
57	за пределы его	1	1
58	не могло быть	1	1
59	так как во	1	1
60	в первом случае	2	1
61	это было бы	1	1
62	и то же	2	1
63	связанная с ней	1	1
64	не только по	1	1
65	того же в	1	1
66	в которой они	1	1
67	точка зрения на	2	1
68	точки зрения является	1	1
69	не могут быть	2	1
70	в какой степени	1	1
71	и ничего не	1	1
72	одни и те	1	1
73	а не как	2	1
74	прямо сказать что	1	1
75	во всяком случае	5	1
76	можно прямо сказать	1	1
77	так и в	3	1
78	с ним в	1	1
79	тем не менее	1	1
80	и во всяком	1	1
81	совершенно иным путем	1	1
82	которая лежит в	1	1
83	тем и другим	1	1
84	простое и непосредственное	1	1
85	этого основного факта	1	1
86	по аналогии с	1	1
87	и связанная с	1	1
88	мы и можем	1	1
89	те или иные	3	1
90	того или иного	2	1
91	ничего нового не	2	1
92	и те же	1	1
93	но в этом	1	1
94	и непосредственное отношение	1	1
95	он еще не	1	1
96	но и по	1	1
97	как мы видим	1	1
98	они ни были	1	1
99	в другом случае	2	1
100	в то же	12	1
101	к тому что	2	1
102	одной и той	1	1
103	тех или иных	1	1
104	в его сознании	1	1
105	там где они	1	1
106	синтаксических форм и	1	1
107	той или иной	9	1
