N	2gram	Ircho_Kome_1	Analitik
1	не только	10	22
2	и в	22	18
3	как и	9	14
4	так и	5	14
5	в этом	3	14
6	и его	8	13
7	но и	11	13
8	том что	12	12
9	в качестве	4	12
10	и не	8	12
11	в частности	3	12
12	при этом	5	11
13	то есть	1	10
14	а в	6	10
15	как бы	1	10
16	что в	6	9
17	в тексте	1	9
18	может быть	9	9
19	со стороны	2	9
20	в том	11	9
21	со своей	2	8
22	всего лишь	1	8
23	не случайно	1	8
24	и даже	5	8
25	в первой	2	8
26	по отношению	3	7
27	в русской	1	7
28	как раз	3	7
29	в его	5	7
30	с другой	5	7
31	во второй	3	7
32	но не	2	7
33	отношению к	3	7
34	и самого	2	6
35	еще не	2	6
36	в этой	7	6
37	он не	3	6
38	в их	4	6
39	не в	6	6
40	к тому	6	6
41	о том	8	6
42	в начале	3	6
43	того же	2	5
44	той же	1	5
45	как правило	3	5
46	в самом	2	5
47	однако в	3	5
48	в мире	1	5
49	в сущности	2	5
50	что и	4	5
51	между тем	5	5
52	в конце	6	5
53	в свою	2	5
54	прежде всего	5	5
55	такого рода	6	5
56	в результате	4	5
57	другой стороны	5	5
58	представляет собой	1	5
59	принадлежит к	2	4
60	и на	3	4
61	столь же	2	4
62	а и	1	4
63	что он	6	4
64	отнюдь не	1	4
65	в своем	1	4
66	и как	3	4
67	что по	2	4
68	и к	1	4
69	таким образом	8	4
70	приводит к	1	4
71	состоит в	1	4
72	по себе	1	4
73	в одном	8	4
74	ли не	4	4
75	не менее	3	4
76	и сам	3	4
77	себя в	1	4
78	далеко не	1	4
79	и а	1	4
80	о чем	1	4
81	в данном	1	4
82	все же	3	4
83	перед нами	1	4
84	здесь и	2	3
85	едва ли	7	3
86	по его	1	3
87	который в	2	3
88	мы не	3	3
89	говорить о	1	3
90	в целом	3	3
91	уже в	5	3
92	если в	1	3
93	ответ на	1	3
94	а всего	1	3
95	что они	4	3
96	в рамках	2	3
97	как в	5	3
98	с этим	1	3
99	что касается	2	3
100	из этих	1	3
101	роль в	1	3
102	тому же	6	3
103	нашего времени	1	3
104	подобно тому	1	3
105	в году	3	3
106	то же	6	3
107	в каждом	1	3
108	его в	3	3
109	точки зрения	4	3
110	и без	2	3
111	все это	5	3
112	в то	10	3
113	ничего не	3	3
114	же время	4	3
115	указывает на	2	3
116	с ее	2	3
117	данном случае	1	3
118	так в	4	3
119	жизнь и	1	3
120	путь к	2	3
121	именно в	4	3
122	было бы	2	3
123	дело с	1	3
124	во всем	1	3
125	этом отношении	3	3
126	в особенности	1	3
127	в финале	2	3
128	еще и	2	3
129	его как	1	3
130	как это	3	3
131	к жизни	1	3
132	по поводу	4	3
133	к этому	4	3
134	уже по	1	2
135	героя нашего	1	2
136	на себя	2	2
137	и он	1	2
138	в ней	1	2
