N	2gram	Potebnia_M_1	Narrotol
1	не только	21	26
2	а не	21	17
3	тогда как	2	15
4	но и	20	15
5	при этом	6	14
6	в том	26	14
7	и не	18	14
8	в этом	15	13
9	и в	39	13
10	том что	16	13
11	такого рода	1	12
12	только в	25	11
13	может быть	27	10
14	в данном	1	10
15	так и	13	9
16	то есть	42	9
17	к тому	4	9
18	а в	5	9
19	в себе	13	8
20	то что	10	8
21	не в	15	8
22	не может	22	8
23	у него	1	6
24	в своем	3	6
25	все же	6	6
26	но в	9	6
27	в жизни	3	6
28	никогда не	4	6
29	ничего не	1	6
30	в его	5	6
31	вслед за	1	6
32	того что	8	6
33	со стороны	8	6
34	прежде всего	4	6
35	как бы	6	6
36	ответ на	1	5
37	что он	1	5
38	как в	10	5
39	хотя и	3	5
40	в нем	20	5
41	тем не	6	5
42	он не	3	5
43	таким образом	13	5
44	и тем	3	5
45	далеко не	1	5
46	точки зрения	8	5
47	в котором	1	5
48	не столько	1	5
49	тем самым	4	5
50	в то	4	5
51	на него	3	5
52	о том	2	5
53	с одной	3	5
54	по отношению	13	5
55	с другой	7	5
56	одной стороны	3	5
57	отношению к	13	5
58	то же	6	4
59	в ее	1	4
60	в этой	3	4
61	перед нами	1	4
62	что это	3	4
63	уже не	2	4
64	в мире	3	4
65	в глазах	3	4
66	все его	1	4
67	и уже	1	4
68	в своей	3	4
69	не менее	6	4
70	но при	3	4
71	времени и	2	4
72	если бы	14	4
73	в другом	1	4
74	в какой	1	4
75	для него	4	4
76	как и	9	4
77	и все	3	4
78	с ним	3	4
79	же в	2	4
80	жизни и	2	4
81	что в	22	4
82	все что	2	4
83	для себя	3	3
84	самом деле	1	3
85	едва ли	1	3
86	а как	2	3
87	мы имеем	1	3
88	так а	1	3
89	с его	1	3
90	но не	8	3
91	что они	1	3
92	в целом	2	3
93	все эти	1	3
94	в ответ	1	3
95	в известном	1	3
96	и его	5	3
97	так сказать	2	3
98	не следует	5	3
99	от которого	1	3
100	и по	6	3
101	того или	1	3
102	при встрече	1	3
103	и внутренним	1	3
104	в слове	8	3
105	и того	2	3
106	что я	1	3
107	тому что	3	3
108	того чтобы	2	3
109	же время	4	3
110	по своей	1	3
111	этом отношении	1	3
112	на том	1	3
113	о котором	3	3
114	о нем	1	3
115	внимание на	1	3
116	это не	7	3
117	к ней	2	3
118	один из	1	3
119	с ними	1	3
120	и представляет	1	3
121	никак не	2	3
122	между тем	5	3
123	то и	7	3
124	или даже	3	3
125	представить себе	3	3
126	для других	1	3
127	и даже	4	3
128	только к	1	3
129	человек в	1	3
130	да и	1	3
131	с этой	2	3
132	и для	5	3
133	от первого	1	3
