N	2gram	Nazirov_Vr_1	Problemy
1	и в	8	46
2	и не	5	27
3	может быть	4	23
4	не может	2	19
5	как бы	4	19
6	в нем	6	17
7	в этом	8	16
8	у достоевского	4	16
9	не только	9	14
10	и т.п	2	14
11	на пороге	1	12
12	но и	7	12
13	как и	6	12
14	точки зрения	2	11
15	в одном	1	11
16	в самом	1	9
17	с точки	2	9
18	и все	7	9
19	в его	3	9
20	в том	3	9
21	прежде всего	1	9
22	достоевского в	7	8
23	до сих	1	8
24	сих пор	1	8
25	еще не	2	7
26	в себе	2	7
27	и с	6	7
28	что ж	2	7
29	как раз	2	7
30	то же	5	6
31	никогда не	2	6
32	и он	2	6
33	хотя и	1	6
34	но в	6	6
35	что я	2	6
36	но это	2	6
37	и его	3	6
38	о нем	6	6
39	в него	2	6
40	что он	4	6
41	произведений достоевского	1	6
42	друг друга	1	6
43	к себе	2	6
44	все это	4	6
45	в романе	6	6
46	ну что	1	5
47	в котором	6	5
48	с его	3	5
49	во всех	1	5
50	при этом	4	5
51	это не	4	5
52	в жизни	1	5
53	рядом с	2	5
54	в то	5	5
55	это слово	1	5
56	и сам	1	5
57	о том	4	5
58	же время	5	5
59	к нему	1	5
60	мы находим	1	5
61	у него	5	5
62	о себе	3	5
63	жизни и	1	5
64	в их	1	4
65	но не	1	4
66	как в	1	4
67	все же	6	4
68	знаю что	1	4
69	он не	3	4
70	людей и	1	4
71	таким образом	2	4
72	и наконец	1	4
73	он и	1	4
74	том что	3	4
75	в этих	1	4
76	своего рода	1	4
77	у тургенева	11	4
78	том же	2	4
79	раз и	1	4
80	в процессе	1	4
81	во всем	1	4
82	потому что	1	4
83	так и	1	4
84	в виду	4	4
85	уже не	2	4
86	уже в	4	4
87	к ним	2	4
88	до конца	1	4
89	да и	1	4
90	то что	7	4
91	что в	7	4
92	себя как	1	3
93	одним из	3	3
94	также и	1	3
95	человека и	1	3
96	и это	2	3
97	той же	1	3
98	преступления и	1	3
99	и о	3	3
100	отношение к	2	3
101	в той	2	3
102	в своем	3	3
103	героев достоевского	1	3
104	в условиях	1	3
105	в этой	2	3
106	как он	1	3
107	на то	3	3
108	их в	2	3
109	в мире	2	3
110	было бы	1	3
111	и наказания	2	3
112	далеко не	3	3
113	такой же	1	3
114	и их	1	3
115	в своей	2	3
116	но он	3	3
117	в повести	2	3
118	правда в	1	3
119	по своей	1	3
120	с ее	1	3
121	но при	1	3
122	нам уже	1	3
123	чем у	1	3
124	и т.д	1	3
125	и что	8	3
126	и во	3	3
127	отличается от	1	3
128	себя в	1	3
129	в конце	3	3
130	тем что	3	3
131	и даже	6	3
132	с другой	1	3
133	более того	1	3
134	с помощью	1	3
135	него в	1	3
136	так же	4	3
137	жизнь и	1	3
138	что же	1	3
139	но для	1	3
140	бы в	1	3
141	еще более	1	3
142	другой стороны	1	3
143	того же	1	3
144	героя в	1	3
145	этого романа	1	2
146	а между	1	2
147	отношения к	2	2
148	же как	2	2
149	он как	1	2
150	он сам	2	2
151	а следовательно	1	2
152	если в	1	2
153	с этим	1	2
154	как нам	1	2
155	целый ряд	4	2
156	и как	3	2
157	не было	5	2
158	не хочет	1	2
159	так в	2	2
160	но ведь	1	2
161	но на	1	2
162	развиваться в	1	2
163	время и	2	2
164	никому не	1	2
165	об этом	5	2
166	самим собой	1	2
167	этом романе	1	2
168	этом смысле	1	2
169	достоевского и	7	2
170	все равно	1	2
171	которую он	1	2
172	он тоже	2	2
173	не менее	2	2
174	одном из	1	2
175	не могли	1	2
176	того как	1	2
177	одна из	2	2
178	этой повести	1	2
179	не могло	1	2
180	следовательно и	1	2
181	ничего не	1	2
182	отношении к	1	2
183	в стиле	1	2
184	могут быть	1	2
185	творчества достоевского	1	2
186	и тонко	1	2
187	живет в	1	2
188	с ним	4	2
189	в преступлении	1	2
190	все в	1	2
191	преступлении и	1	2
192	между тем	5	2
193	от них	1	2
194	возникает вопрос	1	2
195	достоевского это	1	2
196	но с	1	2
197	для достоевского	1	2
198	он уже	1	2
199	же он	1	2
200	с нею	2	2
201	раз в	3	2
202	к достоевскому	6	2
203	быть весьма	1	2
204	для него	2	2
205	в известной	1	2
206	а в	2	2
207	мне и	2	2
208	на этот	1	2
209	в рассказе	1	2
210	материал и	1	2
211	вместе с	2	2
212	в духе	1	2
213	в первой	1	2
214	вне его	1	2
215	себя на	1	2
216	о котором	1	2
217	для нас	4	2
218	в литературной	1	2
219	в свое	1	2
220	и наказании	1	2
221	во сне	1	2
222	во всяком	1	2
223	все что	1	2
224	они не	1	2
225	рассматривать в	1	1
226	и то	2	1
227	к своей	1	1
228	и есть	1	1
229	которую они	1	1
230	по преимуществу	1	1
231	из всех	1	1
232	всей повести	1	1
233	вы не	1	1
234	из подполья	3	1
235	вот она	1	1
236	письма достоевского	1	1
237	именно к	1	1
238	совпадает с	1	1
239	мировой литературе	1	1
240	это время	1	1
241	в ней	4	1
242	удалении от	1	1
243	как правило	1	1
244	одним словом	1	1
245	но как	2	1
246	он пишет	2	1
247	и речи	1	1
248	среде но	1	1
249	к сожалению	1	1
250	искал в	1	1
251	перед началом	1	1
252	момент здесь	1	1
