N	3gram	Bakhtin_Fr_8	KFilosof
1	по отношению к	1	21
2	не может быть	2	11
3	с точки зрения	2	10
4	в едином и	1	5
5	в нем и	2	3
6	на самом деле	1	3
7	в этом смысле	1	3
8	и в этом	1	3
9	в ее целом	1	3
10	бы то ни	2	2
11	во всей его	1	2
12	то ни было	1	2
13	и не быть	1	2
14	во всех этих	1	2
15	то же время	10	2
16	вопрос о том	1	2
17	той или иной	1	2
18	в то же	10	2
19	в том что	6	2
20	события так и	1	2
21	и только в	1	2
22	это уже не	1	1
23	а следовательно и	1	1
24	несравненно шире и	1	1
25	образом и в	2	1
26	потому что в	1	1
27	проникает во все	2	1
28	в настоящее время	3	1
29	в средние века	2	1
30	а не к	1	1
31	не подлежит сомнению	3	1
32	тем или иным	1	1
33	вместе с тем	1	1
34	и то что	1	1
35	в непосредственной близости	1	1
36	и как бы	1	1
37	может быть и	1	1
38	и в то	5	1
39	всех этих моментов	1	1
40	в едином акте	1	1
41	не потому что	1	1
42	существенно проникает во	1	1
43	но в то	2	1
44	в известном смысле	1	1
45	себя в своих	1	1
46	не в том	1	1
47	бы оно ни	1	1
48	дело в том	2	1
49	к которой мы	1	1
50	и т.п но	1	1
51	для того чтобы	2	1
52	вместо того чтобы	1	1
53	и в своих	1	1
54	оно ни было	1	1
55	в каком бы	1	1
56	может быть таким	1	1
57	мы не можем	1	1
58	никогда не может	1	1
59	жизни и смерти	1	1
60	включает в себя	1	1
61	и все остальные	1	1
62	не было ни	1	1
63	не было он	1	1
64	как бы ни	1	1
65	все остальное в	1	1
66	в большинстве случаев	6	1
67	конечно не в	1	1
68	и в нем	1	1
69	то же самое	1	1
