N	2gram	Tiupa_Narr_1	KulturaY
1	в том	18	30
2	и в	19	24
3	потому что	1	23
4	том что	14	21
5	что в	3	17
6	было бы	4	15
7	и пр	1	15
8	в этом	17	14
9	точки зрения	10	14
10	может быть	25	13
11	все же	7	12
12	таким образом	1	12
13	и не	20	12
14	в его	9	12
15	не в	14	11
16	только в	4	11
17	хотя бы	4	10
18	в самом	1	10
19	не только	32	10
20	в силу	4	10
21	у нас	1	10
22	вовсе не	1	10
23	самом деле	2	9
24	с точки	2	9
25	если бы	1	9
26	о том	6	9
27	того что	1	9
28	отношению к	6	9
29	прежде всего	4	9
30	то что	11	9
31	по отношению	7	8
32	уже не	5	8
33	то же	4	8
34	том чтобы	1	8
35	языка и	2	8
36	тем что	3	8
37	как раз	2	8
38	а не	12	8
39	не может	10	7
40	это не	2	7
41	в них	1	7
42	не менее	3	7
43	связи с	4	7
44	в области	2	7
45	так и	9	7
46	в качестве	21	7
47	с другой	8	7
48	как бы	4	7
49	только потому	1	6
50	мере в	1	6
51	мы имеем	2	6
52	в ней	3	6
53	все эти	2	6
54	при этом	9	6
55	в которых	1	6
56	не случайно	2	6
57	можно было	2	6
58	что он	6	6
59	в какой	2	6
60	но и	23	6
61	именно в	6	6
62	другой стороны	4	6
63	например в	2	5
64	еще не	7	5
65	но не	5	5
66	что это	3	5
67	и с	4	5
68	но уже	1	5
69	так сказать	1	5
70	по крайней	1	5
71	и его	5	5
72	к тому	7	5
73	в виду	1	5
74	к языку	1	5
75	с ним	1	5
76	между тем	3	5
77	крайней мере	1	5
78	что не	4	5
79	в той	6	5
80	той мере	1	5
81	в результате	2	5
82	этом отношении	3	5
83	а в	11	5
84	речи и	1	5
85	того же	1	4
86	переход от	4	4
87	это и	3	4
88	разумеется не	1	4
89	и на	3	4
90	с его	6	4
91	что они	3	4
92	в рамках	12	4
93	как в	7	4
94	в целом	1	4
95	из этих	3	4
96	роль в	2	4
97	в нем	4	4
98	в первую	1	4
99	того или	2	4
100	в данном	5	4
101	и тогда	1	4
102	тем не	3	4
103	тем самым	6	4
104	и является	1	4
105	к себе	5	4
106	в пределах	2	4
107	не на	2	4
108	в самой	1	4
109	внимание на	1	4
110	что и	1	4
111	с ними	1	4
112	есть в	2	4
113	не есть	3	4
114	из них	3	4
115	со стороны	9	4
116	до сих	1	4
117	в частности	14	4
118	и потому	2	4
119	в тех	1	4
120	по существу	2	4
121	сих пор	1	4
122	один из	3	4
123	указать на	1	4
124	же в	4	4
125	так же	2	4
126	и то	1	3
127	в первом	3	3
128	в котором	1	3
129	в сущности	3	3
130	на себя	3	3
131	и он	3	3
132	в противовес	4	3
133	в общем	1	3
134	очевидно что	1	3
135	в связи	2	3
136	в своем	2	3
137	хотя и	3	3
138	когда он	3	3
139	более или	2	3
140	в этой	5	3
141	в себе	8	3
142	на его	1	3
143	через посредство	1	3
144	должна быть	2	3
145	на том	3	3
146	состоит в	13	3
147	и может	1	3
148	соответствии с	1	3
149	несмотря на	2	3
150	или менее	2	3
151	в их	1	3
152	даже в	2	3
